map,ws,wt,wc,wcl,wd,dm,opp_config,mode,stamp,file_result,file_dur,filename,finish_reason,duration_s,total_dist_m,collision_flag,max_speed,max_lat_acc,global_min_d,global_unsafe_ratio,global_track_rms,global_lat_acc_rms,frenet_usage_pct,fgm_usage_pct,fgm_min_d,fgm_unsafe_ratio,fgm_track_rms,fre_min_d_mean,fre_min_d_min,fre_track_rms_calc,ts_last_t,is_success
hairpin_combo,0.8228,1.0491,3.0837,1.9735,1.783,0.1975,Opp_bumper_slow_1.csv,MUX_RACING,1765044731,GOAL,62.84,Mux_hairpin_combo_WS0.8228_WT1.0491_WC3.0837_WCL1.9735_WD1.783_DM0.1975_Opp_bumper_slow_1.csv_MUX_RACING_1765044731_GOAL_dur_62.84s.csv,GOAL REACHED,62.84,255.57,False,4.7,20.95,0.0,0.15,0.33,3.16,77.02,22.98,0.0,0.43,0.4,0.8263121021830682,0.0,0.3732843317887577,62.84,True
hairpin_combo,1.35,1.84,1.16,1.83,2.14,0.45,Opp_bumper_slow_1.csv,MUX_RACING,1765054134,GOAL,60.77,Mux_hairpin_combo_WS1.35_WT1.84_WC1.16_WCL1.83_WD2.14_DM0.45_Opp_bumper_slow_1.csv_MUX_RACING_1765054134_GOAL_dur_60.77s.csv,GOAL REACHED,60.77,254.7,False,4.83,22.28,0.0,0.14,0.36,3.43,80.2,19.8,0.0,0.35,0.39,0.8618342795116494,0.0,0.34289903489943435,60.7717,True
Spielberg,2.95,1.34,0.89,1.42,1.67,0.43,Opp_bumper_slow_1.csv,MUX_RACING,1765046202,GOAL,74.88,Mux_Spielberg_WS2.95_WT1.34_WC0.89_WCL1.42_WD1.67_DM0.43_Opp_bumper_slow_1.csv_MUX_RACING_1765046202_GOAL_dur_74.88s.csv,GOAL REACHED,74.88,336.57,False,4.96,9.37,0.0,0.06,0.2,1.8,95.29,4.71,0.0,0.64,0.26,0.6988241945943059,0.175268,0.21534247374428728,74.88,True
hairpin_combo,0.65,1.79,1.21,2.41,2.8,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765050699,CRASH,85.54,Mux_hairpin_combo_WS0.65_WT1.79_WC1.21_WCL2.41_WD2.80_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765050699_CRASH_dur_85.54s.csv,COLLISION DETECTED,85.54,366.09,True,5.01,21.01,0.0,0.13,0.37,3.81,86.21,13.79,0.0,0.16,0.29,0.8481418102496961,0.0,0.41254416550816425,85.5399,False
Spielberg,1.91,2.1,1.36,2.13,2.47,0.52,Opp_bumper_slow_1.csv,MUX_RACING,1765037921,GOAL,77.48,Mux_Spielberg_WS1.91_WT2.10_WC1.36_WCL2.13_WD2.47_DM0.52_Opp_bumper_slow_1.csv_MUX_RACING_1765037921_GOAL_dur_77.48s.csv,GOAL REACHED,77.48,336.38,False,4.96,9.08,0.0,0.19,0.24,1.73,93.31,6.69,0.0,0.47,0.23,0.7015563585204687,0.0257186,0.23408837314388317,77.4799,True
Spielberg,0.83,2.11,1.43,2.29,2.6,0.53,Opp_bumper_slow_1.csv,MUX_RACING,1765046888,GOAL,79.06,Mux_Spielberg_WS0.83_WT2.11_WC1.43_WCL2.29_WD2.60_DM0.53_Opp_bumper_slow_1.csv_MUX_RACING_1765046888_GOAL_dur_79.06s.csv,GOAL REACHED,79.06,336.71,False,4.7,9.08,0.0,0.2,0.24,1.72,91.43,8.57,0.0,0.54,0.25,0.7154188663867247,0.181117,0.23496166513412897,79.06,True
hairpin_combo,1.3,2.04,1.28,2.04,2.36,0.48,Opp_bumper_slow_1.csv,MUX_RACING,1765060667,CRASH,45.15,Mux_hairpin_combo_WS1.30_WT2.04_WC1.28_WCL2.04_WD2.36_DM0.48_Opp_bumper_slow_1.csv_MUX_RACING_1765060667_CRASH_dur_45.15s.csv,COLLISION DETECTED,45.15,190.26,True,5.04,19.41,0.0,0.14,0.28,4.07,85.75,14.25,0.0,0.4,0.39,0.8091431404145996,0.160855,0.2762972617270313,45.1484,False
hairpin_combo,2.9497,1.6935,0.4106,0.7772,0.5144,0.1512,Opp_bumper_slow_1.csv,MUX_RACING,1765042306,CRASH,47.24,Mux_hairpin_combo_WS2.9497_WT1.6935_WC0.4106_WCL0.7772_WD0.5144_DM0.1512_Opp_bumper_slow_1.csv_MUX_RACING_1765042306_CRASH_dur_47.24s.csv,COLLISION DETECTED,47.24,185.15,True,5.15,22.81,0.0,0.44,0.49,3.86,94.0,6.0,0.0,0.81,0.49,0.6240800619591906,0.0,0.49953023188469925,47.2398,False
hairpin_combo,2.13,1.45,0.91,1.47,1.84,0.44,Opp_bumper_slow_1.csv,MUX_RACING,1765050440,GOAL,59.75,Mux_hairpin_combo_WS2.13_WT1.45_WC0.91_WCL1.47_WD1.84_DM0.44_Opp_bumper_slow_1.csv_MUX_RACING_1765050440_GOAL_dur_59.75s.csv,GOAL REACHED,59.75,255.46,False,4.97,15.85,0.0,0.13,0.36,3.45,83.46,16.54,0.0,0.3,0.34,0.8752272195100075,0.0,0.3596156618437276,59.7516,True
hairpin_combo,1.38,2.4,1.64,2.5,2.78,0.57,Opp_bumper_slow_1.csv,MUX_RACING,1765058828,GOAL,58.95,Mux_hairpin_combo_WS1.38_WT2.40_WC1.64_WCL2.50_WD2.78_DM0.57_Opp_bumper_slow_1.csv_MUX_RACING_1765058828_GOAL_dur_58.95s.csv,GOAL REACHED,58.95,253.29,False,4.99,17.69,0.0,0.11,0.37,3.76,85.61,14.39,0.0,0.24,0.28,0.8477198434086438,0.0,0.36817669205721626,58.9516,True
Spielberg,0.7571,1.2629,0.9884,2.2419,2.6276,0.2356,Opp_bumper_slow_1.csv,MUX_RACING,1765036185,GOAL,76.66,Mux_Spielberg_WS0.7571_WT1.2629_WC0.9884_WCL2.2419_WD2.6276_DM0.2356_Opp_bumper_slow_1.csv_MUX_RACING_1765036185_GOAL_dur_76.66s.csv,GOAL REACHED,76.66,336.62,False,4.7,8.82,0.0,0.15,0.19,1.54,92.02,7.98,0.0,0.5,0.27,0.7493657818418994,0.235057,0.206103793295517,76.6601,True
hairpin_combo,1.5232,2.2839,1.1423,1.2898,1.2642,0.1799,Opp_bumper_slow_1.csv,MUX_RACING,1765045323,GOAL,60.55,Mux_hairpin_combo_WS1.5232_WT2.2839_WC1.1423_WCL1.2898_WD1.2642_DM0.1799_Opp_bumper_slow_1.csv_MUX_RACING_1765045323_GOAL_dur_60.55s.csv,GOAL REACHED,60.55,255.95,False,5.0,24.19,0.0,0.13,0.33,3.32,80.35,19.65,0.0,0.41,0.36,0.8711681859228432,0.0553588,0.3291232178834605,60.5484,True
Spielberg,1.36,2.33,1.57,2.44,2.71,0.55,Opp_bumper_slow_1.csv,MUX_RACING,1765044469,GOAL,79.48,Mux_Spielberg_WS1.36_WT2.33_WC1.57_WCL2.44_WD2.71_DM0.55_Opp_bumper_slow_1.csv_MUX_RACING_1765044469_GOAL_dur_79.48s.csv,GOAL REACHED,79.48,336.73,False,4.7,9.4,0.0,0.2,0.25,1.72,94.03,5.97,0.0,0.46,0.23,0.7030248473655074,0.0,0.26058502928939015,79.4799,True
hairpin_combo,1.63,1.65,0.96,1.28,1.33,0.38,Opp_bumper_slow_1.csv,MUX_RACING,1765055016,GOAL,63.35,Mux_hairpin_combo_WS1.63_WT1.65_WC0.96_WCL1.28_WD1.33_DM0.38_Opp_bumper_slow_1.csv_MUX_RACING_1765055016_GOAL_dur_63.35s.csv,GOAL REACHED,63.35,255.28,False,4.7,21.62,0.0,0.23,0.41,3.2,84.93,15.07,0.0,0.54,0.45,0.7690186552910722,0.0,0.41315110314082,63.3483,True
Spielberg,2.75,1.54,0.89,1.46,1.81,0.46,Opp_bumper_slow_1.csv,MUX_RACING,1765038700,GOAL,74.83,Mux_Spielberg_WS2.75_WT1.54_WC0.89_WCL1.46_WD1.81_DM0.46_Opp_bumper_slow_1.csv_MUX_RACING_1765038700_GOAL_dur_74.83s.csv,GOAL REACHED,74.83,336.71,False,4.99,9.2,0.0,0.16,0.24,1.81,95.34,4.66,0.0,0.46,0.24,0.6841611995820194,0.0,0.2636003936396939,74.8315,True
hairpin_combo,0.72,1.77,1.17,2.2,2.48,0.5,Opp_bumper_slow_1.csv,MUX_RACING,1765058688,GOAL,59.82,Mux_hairpin_combo_WS0.72_WT1.77_WC1.17_WCL2.20_WD2.48_DM0.50_Opp_bumper_slow_1.csv_MUX_RACING_1765058688_GOAL_dur_59.82s.csv,GOAL REACHED,59.82,253.36,False,4.97,15.73,0.0,0.15,0.3,3.59,84.65,15.35,0.0,0.27,0.33,0.8471049917758758,0.0,0.35067673839202107,59.82,True
hairpin_combo,2.6482,1.2062,0.9791,0.9266,0.9076,0.158,Opp_bumper_slow_1.csv,MUX_RACING,1765042470,CRASH,32.49,Mux_hairpin_combo_WS2.6482_WT1.2062_WC0.9791_WCL0.9266_WD0.9076_DM0.158_Opp_bumper_slow_1.csv_MUX_RACING_1765042470_CRASH_dur_32.49s.csv,COLLISION DETECTED,32.49,141.66,True,4.94,26.94,0.0,0.2,0.35,4.17,88.05,11.95,0.0,0.65,0.36,0.7489709629324142,0.0,0.3531424441226921,32.4887,False
Spielberg,2.63,1.63,0.74,1.12,1.13,0.32,Opp_bumper_slow_1.csv,MUX_RACING,1765041707,GOAL,75.22,Mux_Spielberg_WS2.63_WT1.63_WC0.74_WCL1.12_WD1.13_DM0.32_Opp_bumper_slow_1.csv_MUX_RACING_1765041707_GOAL_dur_75.22s.csv,GOAL REACHED,75.22,336.85,False,4.77,9.17,0.0,0.06,0.21,1.77,94.45,5.55,0.0,0.6,0.25,0.7052402422631077,0.217636,0.2218846938826318,75.2199,True
Spielberg,2.44,1.46,0.82,1.25,1.33,0.36,Opp_bumper_slow_1.csv,MUX_RACING,1765037835,GOAL,75.71,Mux_Spielberg_WS2.44_WT1.46_WC0.82_WCL1.25_WD1.33_DM0.36_Opp_bumper_slow_1.csv_MUX_RACING_1765037835_GOAL_dur_75.71s.csv,GOAL REACHED,75.71,336.7,False,4.84,9.45,0.0,0.06,0.15,1.78,93.77,6.23,0.0,0.53,0.26,0.7657480908658671,0.217102,0.1685175262507776,75.7115,True
Spielberg,1.62,2.34,1.63,2.4,2.74,0.57,Opp_bumper_slow_1.csv,MUX_RACING,1765045509,GOAL,77.74,Mux_Spielberg_WS1.62_WT2.34_WC1.63_WCL2.40_WD2.74_DM0.57_Opp_bumper_slow_1.csv_MUX_RACING_1765045509_GOAL_dur_77.74s.csv,GOAL REACHED,77.74,336.44,False,4.7,9.81,0.0,0.18,0.23,1.73,93.86,6.14,0.0,0.56,0.25,0.7225831987034369,0.208445,0.24085757869377727,77.7399,True
Spielberg,1.2575,1.531,1.2576,1.2109,1.6963,0.1841,Opp_bumper_slow_1.csv,MUX_RACING,1765033461,GOAL,76.49,Mux_Spielberg_WS1.2575_WT1.531_WC1.2576_WCL1.2109_WD1.6963_DM0.1841_Opp_bumper_slow_1.csv_MUX_RACING_1765033461_GOAL_dur_76.49s.csv,GOAL REACHED,76.49,336.81,False,4.7,8.31,0.0,0.06,0.17,1.6,90.61,9.39,0.0,0.56,0.28,0.7505109742286942,0.209441,0.17364442797562563,76.4887,True
Spielberg,1.52,1.39,0.85,1.12,0.43,0.39,Opp_bumper_slow_1.csv,MUX_RACING,1765029399,GOAL,73.96,Mux_Spielberg_WS1.52_WT1.39_WC0.85_WCL1.12_WD0.43_DM0.39_Opp_bumper_slow_1.csv_MUX_RACING_1765029399_GOAL_dur_73.96s.csv,GOAL REACHED,73.96,336.77,False,4.7,10.0,0.0,0.04,0.19,1.84,97.78,2.22,0.0,0.7,0.31,0.7075288103401655,0.204777,0.194725661437843,73.96,True
hairpin_combo,2.62,1.59,0.71,1.12,1.09,0.31,Opp_bumper_slow_1.csv,MUX_RACING,1765053262,CRASH,43.51,Mux_hairpin_combo_WS2.62_WT1.59_WC0.71_WCL1.12_WD1.09_DM0.31_Opp_bumper_slow_1.csv_MUX_RACING_1765053262_CRASH_dur_43.51s.csv,COLLISION DETECTED,43.51,187.26,True,5.05,26.85,0.0,0.25,0.34,4.18,91.43,8.57,0.0,0.63,0.48,0.7614597869755471,0.0,0.32569804866161567,43.5084,False
hairpin_combo,0.97,2.09,1.41,2.26,2.53,0.49,Opp_bumper_slow_1.csv,MUX_RACING,1765058173,GOAL,59.6,Mux_hairpin_combo_WS0.97_WT2.09_WC1.41_WCL2.26_WD2.53_DM0.49_Opp_bumper_slow_1.csv_MUX_RACING_1765058173_GOAL_dur_59.60s.csv,GOAL REACHED,59.6,254.11,False,5.05,19.28,0.0,0.12,0.35,3.67,85.46,14.54,0.0,0.24,0.29,0.8671568222266962,0.0,0.3682690444841162,59.6,True
hairpin_combo,1.92,2.06,1.4,2.29,2.63,0.5,Opp_bumper_slow_1.csv,MUX_RACING,1765050848,CRASH,45.25,Mux_hairpin_combo_WS1.92_WT2.06_WC1.40_WCL2.29_WD2.63_DM0.50_Opp_bumper_slow_1.csv_MUX_RACING_1765050848_CRASH_dur_45.25s.csv,COLLISION DETECTED,45.25,189.97,True,5.0,27.14,0.0,0.17,0.28,4.19,86.56,13.44,0.0,0.44,0.38,0.7958301464951825,0.0190397,0.2741629669716514,45.2484,False
Spielberg,0.7262,1.1648,2.3669,1.4363,1.6912,0.2277,Opp_bumper_slow_1.csv,MUX_RACING,1765037586,GOAL,77.09,Mux_Spielberg_WS0.7262_WT1.1648_WC2.3669_WCL1.4363_WD1.6912_DM0.2277_Opp_bumper_slow_1.csv_MUX_RACING_1765037586_GOAL_dur_77.09s.csv,GOAL REACHED,77.09,336.67,False,4.7,9.98,0.0,0.05,0.19,1.54,90.97,9.03,0.0,0.47,0.26,0.7522699891321385,0.263812,0.18099244540772527,77.0907,True
Spielberg,0.92,1.99,1.4,2.22,2.49,0.47,Opp_bumper_slow_1.csv,MUX_RACING,1765033355,GOAL,76.42,Mux_Spielberg_WS0.92_WT1.99_WC1.40_WCL2.22_WD2.49_DM0.47_Opp_bumper_slow_1.csv_MUX_RACING_1765033355_GOAL_dur_76.42s.csv,GOAL REACHED,76.42,336.47,False,4.7,9.49,0.0,0.07,0.16,1.79,91.79,8.21,0.0,0.6,0.24,0.7551879559824138,0.199316,0.15260366998551508,76.42,True
Spielberg,2.38,1.56,0.84,1.26,1.33,0.36,Opp_bumper_slow_1.csv,MUX_RACING,1765045942,GOAL,76.72,Mux_Spielberg_WS2.38_WT1.56_WC0.84_WCL1.26_WD1.33_DM0.36_Opp_bumper_slow_1.csv_MUX_RACING_1765045942_GOAL_dur_76.72s.csv,GOAL REACHED,76.72,336.73,False,4.87,9.39,0.0,0.19,0.25,1.76,95.15,4.85,0.0,0.47,0.22,0.6881660732012513,0.210667,0.26882117903977404,76.7199,True
Spielberg,1.67,1.52,0.95,1.25,0.5,0.44,Opp_bumper_slow_1.csv,MUX_RACING,1765027701,GOAL,74.11,Mux_Spielberg_WS1.67_WT1.52_WC0.95_WCL1.25_WD0.50_DM0.44_Opp_bumper_slow_1.csv_MUX_RACING_1765027701_GOAL_dur_74.11s.csv,GOAL REACHED,74.11,336.67,False,4.94,10.75,0.0,0.08,0.2,1.86,96.68,2.96,0.0,0.61,0.25,0.7059423877914509,0.0,0.22725738295938464,74.1083,True
Spielberg,0.89,2.13,1.77,2.79,3.14,0.59,Opp_bumper_slow_1.csv,MUX_RACING,1765031019,GOAL,78.73,Mux_Spielberg_WS0.89_WT2.13_WC1.77_WCL2.79_WD3.14_DM0.59_Opp_bumper_slow_1.csv_MUX_RACING_1765031019_GOAL_dur_78.73s.csv,GOAL REACHED,78.73,336.65,False,4.76,9.38,0.0,0.19,0.25,1.73,93.78,6.22,0.0,0.45,0.22,0.6946019776964893,0.0,0.27151093631317974,78.7283,True
hairpin_combo,1.6,1.5,0.9,1.23,0.46,0.43,Opp_bumper_slow_1.csv,MUX_RACING,1765048246,CRASH,43.84,Mux_hairpin_combo_WS1.60_WT1.50_WC0.90_WCL1.23_WD0.46_DM0.43_Opp_bumper_slow_1.csv_MUX_RACING_1765048246_CRASH_dur_43.84s.csv,COLLISION DETECTED,43.84,186.9,True,4.89,29.17,0.0,0.28,0.35,4.33,89.53,10.47,0.0,0.77,0.43,0.7293203961061947,0.0,0.35338494400612835,43.8401,False
Spielberg,1.53,2.55,1.88,2.73,3.05,0.6,Opp_bumper_slow_1.csv,MUX_RACING,1765043173,GOAL,78.13,Mux_Spielberg_WS1.53_WT2.55_WC1.88_WCL2.73_WD3.05_DM0.60_Opp_bumper_slow_1.csv_MUX_RACING_1765043173_GOAL_dur_78.13s.csv,GOAL REACHED,78.13,336.54,False,4.91,8.89,0.0,0.19,0.24,1.76,93.65,6.35,0.0,0.53,0.25,0.6968470218092458,0.197988,0.2564221854316053,78.1283,True
Spielberg,1.75,1.6,0.98,1.32,0.53,0.47,Opp_bumper_slow_1.csv,MUX_RACING,1765028721,GOAL,74.71,Mux_Spielberg_WS1.75_WT1.60_WC0.98_WCL1.32_WD0.53_DM0.47_Opp_bumper_slow_1.csv_MUX_RACING_1765028721_GOAL_dur_74.71s.csv,GOAL REACHED,74.71,337.09,False,4.7,8.89,0.0,0.04,0.2,1.84,96.66,3.34,0.0,0.6,0.31,0.696189203597623,0.0,0.21964151518841946,74.7116,True
Spielberg,0.83,2.43,1.67,2.57,2.79,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765041879,GOAL,77.18,Mux_Spielberg_WS0.83_WT2.43_WC1.67_WCL2.57_WD2.79_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765041879_GOAL_dur_77.18s.csv,GOAL REACHED,77.18,336.68,False,5.16,9.51,0.0,0.07,0.17,1.77,91.31,8.69,0.0,0.55,0.28,0.7709677948797679,0.217648,0.1611600334918576,77.1799,True
hairpin_combo,2.92,1.42,1.04,1.58,1.77,0.47,Opp_bumper_slow_1.csv,MUX_RACING,1765051187,ABORT,92.96,Mux_hairpin_combo_WS2.92_WT1.42_WC1.04_WCL1.58_WD1.77_DM0.47_Opp_bumper_slow_1.csv_MUX_RACING_1765051187_ABORT_dur_92.96s.csv,MANUAL_ABORT,92.96,392.51,False,4.84,15.66,0.0,0.17,0.38,3.52,84.1,15.9,0.0,0.43,0.38,0.7914248784677281,0.0,0.41298700746031985,92.956,False
Spielberg,1.61,1.59,0.92,1.23,1.29,0.36,Opp_bumper_slow_1.csv,MUX_RACING,1765033959,GOAL,74.96,Mux_Spielberg_WS1.61_WT1.59_WC0.92_WCL1.23_WD1.29_DM0.36_Opp_bumper_slow_1.csv_MUX_RACING_1765033959_GOAL_dur_74.96s.csv,GOAL REACHED,74.96,336.49,False,4.7,9.91,0.0,0.05,0.21,1.78,95.16,4.84,0.0,0.62,0.27,0.7470537602582573,0.205992,0.21415420466915505,74.9599,True
hairpin_combo,1.84,1.56,0.79,1.18,1.19,0.34,Opp_bumper_slow_1.csv,MUX_RACING,1765049588,CRASH,33.79,Mux_hairpin_combo_WS1.84_WT1.56_WC0.79_WCL1.18_WD1.19_DM0.34_Opp_bumper_slow_1.csv_MUX_RACING_1765049588_CRASH_dur_33.79s.csv,COLLISION DETECTED,33.79,140.43,True,4.7,19.45,0.0,0.15,0.36,3.62,88.66,11.34,0.0,0.7,0.47,0.7876327306900225,0.0,0.3445728748381946,33.7917,False
Spielberg,0.81,2.47,1.66,2.63,2.86,0.59,Opp_bumper_slow_1.csv,MUX_RACING,1765035941,GOAL,76.32,Mux_Spielberg_WS0.81_WT2.47_WC1.66_WCL2.63_WD2.86_DM0.59_Opp_bumper_slow_1.csv_MUX_RACING_1765035941_GOAL_dur_76.32s.csv,GOAL REACHED,76.32,336.43,False,4.84,9.24,0.0,0.05,0.18,1.77,92.58,7.42,0.0,0.45,0.25,0.7437447429380012,0.198723,0.17578409257110184,76.3201,True
hairpin_combo,0.8861,1.0509,1.1419,2.7173,2.9842,0.2586,Opp_bumper_slow_1.csv,MUX_RACING,1765042733,GOAL,62.23,Mux_hairpin_combo_WS0.8861_WT1.0509_WC1.1419_WCL2.7173_WD2.9842_DM0.2586_Opp_bumper_slow_1.csv_MUX_RACING_1765042733_GOAL_dur_62.23s.csv,GOAL REACHED,62.23,256.05,False,4.7,18.23,0.0,0.14,0.33,3.21,74.68,25.32,0.0,0.43,0.36,0.8497673317693939,0.0,0.4069901569047728,62.2315,True
hairpin_combo,1.58,2.49,1.7,2.57,2.82,0.58,Opp_bumper_slow_1.csv,MUX_RACING,1765059893,CRASH,44.04,Mux_hairpin_combo_WS1.58_WT2.49_WC1.70_WCL2.57_WD2.82_DM0.58_Opp_bumper_slow_1.csv_MUX_RACING_1765059893_CRASH_dur_44.04s.csv,COLLISION DETECTED,44.04,170.69,True,4.77,27.4,0.0,0.21,0.38,3.94,91.3,8.7,0.0,0.48,0.41,0.7411506717827627,0.0,0.37006073206227263,44.04,False
Spielberg,2.9819,1.4202,0.4224,0.4294,0.4704,0.1345,Opp_bumper_slow_1.csv,MUX_RACING,1765035253,GOAL,74.3,Mux_Spielberg_WS2.9819_WT1.4202_WC0.4224_WCL0.4294_WD0.4704_DM0.1345_Opp_bumper_slow_1.csv_MUX_RACING_1765035253_GOAL_dur_74.30s.csv,GOAL REACHED,74.3,337.21,False,5.13,12.77,0.0,0.11,0.2,1.9,96.07,3.93,0.0,0.81,0.31,0.7345701647385984,0.0,0.22223156187763227,74.2994,True
Spielberg,1.48,2.37,1.61,2.46,2.74,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765043954,GOAL,77.83,Mux_Spielberg_WS1.48_WT2.37_WC1.61_WCL2.46_WD2.74_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765043954_GOAL_dur_77.83s.csv,GOAL REACHED,77.83,336.64,False,4.7,9.52,0.0,0.19,0.23,1.74,91.64,8.36,0.0,0.55,0.24,0.718065907698633,0.178228,0.23751636220203087,77.8283,True
Spielberg,1.52,2.11,1.46,2.14,2.43,0.5,Opp_bumper_slow_1.csv,MUX_RACING,1765044212,GOAL,76.69,Mux_Spielberg_WS1.52_WT2.11_WC1.46_WCL2.14_WD2.43_DM0.50_Opp_bumper_slow_1.csv_MUX_RACING_1765044212_GOAL_dur_76.69s.csv,GOAL REACHED,76.69,336.58,False,4.7,9.21,0.0,0.09,0.19,1.76,91.98,8.02,0.0,0.64,0.28,0.7335122691806186,0.218925,0.2092424310614163,76.6883,True
hairpin_combo,2.908,1.1838,0.7348,0.4507,0.9684,0.1402,Opp_bumper_slow_1.csv,MUX_RACING,1765041848,GOAL,61.71,Mux_hairpin_combo_WS2.908_WT1.1838_WC0.7348_WCL0.4507_WD0.9684_DM0.1402_Opp_bumper_slow_1.csv_MUX_RACING_1765041848_GOAL_dur_61.71s.csv,GOAL REACHED,61.71,257.93,False,4.7,11.27,0.0,0.31,0.43,3.4,80.05,19.95,0.0,0.48,0.39,0.7714168072396137,0.0,0.4723204865457062,61.7114,True
hairpin_combo,1.41,2.31,1.57,2.44,2.74,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765054552,GOAL,59.35,Mux_hairpin_combo_WS1.41_WT2.31_WC1.57_WCL2.44_WD2.74_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765054552_GOAL_dur_59.35s.csv,GOAL REACHED,59.35,253.55,False,4.99,16.44,0.0,0.11,0.3,3.67,86.44,13.56,0.0,0.29,0.29,0.8656999158096906,0.0,0.351614563610967,59.3516,True
hairpin_combo,2.68,1.54,0.83,1.25,1.39,0.36,Opp_bumper_slow_1.csv,MUX_RACING,1765059304,GOAL,60.17,Mux_hairpin_combo_WS2.68_WT1.54_WC0.83_WCL1.25_WD1.39_DM0.36_Opp_bumper_slow_1.csv_MUX_RACING_1765059304_GOAL_dur_60.17s.csv,GOAL REACHED,60.17,254.52,False,4.92,24.83,0.0,0.17,0.34,3.58,85.42,14.58,0.0,0.59,0.38,0.8018907651821324,0.0,0.394457130943322,60.1716,True
Spielberg,2.63,1.64,0.75,1.11,1.16,0.32,Opp_bumper_slow_1.csv,MUX_RACING,1765046459,GOAL,74.26,Mux_Spielberg_WS2.63_WT1.64_WC0.75_WCL1.11_WD1.16_DM0.32_Opp_bumper_slow_1.csv_MUX_RACING_1765046459_GOAL_dur_74.26s.csv,GOAL REACHED,74.26,336.78,False,4.97,9.95,0.0,0.2,0.27,1.82,97.23,2.77,0.0,0.82,0.27,0.6417673784272326,0.0,0.3036499761140893,74.26,True
hairpin_combo,2.82,1.33,0.85,1.38,1.66,0.43,Opp_bumper_slow_1.csv,MUX_RACING,1765057501,ABORT,92.86,Mux_hairpin_combo_WS2.82_WT1.33_WC0.85_WCL1.38_WD1.66_DM0.43_Opp_bumper_slow_1.csv_MUX_RACING_1765057501_ABORT_dur_92.86s.csv,MANUAL_ABORT,92.86,396.15,False,4.89,16.92,0.0,0.26,0.41,3.49,83.51,16.49,0.0,0.52,0.43,0.7713627609683394,0.0,0.4450840019210251,92.8558,False
Spielberg,1.84,1.56,0.79,1.18,1.19,0.34,Opp_bumper_slow_1.csv,MUX_RACING,1765030160,GOAL,77.64,Mux_Spielberg_WS1.84_WT1.56_WC0.79_WCL1.18_WD1.19_DM0.34_Opp_bumper_slow_1.csv_MUX_RACING_1765030160_GOAL_dur_77.64s.csv,GOAL REACHED,77.64,336.83,False,4.7,9.77,0.0,0.15,0.23,1.75,94.15,5.85,0.0,0.58,0.24,0.6937609792900932,0.0,0.23083464971874387,77.6399,True
Spielberg,1.43,2.3,1.56,2.43,2.73,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765039473,GOAL,76.48,Mux_Spielberg_WS1.43_WT2.30_WC1.56_WCL2.43_WD2.73_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765039473_GOAL_dur_76.48s.csv,GOAL REACHED,76.48,336.21,False,4.95,9.14,0.0,0.07,0.15,1.8,94.87,5.13,0.0,0.55,0.25,0.7572584233042206,0.217851,0.18058718143241245,76.4799,True
Spielberg,2.73,1.53,0.88,1.45,1.8,0.46,Opp_bumper_slow_1.csv,MUX_RACING,1765036626,GOAL,78.54,Mux_Spielberg_WS2.73_WT1.53_WC0.88_WCL1.45_WD1.80_DM0.46_Opp_bumper_slow_1.csv_MUX_RACING_1765036626_GOAL_dur_78.54s.csv,GOAL REACHED,78.54,336.66,False,4.92,9.01,0.0,0.2,0.25,1.71,93.95,6.05,0.0,0.43,0.24,0.689640438989611,0.0,0.281868336745795,78.54,True
hairpin_combo,1.33,1.86,1.14,1.81,2.11,0.44,Opp_bumper_slow_1.csv,MUX_RACING,1765052701,GOAL,62.34,Mux_hairpin_combo_WS1.33_WT1.86_WC1.14_WCL1.81_WD2.11_DM0.44_Opp_bumper_slow_1.csv_MUX_RACING_1765052701_GOAL_dur_62.34s.csv,GOAL REACHED,62.34,255.59,False,4.7,17.14,0.0,0.16,0.39,3.09,80.59,19.41,0.0,0.42,0.44,0.7962121987809573,0.0,0.38812556675247833,62.34,True
hairpin_combo,0.87,2.51,1.71,2.62,2.86,0.58,Opp_bumper_slow_1.csv,MUX_RACING,1765056428,GOAL,59.67,Mux_hairpin_combo_WS0.87_WT2.51_WC1.71_WCL2.62_WD2.86_DM0.58_Opp_bumper_slow_1.csv_MUX_RACING_1765056428_GOAL_dur_59.67s.csv,GOAL REACHED,59.67,253.71,False,5.05,20.26,0.0,0.15,0.42,3.72,88.08,11.92,0.0,0.22,0.29,0.8270639903594985,0.0,0.4406086738628765,59.6684,True
