map,ws,wt,wc,wcl,wd,dm,opp_config,mode,stamp,file_result,file_dur,filename,finish_reason,duration_s,total_dist_m,collision_flag,max_speed,max_lat_acc,global_min_d,global_unsafe_ratio,global_track_rms,global_lat_acc_rms,frenet_usage_pct,fgm_usage_pct,fgm_min_d,fgm_unsafe_ratio,fgm_track_rms,fre_min_d_mean,fre_min_d_min,fre_track_rms_calc,ts_last_t,is_success
hairpin_combo,2.71,1.55,0.9,1.47,1.82,0.45,Opp_bumper_slow_1.csv,MUX_RACING,1765052658,CRASH,33.78,Mux_hairpin_combo_WS2.71_WT1.55_WC0.90_WCL1.47_WD1.82_DM0.45_Opp_bumper_slow_1.csv_MUX_RACING_1765052658_CRASH_dur_33.78s.csv,COLLISION DETECTED,33.78,140.19,True,4.7,11.07,0.0,0.28,0.39,3.51,87.49,12.51,0.0,0.57,0.37,0.7550820487153682,0.0,0.3916351927146279,33.78,False
Spielberg,2.96,1.13,0.71,1.24,1.38,0.4,Opp_bumper_slow_1.csv,MUX_RACING,1765040938,GOAL,74.29,Mux_Spielberg_WS2.96_WT1.13_WC0.71_WCL1.24_WD1.38_DM0.40_Opp_bumper_slow_1.csv_MUX_RACING_1765040938_GOAL_dur_74.29s.csv,GOAL REACHED,74.29,336.74,False,4.97,8.88,0.0,0.05,0.17,1.87,96.11,3.89,0.0,0.68,0.27,0.7496129745329242,0.0,0.1840411432867737,74.2884,True
hairpin_combo,2.79,1.31,0.83,1.36,1.64,0.43,Opp_bumper_slow_1.csv,MUX_RACING,1765055956,GOAL,60.39,Mux_hairpin_combo_WS2.79_WT1.31_WC0.83_WCL1.36_WD1.64_DM0.43_Opp_bumper_slow_1.csv_MUX_RACING_1765055956_GOAL_dur_60.39s.csv,GOAL REACHED,60.39,256.63,False,4.87,15.67,0.0,0.21,0.38,3.54,84.12,15.88,0.0,0.5,0.41,0.7843925008014305,0.0,0.4162335843327302,60.3883,True
hairpin_combo,0.74,2.3,1.61,2.48,2.72,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765051977,CRASH,44.09,Mux_hairpin_combo_WS0.74_WT2.30_WC1.61_WCL2.48_WD2.72_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765051977_CRASH_dur_44.09s.csv,COLLISION DETECTED,44.09,188.77,True,4.91,19.63,0.0,0.1,0.27,4.09,87.44,12.56,0.0,0.31,0.37,0.7957796660921626,0.13682,0.24865899390725413,44.0917,False
hairpin_combo,0.66,2.04,1.31,2.44,2.71,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765055408,GOAL,59.43,Mux_hairpin_combo_WS0.66_WT2.04_WC1.31_WCL2.44_WD2.71_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765055408_GOAL_dur_59.43s.csv,GOAL REACHED,59.43,254.42,False,4.87,14.98,0.0,0.11,0.32,3.69,86.76,13.24,0.0,0.27,0.31,0.8698191463454032,0.0,0.3509888016334066,59.4283,True
hairpin_combo,1.71,1.55,0.93,1.28,0.49,0.45,Opp_bumper_slow_1.csv,MUX_RACING,1765048300,CRASH,16.97,Mux_hairpin_combo_WS1.71_WT1.55_WC0.93_WCL1.28_WD0.49_DM0.45_Opp_bumper_slow_1.csv_MUX_RACING_1765048300_CRASH_dur_16.97s.csv,COLLISION DETECTED,16.97,73.73,True,4.7,17.56,0.07,0.29,0.42,3.26,96.61,3.39,0.07,0.24,0.25,0.832442850801131,0.0757964,0.4225760174858021,16.9716,False
hairpin_combo,1.19,2.19,1.58,2.36,2.66,0.53,Opp_bumper_slow_1.csv,MUX_RACING,1765052393,CRASH,25.78,Mux_hairpin_combo_WS1.19_WT2.19_WC1.58_WCL2.36_WD2.66_DM0.53_Opp_bumper_slow_1.csv_MUX_RACING_1765052393_CRASH_dur_25.78s.csv,COLLISION DETECTED,25.78,111.05,True,4.87,23.26,0.0,0.08,0.24,3.95,88.24,11.76,0.0,0.28,0.32,0.8696290105491777,0.258453,0.2259785426710932,25.7799,False
Spielberg,0.7,1.71,1.08,2.19,2.54,0.5,Opp_bumper_slow_1.csv,MUX_RACING,1765036283,GOAL,76.53,Mux_Spielberg_WS0.70_WT1.71_WC1.08_WCL2.19_WD2.54_DM0.50_Opp_bumper_slow_1.csv_MUX_RACING_1765036283_GOAL_dur_76.53s.csv,GOAL REACHED,76.53,336.46,False,4.7,9.22,0.0,0.06,0.14,1.75,91.39,8.61,0.0,0.56,0.26,0.7731903146754469,0.211346,0.1458498676360902,76.5316,True
hairpin_combo,0.73,1.74,1.1,2.22,2.57,0.51,Opp_bumper_slow_1.csv,MUX_RACING,1765056714,CRASH,44.23,Mux_hairpin_combo_WS0.73_WT1.74_WC1.10_WCL2.22_WD2.57_DM0.51_Opp_bumper_slow_1.csv_MUX_RACING_1765056714_CRASH_dur_44.23s.csv,COLLISION DETECTED,44.23,191.11,True,4.99,20.42,0.0,0.09,0.24,4.13,87.05,12.95,0.0,0.2,0.33,0.8276689830906954,0.281786,0.23337583417342564,44.2316,False
hairpin_combo,2.52,1.36,0.65,1.19,1.18,0.33,Opp_bumper_slow_1.csv,MUX_RACING,1765055264,CRASH,44.08,Mux_hairpin_combo_WS2.52_WT1.36_WC0.65_WCL1.19_WD1.18_DM0.33_Opp_bumper_slow_1.csv_MUX_RACING_1765055264_CRASH_dur_44.08s.csv,COLLISION DETECTED,44.08,188.38,True,4.86,31.35,0.0,0.19,0.3,4.39,88.81,11.19,0.0,0.67,0.4,0.7893240969059069,0.167888,0.2986091262857036,44.08,False
hairpin_combo,1.2575,1.531,1.2576,1.2109,1.6963,0.1841,Opp_bumper_slow_1.csv,MUX_RACING,1765040845,ABORT,92.9,Mux_hairpin_combo_WS1.2575_WT1.531_WC1.2576_WCL1.2109_WD1.6963_DM0.1841_Opp_bumper_slow_1.csv_MUX_RACING_1765040845_ABORT_dur_92.90s.csv,MANUAL_ABORT,92.9,398.03,False,5.04,15.96,0.0,0.11,0.25,3.5,72.26,27.74,0.0,0.34,0.3,0.9039087941925186,0.0,0.3519511641461232,92.8968,False
hairpin_combo,2.93,1.12,0.7,1.23,1.36,0.39,Opp_bumper_slow_1.csv,MUX_RACING,1765054204,GOAL,58.6,Mux_hairpin_combo_WS2.93_WT1.12_WC0.70_WCL1.23_WD1.36_DM0.39_Opp_bumper_slow_1.csv_MUX_RACING_1765054204_GOAL_dur_58.60s.csv,GOAL REACHED,58.6,253.88,False,4.99,19.62,0.0,0.18,0.37,3.6,86.93,13.07,0.0,0.34,0.3,0.8189171701064774,0.0,0.4029783212953023,58.5999,True
Spielberg,2.2,1.49,0.77,1.17,1.19,0.34,Opp_bumper_slow_1.csv,MUX_RACING,1765037060,GOAL,74.11,Mux_Spielberg_WS2.20_WT1.49_WC0.77_WCL1.17_WD1.19_DM0.34_Opp_bumper_slow_1.csv_MUX_RACING_1765037060_GOAL_dur_74.11s.csv,GOAL REACHED,74.11,337.05,False,4.7,8.19,0.0,0.04,0.21,1.83,96.95,3.05,0.0,0.54,0.26,0.6958246720639033,0.0,0.23096598209592414,74.1083,True
hairpin_combo,1.3316,1.0386,2.7936,1.5558,1.7769,0.2013,Opp_bumper_slow_1.csv,MUX_RACING,1765044685,CRASH,33.19,Mux_hairpin_combo_WS1.3316_WT1.0386_WC2.7936_WCL1.5558_WD1.7769_DM0.2013_Opp_bumper_slow_1.csv_MUX_RACING_1765044685_CRASH_dur_33.19s.csv,COLLISION DETECTED,33.19,139.28,True,4.95,17.66,0.0,0.11,0.26,3.45,83.98,16.02,0.0,0.52,0.4,0.8466993046517233,0.333432,0.23264950517819444,33.1884,False
hairpin_combo,2.64,1.57,0.69,1.09,1.08,0.3,Opp_bumper_slow_1.csv,MUX_RACING,1765051885,CRASH,43.14,Mux_hairpin_combo_WS2.64_WT1.57_WC0.69_WCL1.09_WD1.08_DM0.30_Opp_bumper_slow_1.csv_MUX_RACING_1765051885_CRASH_dur_43.14s.csv,COLLISION DETECTED,43.14,188.23,True,5.04,37.32,0.0,0.13,0.32,4.59,88.74,11.26,0.0,0.61,0.44,0.7784528658724272,0.0,0.3139179528956573,43.14,False
hairpin_combo,0.9449,1.2976,1.439,1.0401,1.1516,0.187,Opp_bumper_slow_1.csv,MUX_RACING,1765041209,GOAL,60.97,Mux_hairpin_combo_WS0.9449_WT1.2976_WC1.439_WCL1.0401_WD1.1516_DM0.187_Opp_bumper_slow_1.csv_MUX_RACING_1765041209_GOAL_dur_60.97s.csv,GOAL REACHED,60.97,258.22,False,5.17,18.31,0.0,0.11,0.27,3.45,79.98,20.02,0.0,0.41,0.38,0.9122572723524157,0.0,0.27345587557071915,60.9701,True
hairpin_combo,1.34,1.86,1.18,1.85,2.16,0.45,Opp_bumper_slow_1.csv,MUX_RACING,1765056946,GOAL,60.54,Mux_hairpin_combo_WS1.34_WT1.86_WC1.18_WCL1.85_WD2.16_DM0.45_Opp_bumper_slow_1.csv_MUX_RACING_1765056946_GOAL_dur_60.54s.csv,GOAL REACHED,60.54,253.96,False,4.79,20.54,0.0,0.18,0.31,3.37,80.88,19.12,0.0,0.27,0.36,0.8267576451744186,0.0,0.3072668962913246,60.54,True
hairpin_combo,2.73,1.53,0.88,1.45,1.8,0.46,Opp_bumper_slow_1.csv,MUX_RACING,1765054079,CRASH,45.47,Mux_hairpin_combo_WS2.73_WT1.53_WC0.88_WCL1.45_WD1.80_DM0.46_Opp_bumper_slow_1.csv_MUX_RACING_1765054079_CRASH_dur_45.47s.csv,COLLISION DETECTED,45.47,193.2,True,4.7,13.21,0.0,0.14,0.31,3.8,83.09,16.91,0.0,0.49,0.4,0.7870568117864368,0.0,0.31302575664749155,45.4716,False
hairpin_combo,1.39,2.74,1.62,2.48,2.88,0.5,Opp_bumper_slow_1.csv,MUX_RACING,1765049703,CRASH,43.9,Mux_hairpin_combo_WS1.39_WT2.74_WC1.62_WCL2.48_WD2.88_DM0.50_Opp_bumper_slow_1.csv_MUX_RACING_1765049703_CRASH_dur_43.90s.csv,COLLISION DETECTED,43.9,187.97,True,4.98,30.63,0.0,0.1,0.27,4.37,85.88,14.12,0.0,0.38,0.35,0.8055998075255102,0.0323207,0.25505625000259036,43.9001,False
hairpin_combo,2.98,1.08,0.79,1.2,1.41,0.4,Opp_bumper_slow_1.csv,MUX_RACING,1765050615,CRASH,21.38,Mux_hairpin_combo_WS2.98_WT1.08_WC0.79_WCL1.20_WD1.41_DM0.40_Opp_bumper_slow_1.csv_MUX_RACING_1765050615_CRASH_dur_21.38s.csv,COLLISION DETECTED,21.38,93.93,True,4.7,19.5,0.03,0.26,0.36,3.67,87.21,12.79,0.03,0.37,0.3,0.8107192714365882,0.0,0.37607931052544447,21.3799,False
Spielberg,0.97,2.09,1.41,2.26,2.53,0.49,Opp_bumper_slow_1.csv,MUX_RACING,1765042397,GOAL,76.75,Mux_Spielberg_WS0.97_WT2.09_WC1.41_WCL2.26_WD2.53_DM0.49_Opp_bumper_slow_1.csv_MUX_RACING_1765042397_GOAL_dur_76.75s.csv,GOAL REACHED,76.75,336.76,False,4.7,9.59,0.0,0.18,0.24,1.76,93.16,6.84,0.0,0.47,0.25,0.701186532103398,0.226587,0.2576372397193186,76.7483,True
Spielberg,2.28,1.51,0.83,1.1,1.12,0.3,Opp_bumper_slow_1.csv,MUX_RACING,1765031889,GOAL,76.07,Mux_Spielberg_WS2.28_WT1.51_WC0.83_WCL1.10_WD1.12_DM0.30_Opp_bumper_slow_1.csv_MUX_RACING_1765031889_GOAL_dur_76.07s.csv,GOAL REACHED,76.07,336.72,False,4.7,9.3,0.0,0.2,0.27,1.75,95.49,4.51,0.0,0.6,0.24,0.6545884816814764,0.0182257,0.29032200752617077,76.0716,True
Spielberg,0.69,1.53,1.28,2.57,3.01,0.59,Opp_bumper_slow_1.csv,MUX_RACING,1765032752,GOAL,76.85,Mux_Spielberg_WS0.69_WT1.53_WC1.28_WCL2.57_WD3.01_DM0.59_Opp_bumper_slow_1.csv_MUX_RACING_1765032752_GOAL_dur_76.85s.csv,GOAL REACHED,76.85,336.53,False,4.7,9.38,0.0,0.07,0.17,1.77,91.32,8.68,0.0,0.63,0.26,0.7521651400541272,0.178354,0.1757918320503334,76.8517,True
hairpin_combo,1.59,1.45,0.89,1.18,0.46,0.41,Opp_bumper_slow_1.csv,MUX_RACING,1765049298,GOAL,60.55,Mux_hairpin_combo_WS1.59_WT1.45_WC0.89_WCL1.18_WD0.46_DM0.41_Opp_bumper_slow_1.csv_MUX_RACING_1765049298_GOAL_dur_60.55s.csv,GOAL REACHED,60.55,253.72,False,4.97,21.94,0.0,0.24,0.37,3.71,88.86,11.14,0.0,0.65,0.46,0.7908153996366759,0.0,0.3959519864527541,60.5483,True
Spielberg,0.98,2.48,1.56,2.4,2.62,0.52,Opp_bumper_slow_1.csv,MUX_RACING,1765030764,GOAL,76.35,Mux_Spielberg_WS0.98_WT2.48_WC1.56_WCL2.40_WD2.62_DM0.52_Opp_bumper_slow_1.csv_MUX_RACING_1765030764_GOAL_dur_76.35s.csv,GOAL REACHED,76.35,336.82,False,4.73,9.2,0.0,0.05,0.17,1.75,92.0,8.0,0.0,0.45,0.26,0.7618070164492641,0.0,0.17495561106808005,76.3516,True
hairpin_combo,0.82,2.41,1.66,2.55,2.78,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765056258,STUCK,35.9,Mux_hairpin_combo_WS0.82_WT2.41_WC1.66_WCL2.55_WD2.78_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765056258_STUCK_dur_35.90s.csv,STUCK DETECTED,35.9,117.73,False,4.7,20.06,0.0,0.3,0.54,3.53,93.07,6.93,0.0,0.2,0.27,0.6760935966354724,0.0,0.5357788376097452,35.8999,False
hairpin_combo,1.4717,3.1207,1.2259,1.485,1.1865,0.205,Opp_bumper_slow_1.csv,MUX_RACING,1765045393,CRASH,32.24,Mux_hairpin_combo_WS1.4717_WT3.1207_WC1.2259_WCL1.485_WD1.1865_DM0.205_Opp_bumper_slow_1.csv_MUX_RACING_1765045393_CRASH_dur_32.24s.csv,COLLISION DETECTED,32.24,141.51,True,4.95,28.84,0.0,0.09,0.24,4.17,89.49,10.51,0.0,0.7,0.38,0.8610349110532192,0.213642,0.23364291673189214,32.2399,False
Spielberg,0.96,2.17,1.58,2.35,2.59,0.53,Opp_bumper_slow_1.csv,MUX_RACING,1765032407,GOAL,75.99,Mux_Spielberg_WS0.96_WT2.17_WC1.58_WCL2.35_WD2.59_DM0.53_Opp_bumper_slow_1.csv_MUX_RACING_1765032407_GOAL_dur_75.99s.csv,GOAL REACHED,75.99,336.23,False,4.96,9.6,0.0,0.06,0.15,1.77,91.32,8.23,0.0,0.49,0.24,0.7596855254487078,0.0,0.14429386436090474,75.9915,True
Spielberg,0.82,2.41,1.66,2.55,2.78,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765039815,GOAL,78.26,Mux_Spielberg_WS0.82_WT2.41_WC1.66_WCL2.55_WD2.78_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765039815_GOAL_dur_78.26s.csv,GOAL REACHED,78.26,336.46,False,4.83,9.16,0.0,0.2,0.25,1.73,91.74,8.26,0.0,0.56,0.27,0.694567660377185,0.00171472,0.25911620807686087,78.26,True
hairpin_combo,1.38,2.24,1.51,2.37,2.66,0.55,Opp_bumper_slow_1.csv,MUX_RACING,1765061759,CRASH,42.84,Mux_hairpin_combo_WS1.38_WT2.24_WC1.51_WCL2.37_WD2.66_DM0.55_Opp_bumper_slow_1.csv_MUX_RACING_1765061759_CRASH_dur_42.84s.csv,COLLISION DETECTED,42.84,189.03,True,4.92,16.29,0.0,0.1,0.26,4.26,90.23,9.77,0.0,0.18,0.25,0.796378405284287,0.231734,0.25597046064181894,42.84,False
hairpin_combo,0.99,2.18,1.47,2.33,2.63,0.54,Opp_bumper_slow_1.csv,MUX_RACING,1765060930,CRASH,25.47,Mux_hairpin_combo_WS0.99_WT2.18_WC1.47_WCL2.33_WD2.63_DM0.54_Opp_bumper_slow_1.csv_MUX_RACING_1765060930_CRASH_dur_25.47s.csv,COLLISION DETECTED,25.47,111.58,True,4.7,25.69,0.0,0.06,0.23,4.16,91.27,8.73,0.0,0.17,0.34,0.8880271551263933,0.136955,0.21328048329151889,25.4716,False
hairpin_combo,2.78,1.33,0.84,1.41,1.69,0.44,Opp_bumper_slow_1.csv,MUX_RACING,1765051714,CRASH,21.76,Mux_hairpin_combo_WS2.78_WT1.33_WC0.84_WCL1.41_WD1.69_DM0.44_Opp_bumper_slow_1.csv_MUX_RACING_1765051714_CRASH_dur_21.76s.csv,COLLISION DETECTED,21.76,94.06,True,4.7,18.83,0.0,0.18,0.35,3.7,93.03,6.97,0.0,0.32,0.41,0.8591555691968389,0.0,0.34223724818504003,21.76,False
hairpin_combo,0.7,1.71,1.08,2.19,2.54,0.5,Opp_bumper_slow_1.csv,MUX_RACING,1765053825,CRASH,25.79,Mux_hairpin_combo_WS0.70_WT1.71_WC1.08_WCL2.19_WD2.54_DM0.50_Opp_bumper_slow_1.csv_MUX_RACING_1765053825_CRASH_dur_25.79s.csv,COLLISION DETECTED,25.79,110.76,True,4.7,24.48,0.0,0.08,0.24,3.94,88.59,11.41,0.0,0.26,0.33,0.8720561522716701,0.139785,0.23097815290505616,25.7917,False
Spielberg,0.91,2.61,1.77,2.73,2.92,0.59,Opp_bumper_slow_1.csv,MUX_RACING,1765047150,GOAL,76.81,Mux_Spielberg_WS0.91_WT2.61_WC1.77_WCL2.73_WD2.92_DM0.59_Opp_bumper_slow_1.csv_MUX_RACING_1765047150_GOAL_dur_76.81s.csv,GOAL REACHED,76.81,336.48,False,4.7,9.4,0.0,0.18,0.22,1.76,92.48,7.52,0.0,0.45,0.22,0.7162953357808675,0.0,0.23977175041568474,76.8083,True
hairpin_combo,1.21,2.25,1.6,2.32,2.63,0.52,Opp_bumper_slow_1.csv,MUX_RACING,1765053790,CRASH,25.53,Mux_hairpin_combo_WS1.21_WT2.25_WC1.60_WCL2.32_WD2.63_DM0.52_Opp_bumper_slow_1.csv_MUX_RACING_1765053790_CRASH_dur_25.53s.csv,COLLISION DETECTED,25.53,111.79,True,4.9,26.32,0.0,0.05,0.23,4.15,88.89,11.11,0.0,0.25,0.32,0.9030158854949876,0.235589,0.20878550122375902,25.5317,False
hairpin_combo,0.96,2.07,1.4,2.25,2.52,0.49,Opp_bumper_slow_1.csv,MUX_RACING,1765057673,CRASH,27.06,Mux_hairpin_combo_WS0.96_WT2.07_WC1.40_WCL2.25_WD2.52_DM0.49_Opp_bumper_slow_1.csv_MUX_RACING_1765057673_CRASH_dur_27.06s.csv,COLLISION DETECTED,27.06,115.03,True,4.7,26.04,0.0,0.08,0.24,4.1,88.6,11.4,0.0,0.24,0.34,0.8767291279190069,0.0449525,0.23125274243428423,27.0599,False
Spielberg,0.5638,0.8564,0.8468,2.8497,2.6366,0.2548,Opp_bumper_slow_1.csv,MUX_RACING,1765036602,GOAL,76.75,Mux_Spielberg_WS0.5638_WT0.8564_WC0.8468_WCL2.8497_WD2.6366_DM0.2548_Opp_bumper_slow_1.csv_MUX_RACING_1765036602_GOAL_dur_76.75s.csv,GOAL REACHED,76.75,336.76,False,4.7,9.02,0.0,0.06,0.19,1.56,90.72,9.28,0.0,0.52,0.27,0.7480558532526476,0.28097,0.18202662937195,76.7484,True
hairpin_combo,2.23,1.5,0.78,1.18,1.2,0.34,Opp_bumper_slow_1.csv,MUX_RACING,1765055756,CRASH,45.25,Mux_hairpin_combo_WS2.23_WT1.50_WC0.78_WCL1.18_WD1.20_DM0.34_Opp_bumper_slow_1.csv_MUX_RACING_1765055756_CRASH_dur_45.25s.csv,COLLISION DETECTED,45.25,187.93,True,4.84,23.46,0.0,0.17,0.29,3.9,88.21,11.79,0.0,0.48,0.33,0.7790566234753403,0.157728,0.2911229675636654,45.2516,False
Spielberg,0.5131,1.4804,1.0786,2.7189,2.8385,0.2532,Opp_bumper_slow_1.csv,MUX_RACING,1765037239,GOAL,76.81,Mux_Spielberg_WS0.5131_WT1.4804_WC1.0786_WCL2.7189_WD2.8385_DM0.2532_Opp_bumper_slow_1.csv_MUX_RACING_1765037239_GOAL_dur_76.81s.csv,GOAL REACHED,76.81,336.45,False,4.7,9.25,0.0,0.06,0.17,1.57,90.23,9.77,0.0,0.52,0.25,0.7679392346815971,0.255539,0.16193428831527676,76.811,True
hairpin_combo,2.44,1.41,0.78,1.18,1.28,0.35,Opp_bumper_slow_1.csv,MUX_RACING,1765061137,CRASH,21.14,Mux_hairpin_combo_WS2.44_WT1.41_WC0.78_WCL1.18_WD1.28_DM0.35_Opp_bumper_slow_1.csv_MUX_RACING_1765061137_CRASH_dur_21.14s.csv,COLLISION DETECTED,21.14,93.31,True,4.7,30.6,0.0,0.16,0.35,4.22,89.61,10.39,0.0,0.25,0.34,0.8151405937003405,0.0,0.352325474168466,21.1399,False
Spielberg,2.4932,1.3465,0.5484,0.6115,0.353,0.1539,Opp_bumper_slow_1.csv,MUX_RACING,1765035337,GOAL,73.64,Mux_Spielberg_WS2.4932_WT1.3465_WC0.5484_WCL0.6115_WD0.353_DM0.1539_Opp_bumper_slow_1.csv_MUX_RACING_1765035337_GOAL_dur_73.64s.csv,GOAL REACHED,73.64,337.18,False,4.7,9.36,0.0,0.03,0.22,1.86,98.43,1.57,0.0,0.66,0.29,0.6753225536389026,0.222937,0.23310997632149177,73.6398,True
Spielberg,2.55,1.66,0.77,1.19,1.26,0.35,Opp_bumper_slow_1.csv,MUX_RACING,1765043607,GOAL,75.26,Mux_Spielberg_WS2.55_WT1.66_WC0.77_WCL1.19_WD1.26_DM0.35_Opp_bumper_slow_1.csv_MUX_RACING_1765043607_GOAL_dur_75.26s.csv,GOAL REACHED,75.26,336.4,False,4.7,9.38,0.0,0.05,0.17,1.8,95.39,4.61,0.0,0.44,0.22,0.7242882705144559,0.0,0.19977611497875652,75.2599,True
Spielberg,1.1311,2.9123,1.428,2.1387,1.9753,0.191,Opp_bumper_slow_1.csv,MUX_RACING,1765040009,GOAL,77.08,Mux_Spielberg_WS1.1311_WT2.9123_WC1.428_WCL2.1387_WD1.9753_DM0.191_Opp_bumper_slow_1.csv_MUX_RACING_1765040009_GOAL_dur_77.08s.csv,GOAL REACHED,77.08,336.77,False,4.7,8.76,0.0,0.07,0.18,1.61,90.28,9.72,0.0,0.54,0.26,0.7575152031063321,0.195674,0.18245426539408124,77.0796,True
hairpin_combo,0.9,2.22,1.51,2.39,2.69,0.55,Opp_bumper_slow_1.csv,MUX_RACING,1765059947,CRASH,40.53,Mux_hairpin_combo_WS0.90_WT2.22_WC1.51_WCL2.39_WD2.69_DM0.55_Opp_bumper_slow_1.csv_MUX_RACING_1765059947_CRASH_dur_40.53s.csv,COLLISION DETECTED,40.53,170.91,True,5.15,26.29,0.0,0.12,0.32,4.19,90.04,9.96,0.0,0.25,0.32,0.7710576629169134,0.0,0.3246081698248925,40.5316,False
Spielberg,2.18,1.47,0.75,1.15,1.17,0.33,Opp_bumper_slow_1.csv,MUX_RACING,1765034992,GOAL,75.07,Mux_Spielberg_WS2.18_WT1.47_WC0.75_WCL1.15_WD1.17_DM0.33_Opp_bumper_slow_1.csv_MUX_RACING_1765034992_GOAL_dur_75.07s.csv,GOAL REACHED,75.07,336.62,False,4.88,9.01,0.0,0.06,0.15,1.78,94.24,5.76,0.0,0.54,0.28,0.7744865908994032,0.19863,0.16219004860568872,75.0684,True
Spielberg,0.9376,0.9327,0.9817,2.2676,2.4136,0.2489,Opp_bumper_slow_1.csv,MUX_RACING,1765036298,GOAL,77.1,Mux_Spielberg_WS0.9376_WT0.9327_WC0.9817_WCL2.2676_WD2.4136_DM0.2489_Opp_bumper_slow_1.csv_MUX_RACING_1765036298_GOAL_dur_77.10s.csv,GOAL REACHED,77.1,336.64,False,4.94,8.25,0.0,0.07,0.17,1.56,90.24,9.76,0.0,0.59,0.27,0.7609598181676697,0.296982,0.1591332622180823,77.0999,True
Spielberg,2.61,1.6,0.72,1.14,1.18,0.32,Opp_bumper_slow_1.csv,MUX_RACING,1765044644,GOAL,74.97,Mux_Spielberg_WS2.61_WT1.60_WC0.72_WCL1.14_WD1.18_DM0.32_Opp_bumper_slow_1.csv_MUX_RACING_1765044644_GOAL_dur_74.97s.csv,GOAL REACHED,74.97,337.26,False,5.02,9.09,0.0,0.04,0.16,1.86,95.57,4.43,0.0,0.56,0.27,0.7549314410478021,0.0,0.17527356183184753,74.9716,True
hairpin_combo,0.91,2.12,1.43,2.33,2.59,0.53,Opp_bumper_slow_1.csv,MUX_RACING,1765058896,GOAL,61.17,Mux_hairpin_combo_WS0.91_WT2.12_WC1.43_WCL2.33_WD2.59_DM0.53_Opp_bumper_slow_1.csv_MUX_RACING_1765058896_GOAL_dur_61.17s.csv,GOAL REACHED,61.17,255.15,False,4.99,22.95,0.0,0.13,0.39,3.67,86.31,13.69,0.0,0.33,0.36,0.8286244309161054,0.0,0.38248719690565103,61.1683,True
Spielberg,1.29,1.4675,2.6409,1.5904,1.371,0.1825,Opp_bumper_slow_1.csv,MUX_RACING,1765038360,GOAL,75.63,Mux_Spielberg_WS1.29_WT1.4675_WC2.6409_WCL1.5904_WD1.371_DM0.1825_Opp_bumper_slow_1.csv_MUX_RACING_1765038360_GOAL_dur_75.63s.csv,GOAL REACHED,75.63,336.31,False,4.87,9.0,0.0,0.05,0.13,1.72,93.14,6.86,0.0,0.57,0.27,0.7794472711603734,0.242523,0.11388859574325275,75.6252,True
hairpin_combo,1.0341,1.0204,2.05,1.8391,1.0403,0.222,Opp_bumper_slow_1.csv,MUX_RACING,1765044543,GOAL,62.53,Mux_hairpin_combo_WS1.0341_WT1.0204_WC2.05_WCL1.8391_WD1.0403_DM0.222_Opp_bumper_slow_1.csv_MUX_RACING_1765044543_GOAL_dur_62.53s.csv,GOAL REACHED,62.53,255.56,False,4.7,14.42,0.0,0.16,0.32,3.1,82.5,17.5,0.0,0.5,0.45,0.802462995906096,0.0,0.3941193996880192,62.5286,True
Spielberg,2.41,1.42,0.79,1.17,1.3,0.34,Opp_bumper_slow_1.csv,MUX_RACING,1765044385,GOAL,74.59,Mux_Spielberg_WS2.41_WT1.42_WC0.79_WCL1.17_WD1.30_DM0.34_Opp_bumper_slow_1.csv_MUX_RACING_1765044385_GOAL_dur_74.59s.csv,GOAL REACHED,74.59,336.47,False,4.94,9.55,0.0,0.05,0.18,1.82,96.26,3.74,0.0,0.74,0.26,0.7302676152402403,0.219801,0.2007784580060217,74.5883,True
hairpin_combo,1.3203,1.2512,2.432,1.2317,1.6035,0.2085,Opp_bumper_slow_1.csv,MUX_RACING,1765044261,GOAL,62.75,Mux_hairpin_combo_WS1.3203_WT1.2512_WC2.432_WCL1.2317_WD1.6035_DM0.2085_Opp_bumper_slow_1.csv_MUX_RACING_1765044261_GOAL_dur_62.75s.csv,GOAL REACHED,62.75,256.39,False,4.9,16.33,0.0,0.18,0.34,3.2,76.88,23.12,0.0,0.4,0.36,0.8213781033845369,0.142432,0.4148918045906323,62.7517,True
hairpin_combo,1.97,2.15,1.41,2.2,2.48,0.53,Opp_bumper_slow_1.csv,MUX_RACING,1765057393,CRASH,44.36,Mux_hairpin_combo_WS1.97_WT2.15_WC1.41_WCL2.20_WD2.48_DM0.53_Opp_bumper_slow_1.csv_MUX_RACING_1765057393_CRASH_dur_44.36s.csv,COLLISION DETECTED,44.36,189.81,True,4.85,20.12,0.0,0.11,0.26,4.0,89.21,10.79,0.0,0.28,0.37,0.7959666233883329,0.0,0.26219252021948464,44.36,False
