ws,wt,wc,wcl,wd,dm,Score_FGM_mean,duration_s_mean,success_count_sum,fgm_min_d_mean,fgm_ratio_mean
1.2886,1.3851,1.0061,1.5466,1.5632,0.2146,28.412260472903636,13.746,5,0.003993206000000001,0.26101056761262076
0.74,1.8,1.21,2.28,2.63,0.52,27.97945276516821,13.656,5,0.0052154720000000005,0.241695519911279
0.71,1.73,1.09,2.2,2.55,0.5,27.8970070538739,13.85,5,0.0039702620000000004,0.29518798897542176
1.47,2.0,1.32,2.01,2.35,0.48,26.82268292546315,13.382,5,0.0017442199999999999,0.2198998080588829
0.95,2.14,1.46,2.31,2.61,0.53,26.690557840173874,13.846,5,0.0019520699999999998,0.26994492552487775
1.44,1.95,1.27,1.93,2.26,0.46,26.028236788522708,13.934000000000001,5,0.0039768699999999995,0.1857039757839026
1.54,2.22,1.33,2.17,2.44,0.47,25.194255416835517,13.943999999999999,5,0.002693812,0.2511331261718027
0.73,1.74,1.1,2.22,2.57,0.51,23.49252625727538,14.468,5,0.003618748,0.27229879241851784
1.0142,1.0977,2.0636,1.6002,1.2406,0.2008,38.27907226957758,12.3225,4,0.0048011325,0.277017816720193
0.8282,1.5812,2.5276,1.8827,1.0338,0.2171,34.21728908340718,12.7875,4,0.0067767925,0.32521600363749514
0.605,1.3506,0.7183,2.8088,2.7902,0.249,32.78341373131557,13.0275,4,0.0062988175,0.245419779573522
0.8967,1.2108,1.1897,2.028,2.3758,0.2582,32.6158427323454,13.1675,4,0.0080474775,0.2773556990757434
0.5638,0.8564,0.8468,2.8497,2.6366,0.2548,32.528967470635855,13.195,4,0.00269615,0.2664008469843352
1.58,2.55,1.94,2.78,3.11,0.59,30.74060255503982,13.07,4,0.0052350325,0.25673651019941174
1.2043,1.1211,1.3884,1.4308,1.2563,0.202,29.83935724682261,13.56,4,0.0054608899999999995,0.2398592750535145
1.2112,1.5546,2.517,1.2644,1.3001,0.1987,29.12673335147791,13.6625,4,0.0074528225,0.27972985228775304
1.0388,1.5873,1.2429,3.0026,2.642,0.2454,28.001095366153308,13.845,4,0.00361102,0.23476763411763607
1.0608,2.3754,0.8409,1.7021,1.6963,0.2147,27.659414186600937,13.8025,4,0.0062505875,0.2568793204492684
2.82,1.33,0.85,1.38,1.66,0.43,25.60655357900808,13.39,4,0.001723685,0.17986157701293756
0.96,2.17,1.58,2.35,2.59,0.53,24.984877466676696,14.2225,4,0.0037676625,0.2623700752295297
0.7571,1.2629,0.9884,2.2419,2.6276,0.2356,39.91950578146688,12.026666666666666,3,0.014755576666666666,0.23589567922914423
0.5131,1.4804,1.0786,2.7189,2.8385,0.2532,39.012185936753035,12.32,3,0.005463046666666666,0.272129382959529
1.189,0.9277,2.6455,1.9303,1.5129,0.1799,33.71590265545249,12.92,3,0.005650486666666667,0.22684977938622783
1.0341,1.0204,2.05,1.8391,1.0403,0.222,33.39292501683195,13.086666666666666,3,0.004512233333333333,0.28556040580946485
1.1311,2.9123,1.428,2.1387,1.9753,0.191,32.29897986022598,13.31,3,0.00158935,0.38160310800629954
0.5529,1.0906,1.0699,2.8004,2.1754,0.2415,32.1014973036452,13.326666666666668,3,0.00597859,0.2803391074005352
0.7262,1.1648,2.3669,1.4363,1.6912,0.2277,31.965816169237755,13.316666666666668,3,0.004057943333333334,0.28181592806084493
1.1052,2.3484,1.1856,1.7559,1.343,0.185,31.730950743782454,13.020000000000001,3,0.005885593333333334,0.28238307010193003
1.0241,2.4336,1.3423,1.2577,1.4355,0.1752,31.53003340793906,13.276666666666666,3,0.0042073,0.44254595583851497
1.29,1.4675,2.6409,1.5904,1.371,0.1825,31.370046127891737,13.493333333333334,3,0.007742766666666667,0.3223312826922348
1.3487,1.6967,1.1989,1.5631,1.1507,0.2064,31.218826974032265,13.163333333333334,3,0.004378116666666667,0.36588574878615576
2.8861,1.236,0.8526,0.5532,0.3505,0.1633,31.08746236831674,12.686666666666667,3,0.0028560666666666667,0.4453475140608861
1.1381,1.1881,1.4511,1.595,1.5983,0.1877,30.886685563995073,13.266666666666666,3,0.004231873333333333,0.20526296490407914
0.7979,1.559,0.9723,2.9099,2.5774,0.2722,30.702182186608525,13.456666666666669,3,0.004823183333333334,0.2712476429420864
0.6928,1.1848,1.3157,2.794,2.3887,0.2309,30.557425514379087,13.040000000000001,3,0.00285606,0.28650251297461177
2.9131,1.7269,0.9444,0.699,0.5896,0.1355,30.16853592618835,13.203333333333333,3,0.004825876666666667,0.38920050822141267
1.3175,2.1451,1.1442,1.1301,1.2104,0.2152,30.02834569246278,13.633333333333333,3,0.0026057233333333335,0.3653796811013075
2.9497,1.6935,0.4106,0.7772,0.5144,0.1512,30.003066611414866,13.116666666666667,3,0.0027041400000000003,0.40055525474443815
2.4932,1.3465,0.5484,0.6115,0.353,0.1539,29.577540624983694,12.936666666666667,3,0.00311268,0.43600235533459575
0.6806,0.9693,0.9278,2.1538,2.3257,0.2478,28.5062429204819,13.76,3,0.006539486666666667,0.2366406910308484
1.1751,1.1714,2.2522,1.1078,1.7631,0.2059,28.48011800137765,13.443333333333333,3,0.003426216666666667,0.22742756281990065
1.182,2.5179,0.7391,1.2932,1.4873,0.1875,28.181648987076315,13.69,3,0.006760599999999999,0.36744943709354033
2.0847,1.5993,0.8473,0.412,0.6453,0.1327,28.09633564023113,13.296666666666667,3,0.003702753333333333,0.4129802027182992
1.3967,2.6396,0.8537,1.6959,1.4198,0.1989,27.349908589573342,13.683333333333332,3,0.0036300566666666663,0.3153605031350983
1.2333,1.1929,1.4518,1.0927,1.379,0.1851,27.120681981779228,13.623333333333333,3,0.00466728,0.27888505097694655
0.9271,1.007,0.9742,2.2519,2.1258,0.272,27.06930017917033,14.173333333333334,3,0.005375323333333334,0.21561599643340704
1.9337,2.2162,0.9466,1.5956,1.6827,0.187,26.71247398299694,13.729999999999999,3,0.0025573166666666668,0.2990737067204236
1.3316,1.0386,2.7936,1.5558,1.7769,0.2013,26.31524360029616,14.049999999999999,3,0.004234706666666667,0.20089656393935137
0.8841,1.3866,0.8504,1.3767,1.0629,0.2115,26.10158364224721,13.846666666666666,3,0.00449176,0.30714893795149695
0.8861,1.0509,1.1419,2.7173,2.9842,0.2586,24.238093129430737,13.969999999999999,3,0.0034566933333333334,0.2159666548452114
2.9772,1.4183,0.9777,0.5069,0.9121,0.1288,22.954866832716203,13.94,3,0.002571316666666667,0.4955068069530928
1.0,1.0,1.0,1.0,1.0,1.0,41.33089674134078,11.28,2,0.00300641,0.20407164427782984
0.3983,1.2881,1.0924,2.3659,2.991,0.2417,37.96430098773635,12.365,2,0.00407159,0.24407514313261042
2.3556,1.2047,0.8122,0.3048,0.8075,0.1359,36.72245779356635,12.57,2,0.00804393,0.4563309956731434
2.6482,1.2062,0.9791,0.9266,0.9076,0.158,36.434830858114836,12.345,2,0.008277095,0.4106564924755567
1.0885,1.5078,1.4127,1.4364,1.5588,0.1816,34.16027818351131,12.75,2,0.00778712,0.2725180963643943
0.6663,0.9267,2.921,1.3054,1.4095,0.2134,34.07081790607108,12.8,2,0.007403105,0.23438037716593804
1.3487,1.3079,2.1699,1.1159,1.0643,0.1869,33.74172375922188,12.915,2,0.00180835,0.2984745669204457
1.4717,3.1207,1.2259,1.485,1.1865,0.205,31.861707918588714,12.795,2,0.005258835,0.37948909380087503
1.2244,1.5734,1.4106,1.2118,1.6116,0.2167,31.857575895612094,13.305,2,0.0014984949999999999,0.291275686839277
2.3225,1.7967,0.9319,0.923,0.985,0.1398,31.625311864271616,12.469999999999999,2,0.008937675,0.3443194483232501
1.4516,2.7474,1.0353,1.2191,1.035,0.1973,31.534949066980218,13.059999999999999,2,0.0108339,0.4010582996778178
0.9376,0.9327,0.9817,2.2676,2.4136,0.2489,31.177015722527827,13.08,2,0.00333527,0.18181068223243407
1.1741,1.5918,3.167,1.4674,1.5063,0.1959,30.45637879403006,13.465,2,0.002529445,0.27508609274795204
2.316,1.7818,0.5751,0.719,0.6781,0.1492,30.43792482608856,13.125,2,0.001506245,0.4264365281920438
0.9615,1.3358,1.149,2.6532,2.9927,0.2332,30.09206685798959,13.16,2,0.00457984,0.23633552159972043
1.0939,1.6234,0.9082,1.0446,1.2508,0.2149,30.05464913947489,13.525,2,0.0028018599999999998,0.30753869516181614
0.8228,1.0491,3.0837,1.9735,1.783,0.1975,29.4618421726775,13.57,2,0.008904095,0.3054463951704978
0.9035,1.3472,1.102,1.634,1.4355,0.1901,29.435051094031365,13.745000000000001,2,0.00238546,0.2899971665722191
0.9449,1.2976,1.439,1.0401,1.1516,0.187,29.36569560889195,13.535,2,0.00326686,0.20971985339874122
1.0613,1.3086,3.073,1.4748,1.6143,0.221,28.190097375306344,13.83,2,0.00174512,0.27755685736459756
2.0411,1.0494,0.8521,0.4032,0.7938,0.1544,28.040403957641132,13.29,2,0.0020543,0.39713094510124125
0.9084,1.4964,1.0915,1.5146,1.2503,0.1965,27.81213452883821,13.655000000000001,2,0.002293555,0.2782868817830817
2.3654,1.7615,0.6445,0.6267,0.5972,0.1301,27.772741049594018,13.129999999999999,2,0.010214815,0.36325797318399417
1.5381,2.4013,1.3278,1.3426,1.2767,0.2187,27.56383873343242,13.434999999999999,2,0.0014350650000000001,0.3531752368785266
2.9819,1.4202,0.4224,0.4294,0.4704,0.1345,27.267801238879507,13.435,2,0.0013006749999999998,0.4402415434451291
1.2575,1.531,1.2576,1.2109,1.6963,0.1841,26.662197057664805,13.58,2,0.005261835,0.20369503233524316
2.5922,1.2238,0.8772,0.6338,0.9725,0.1328,26.537855000661338,13.56,2,0.00346751,0.4021081669984491
1.2497,2.4833,1.4393,1.494,1.5434,0.2193,19.027189278960975,14.945,2,0.00286106,0.35813347654851413
1.0714,1.4109,1.5262,1.552,1.4207,0.1955,39.403345688466416,12.42,1,0.0152279,0.40726072607260727
1.5232,2.2839,1.1423,1.2898,1.2642,0.1799,38.206926445180066,11.6,1,0.0167925,0.38676318510858326
1.1698,1.5535,1.306,1.2074,1.3573,0.1941,37.413168628194704,12.93,1,0.00824897,0.3043612743581813
1.2874,1.1571,3.1134,1.6453,0.9524,0.2152,36.89202252007029,12.37,1,0.00599137,0.30876172001293245
1.9219,2.1553,1.3408,1.8841,1.3669,0.1919,36.11741782427891,11.9,1,0.00108883,0.2819220430107527
2.7608,1.1883,0.5954,0.3531,0.7395,0.1251,34.674855740522425,12.02,1,0.00327746,0.3972055888223553
2.908,1.1838,0.7348,0.4507,0.9684,0.1402,31.958986248277377,12.78,1,0.00626806,0.5031289111389237
1.31,1.3208,1.2002,1.0344,1.2855,0.1921,31.32012055578912,12.57,1,0.00345331,0.2367165128857779
0.6147,1.4843,0.9283,2.6025,2.8232,0.2735,31.087345335049783,13.48,1,0.00925468,0.24072370438515792
0.5053,0.8522,1.4159,2.7225,2.5519,0.2394,30.26779113835018,13.21,1,0.00146058,0.20284589766878594
2.7545,1.3992,0.4503,0.3347,0.397,0.1608,28.43243106170652,12.8,1,0.00106641,0.30896594814120587
1.4696,2.0526,0.9807,1.9658,1.719,0.1768,28.07616892151083,12.9,1,0.00154489,0.2892126472411655
1.0391,3.0619,1.3841,1.0825,1.2592,0.2152,26.91468669789528,13.82,1,0.00439089,0.49247685185185186
2.1567,1.3737,0.698,0.8333,0.9677,0.1378,26.225558424692007,13.16,1,0.00505248,0.27228475813811986
1.2082,3.0446,1.3749,1.1709,1.1202,0.1757,26.12479272074347,13.37,1,0.00161212,0.30050882969170906
1.524,1.4754,1.3739,1.1054,1.2128,0.191,26.081584910792387,13.55,1,0.00161915,0.343076468851491
1.3203,1.2512,2.432,1.2317,1.6035,0.2085,20.481423568254677,14.61,1,0.00138899,0.2378866684916507
1.6218,3.0615,0.7573,1.9687,1.1672,0.2108,17.41719638235576,14.8,1,0.00241058,0.38854363685490406
