map,ws,wt,wc,wcl,wd,dm,opp_config,mode,stamp,file_result,file_dur,filename,duration_s,fgm_min_d,fgm_unsafe_ratio,fgm_track_rms,fre_min_d,fre_unsafe_ratio,fre_track_rms,fgm_ratio,frenet_ratio,fgm_sc,fre_sc,S_progress,Score_FGM,Score_FRENET,success_count
playground,1.67,1.52,0.95,1.25,0.5,0.44,Opp_bumper_v_5.csv,MUX_OBSTACLE,1765104651,GOAL,12.36,Mux_playground_WS1.67_WT1.52_WC0.95_WCL1.25_WD0.50_DM0.44_Opp_bumper_v_5.csv_MUX_OBSTACLE_1765104651_GOAL_dur_12.36s.csv,12.36,0.00242604,0.3146024464831804,0.5027248031175342,0.0103735,0.24048442906574394,1.5936941889346112,0.37528307990941445,0.6247169200905855,0.2861045615387869,0.23677404760205076,0.5238095238095241,35.7416050220008,32.28846904642928,1
playground,0.86,2.55,1.76,2.69,2.91,0.59,Opp_bumper_slow_1.csv,MUX_OBSTACLE,1765075269,GOAL,13.43,Mux_playground_WS0.86_WT2.55_WC1.76_WCL2.69_WD2.91_DM0.59_Opp_bumper_slow_1.csv_MUX_OBSTACLE_1765075269_GOAL_dur_13.43s.csv,13.43,0.00180049,0.5143056524773203,0.4169804470339536,0.0137019,0.20985344558777674,1.5388981018907786,0.20726622989874927,0.7927337701012508,0.2401262454319781,0.25255867242808755,0.3115079365079366,26.15407527547656,27.024345165204224,1
playground,1.78,1.63,1.0,1.33,0.54,0.48,Opp_bumper_slow_1.csv,MUX_OBSTACLE,1765070621,GOAL,12.76,Mux_playground_WS1.78_WT1.63_WC1.00_WCL1.33_WD0.54_DM0.48_Opp_bumper_slow_1.csv_MUX_OBSTACLE_1765070621_GOAL_dur_12.76s.csv,12.76,0.00439393,0.4069850320741269,0.43788144537189366,0.0410304,0.08020698576972833,1.3588520087050602,0.2594797869006581,0.7405202130993419,0.2693421759400893,0.33155096875170836,0.4444444444444446,32.18728564913958,36.54190114595292,1
playground,2.94,1.31,0.88,1.41,1.7,0.44,Opp_bumper_v_2.csv,MUX_OBSTACLE,1765091925,GOAL,12.52,Mux_playground_WS2.94_WT1.31_WC0.88_WCL1.41_WD1.70_DM0.44_Opp_bumper_v_2.csv_MUX_OBSTACLE_1765091925_GOAL_dur_12.52s.csv,12.52,0.00114623,0.3340765514678558,0.4577602844210691,0.00139914,0.14865314266711008,1.709029549055034,0.19801980198019803,0.801980198019802,0.28277291387818926,0.24138033495309785,0.49206349206349226,34.55600873337802,31.658528208621618,1
playground,1.23,2.27,1.61,2.34,2.65,0.52,Opp_bumper_slow_0.5.csv,MUX_OBSTACLE,1765065324,GOAL,14.14,Mux_playground_WS1.23_WT2.27_WC1.61_WCL2.34_WD2.65_DM0.52_Opp_bumper_slow_0.5.csv_MUX_OBSTACLE_1765065324_GOAL_dur_14.14s.csv,14.14,0.00155057,0.3193685488767456,0.4502409433335119,0.0217088,0.12985891160380075,1.5119549370933376,0.3492647058823529,0.6507352941176471,0.2875772754793003,0.28466148722378426,0.17063492063492056,25.24945690259863,25.04535172471251,1
playground,1.97,2.15,1.41,2.2,2.48,0.53,Opp_bumper_v_2.csv,MUX_OBSTACLE,1765091207,GOAL,14.65,Mux_playground_WS1.97_WT2.15_WC1.41_WCL2.20_WD2.48_DM0.53_Opp_bumper_v_2.csv_MUX_OBSTACLE_1765091207_GOAL_dur_14.65s.csv,14.65,0.00105931,0.21743357096565133,0.4810751472245606,0.00147883,0.14823008849557523,1.7442920201836272,0.25791484716157204,0.7420851528384279,0.3109971718070782,0.23906600037373585,0.06944444444444439,23.853135359828805,18.81795335949484,1
playground,0.75,2.44,1.74,2.6,2.89,0.58,Opp_bumper_slow_0.5.csv,MUX_OBSTACLE,1765063418,GOAL,14.83,Mux_playground_WS0.75_WT2.44_WC1.74_WCL2.60_WD2.89_DM0.58_Opp_bumper_slow_0.5.csv_MUX_OBSTACLE_1765063418_GOAL_dur_14.83s.csv,14.83,0.00229262,0.3824975417895772,0.4371273757028987,0.00480169,0.1830065359477124,1.5667559804595133,0.23052035589107575,0.7694796441089242,0.27317124927533026,0.24679206300919443,0.03373015873015872,20.13389221117788,18.28734917254837,1
playground,2.63,1.63,0.74,1.12,1.13,0.32,Opp_bumper_slow_0.5.csv,MUX_OBSTACLE,1765066258,GOAL,12.12,Mux_playground_WS2.63_WT1.63_WC0.74_WCL1.12_WD1.13_DM0.32_Opp_bumper_slow_0.5.csv_MUX_OBSTACLE_1765066258_GOAL_dur_12.12s.csv,12.12,0.00170868,0.6630747126436781,0.4751177708303431,0.0222858,0.11976245463543385,1.505713488123116,0.3279445727482679,0.6720554272517321,0.19760850626088686,0.2883959367992373,0.5714285714285717,30.975452581119235,37.330572718803765,1
playground,2.7,1.27,0.69,1.09,1.12,0.31,Opp_bumper_v_5.csv,MUX_OBSTACLE,1765110253,GOAL,12.84,Mux_playground_WS2.70_WT1.27_WC0.69_WCL1.09_WD1.12_DM0.31_Opp_bumper_v_5.csv_MUX_OBSTACLE_1765110253_GOAL_dur_12.84s.csv,12.84,0.00199418,0.5091473938557128,0.4659594737256656,0.0161658,0.2628009494743981,1.517108698072199,0.34599813142323266,0.6540018685767673,0.23818658088526917,0.24345666598714052,0.42857142857142866,29.530203519111698,29.899109476242693,1
playground,1.55,1.4,0.86,1.13,0.44,0.4,Opp_bumper_slow_1.5.csv,MUX_OBSTACLE,1765076528,GOAL,12.01,Mux_playground_WS1.55_WT1.40_WC0.86_WCL1.13_WD0.44_DM0.40_Opp_bumper_slow_1.5.csv_MUX_OBSTACLE_1765076528_GOAL_dur_12.01s.csv,12.01,0.0030585,0.6183889340927583,0.4470397134051122,0.0124705,0.18512285425782565,1.535640732455725,0.27163781624500666,0.7283621837549934,0.212724494561497,0.25767295658686445,0.5932539682539684,32.68833366692384,35.834726008699555,1
playground,1.43,1.91,1.24,1.9,2.22,0.45,Opp_bumper_slow_1.csv,MUX_OBSTACLE,1765074314,GOAL,12.7,Mux_playground_WS1.43_WT1.91_WC1.24_WCL1.90_WD2.22_DM0.45_Opp_bumper_slow_1.csv_MUX_OBSTACLE_1765074314_GOAL_dur_12.70s.csv,12.7,0.0054918,0.5512732278045424,0.4233239063054766,0.0375728,0.2105772331505966,1.7196549047337124,0.18765743073047858,0.8123425692695214,0.23459676525701223,0.2681064354231528,0.45634920634920656,30.11224975846705,32.457926670096896,1
playground,0.83,2.43,1.67,2.57,2.79,0.56,Opp_bumper_v_2.csv,MUX_OBSTACLE,1765091374,GOAL,13.83,Mux_playground_WS0.83_WT2.43_WC1.67_WCL2.57_WD2.79_DM0.56_Opp_bumper_v_2.csv_MUX_OBSTACLE_1765091374_GOAL_dur_13.83s.csv,13.83,0.00733986,0.2568627450980392,0.43489434742377714,0.0182296,0.12432269717037929,1.6541537676405014,0.3206128938999711,0.679387106100029,0.31169352987309157,0.2717529858961524,0.23214285714285718,28.782832805402126,25.986994727016377,1
playground,1.73,1.84,0.88,1.26,1.41,0.39,Opp_bumper_v_2.csv,MUX_OBSTACLE,1765088722,GOAL,13.22,Mux_playground_WS1.73_WT1.84_WC0.88_WCL1.26_WD1.41_DM0.39_Opp_bumper_v_2.csv_MUX_OBSTACLE_1765088722_GOAL_dur_13.22s.csv,13.22,0.00321765,0.31746031746031744,0.4509024465105811,0.00220344,0.20454545454545456,1.5817448056930257,0.2631578947368421,0.7368421052631579,0.2900212093308769,0.23706495356738128,0.3531746031746031,30.896722748399476,27.18978484495478,1
playground,1.52,1.39,0.85,1.12,0.43,0.39,Opp_bumper_slow_0.5.csv,MUX_OBSTACLE,1765062573,GOAL,12.72,Mux_playground_WS1.52_WT1.39_WC0.85_WCL1.12_WD0.43_DM0.39_Opp_bumper_slow_0.5.csv_MUX_OBSTACLE_1765062573_GOAL_dur_12.72s.csv,12.72,0.0039559,0.27902621722846443,0.5067511285465991,0.0205716,0.0700280112044818,1.5155512724948321,0.3398302420622446,0.6601697579377555,0.29680097210220924,0.2984250547977881,0.45238095238095233,34.347496618583214,34.46118240727374,1
playground,2.49,1.48,0.84,1.27,1.35,0.37,Opp_bumper_slow_0.5.csv,MUX_OBSTACLE,1765066327,GOAL,12.44,Mux_playground_WS2.49_WT1.48_WC0.84_WCL1.27_WD1.35_DM0.37_Opp_bumper_slow_0.5.csv_MUX_OBSTACLE_1765066327_GOAL_dur_12.44s.csv,12.44,0.0101001,0.20695652173913043,0.4534922268664955,0.0273629,0.14945200929923613,1.3674180058272345,0.40051430408228866,0.5994856959177114,0.3265104267766168,0.29673224862110825,0.5079365079365081,38.09382511245841,36.009352641572825,1
playground,2.81,1.37,0.58,1.09,1.03,0.29,Opp_bumper_v_3.csv,MUX_OBSTACLE,1765094147,GOAL,11.93,Mux_playground_WS2.81_WT1.37_WC0.58_WCL1.09_WD1.03_DM0.29_Opp_bumper_v_3.csv_MUX_OBSTACLE_1765094147_GOAL_dur_11.93s.csv,11.93,0.00250772,0.2352437981180496,0.5194585648579961,0.00557917,0.23553577541937692,1.5252600324906171,0.35924932975871315,0.6407506702412868,0.3054138184226447,0.23718151657140182,0.6091269841269843,39.65277681339465,34.87651568380765,1
playground,1.5,2.47,1.69,2.56,2.82,0.58,Opp_bumper_slow_0.5.csv,MUX_OBSTACLE,1765069970,GOAL,13.83,Mux_playground_WS1.50_WT2.47_WC1.69_WCL2.56_WD2.82_DM0.58_Opp_bumper_slow_0.5.csv_MUX_OBSTACLE_1765069970_GOAL_dur_13.83s.csv,13.83,0.00141949,0.4557416267942584,0.4540568559472038,0.00685375,0.14027431421446385,1.6890613007181094,0.20121422376409367,0.7987857762359063,0.2520800513995333,0.2515067262935587,0.23214285714285718,24.609889312253046,24.56975655483482,1
playground,0.92,1.99,1.4,2.22,2.49,0.47,Opp_bumper_slow_1.csv,MUX_OBSTACLE,1765071758,GOAL,11.41,Mux_playground_WS0.92_WT1.99_WC1.40_WCL2.22_WD2.49_DM0.47_Opp_bumper_slow_1.csv_MUX_OBSTACLE_1765071758_GOAL_dur_11.41s.csv,11.41,0.00204,0.6001697792869269,0.44805557172442156,0.0413361,0.14328582145536384,1.3323446390708653,0.12513144058885384,0.8748685594111462,0.2161146587744744,0.31759092026355895,0.7123015873015874,36.497073733260834,43.60041203749675,1
playground,1.0391,3.0619,1.3841,1.0825,1.2592,0.2152,Opp_bumper_slow_1.csv,MUX_OBSTACLE,1765051075,GOAL,13.82,Mux_playground_WS1.0391_WT3.0619_WC1.3841_WCL1.0825_WD1.2592_DM0.2152_Opp_bumper_slow_1.csv_MUX_OBSTACLE_1765051075_GOAL_dur_13.82s.csv,13.82,0.00439089,0.3506191950464396,0.43336241501566636,0.00371622,0.14439784301977232,1.439393547765435,0.49247685185185186,0.5075231481481481,0.2841553882012251,0.26451476524024176,0.2341269841269841,26.91468669789528,25.539843090626448,1
playground,0.84,2.27,1.55,2.39,2.67,0.54,Opp_bumper_slow_1.csv,MUX_OBSTACLE,1765075610,GOAL,13.07,Mux_playground_WS0.84_WT2.27_WC1.55_WCL2.39_WD2.67_DM0.54_Opp_bumper_slow_1.csv_MUX_OBSTACLE_1765075610_GOAL_dur_13.07s.csv,13.07,0.00176027,0.642948717948718,0.45186436162756605,0.0088924,0.17535070140280562,1.704406056228648,0.1514224533496482,0.8485775466503518,0.20450662783978923,0.2438374099086608,0.38293650793650796,25.803559186880488,28.556713931701495,1
playground,2.93,1.12,0.7,1.23,1.36,0.39,Opp_bumper_slow_1.5.csv,MUX_OBSTACLE,1765078522,GOAL,13.01,Mux_playground_WS2.93_WT1.12_WC0.70_WCL1.23_WD1.36_DM0.39_Opp_bumper_slow_1.5.csv_MUX_OBSTACLE_1765078522_GOAL_dur_13.01s.csv,13.01,0.00266758,0.47796143250688705,0.431056317260297,0.0104608,0.13433322464949463,1.4000141577982437,0.22095881991395205,0.779041180086048,0.24950699069392213,0.2780091195331126,0.39484126984126994,29.310727443812645,31.305876462555975,1
playground,0.86,2.61,1.72,2.69,2.94,0.58,Opp_bumper_v_5.csv,MUX_OBSTACLE,1765106737,GOAL,14.92,Mux_playground_WS0.86_WT2.61_WC1.72_WCL2.69_WD2.94_DM0.58_Opp_bumper_v_5.csv_MUX_OBSTACLE_1765106737_GOAL_dur_14.92s.csv,14.92,0.00217312,0.2982456140350877,0.45797292546113366,0.0055622,0.15684029765311963,1.6641441467573872,0.2699008308764406,0.7300991691235593,0.29320366285803934,0.2474768386922416,0.01587301587301589,21.00044687625323,17.79956918464739,1
playground,2.44,1.46,0.82,1.25,1.33,0.36,Opp_bumper_v_2.csv,MUX_OBSTACLE,1765090184,GOAL,12.44,Mux_playground_WS2.44_WT1.46_WC0.82_WCL1.25_WD1.33_DM0.36_Opp_bumper_v_2.csv_MUX_OBSTACLE_1765090184_GOAL_dur_12.44s.csv,12.44,0.00439436,0.3197278911564626,0.5183522545604259,0.00236443,0.14172686618507052,1.7208096412302265,0.18322082931533268,0.8167791706846673,0.28603232751973634,0.24347829032167995,0.5079365079365081,35.260358164476784,32.28157556061284,1
playground,1.56,1.41,0.86,1.14,0.44,0.4,Opp_bumper_slow_1.5.csv,MUX_OBSTACLE,1765076174,GOAL,11.48,Mux_playground_WS1.56_WT1.41_WC0.86_WCL1.14_WD0.44_DM0.40_Opp_bumper_slow_1.5.csv_MUX_OBSTACLE_1765076174_GOAL_dur_11.48s.csv,11.48,0.00189474,0.640194489465154,0.4596604301589033,0.0180658,0.18738673432403044,1.514211713269546,0.32532218739115293,0.6746778126088471,0.20481935998332448,0.265335820225996,0.6984126984126985,35.28973615121367,39.52588836820067,1
playground,1.37,1.98,1.12,1.87,2.21,0.45,Opp_bumper_v_5.csv,MUX_OBSTACLE,1765105891,GOAL,14.44,Mux_playground_WS1.37_WT1.98_WC1.12_WCL1.87_WD2.21_DM0.45_Opp_bumper_v_5.csv_MUX_OBSTACLE_1765105891_GOAL_dur_14.44s.csv,14.44,0.00122546,0.24123904881101377,0.43192366109877034,0.0150154,0.14538908889504293,1.5664120539490651,0.3109941844364442,0.6890058155635558,0.30858596365582713,0.2687461390020558,0.11111111111111123,24.934350789241233,22.14556306347724,1
playground,0.92,2.45,1.68,2.61,2.88,0.58,Opp_bumper_slow_2.csv,MUX_OBSTACLE,1765086798,GOAL,14.08,Mux_playground_WS0.92_WT2.45_WC1.68_WCL2.61_WD2.88_DM0.58_Opp_bumper_slow_2.csv_MUX_OBSTACLE_1765086798_GOAL_dur_14.08s.csv,14.08,0.00248541,0.2724738675958188,0.4062913828788221,0.00175488,0.2026903087740752,1.4032664609524736,0.20079522862823063,0.7992047713717694,0.30389697012687356,0.24975217224720397,0.18253968253968256,26.748978385071627,22.958842533494753,1
playground,0.92,2.45,1.68,2.61,2.88,0.58,Opp_bumper_v_4.csv,MUX_OBSTACLE,1765104016,GOAL,14.61,Mux_playground_WS0.92_WT2.45_WC1.68_WCL2.61_WD2.88_DM0.58_Opp_bumper_v_4.csv_MUX_OBSTACLE_1765104016_GOAL_dur_14.61s.csv,14.61,0.00295029,0.1782429432286711,0.4641117159450043,0.00122902,0.12492172824045085,1.7076527865848563,0.34300574869969885,0.6569942513003011,0.32455561145941286,0.24737689483925146,0.07738095238095251,25.040321373587478,19.637811210176174,1
playground,0.89,2.13,1.77,2.79,3.14,0.59,Opp_bumper_slow_2.csv,MUX_OBSTACLE,1765082709,GOAL,14.32,Mux_playground_WS0.89_WT2.13_WC1.77_WCL2.79_WD3.14_DM0.59_Opp_bumper_slow_2.csv_MUX_OBSTACLE_1765082709_GOAL_dur_14.32s.csv,14.32,0.00326814,0.5334403424291064,0.43698786148713237,0.00660378,0.17271627344222626,1.7263783610323156,0.14185981569394024,0.8581401843060598,0.2355379755548632,0.24019903989826216,0.13492063492063489,20.53527733645947,20.8615518404974,1
playground,1.93,2.11,1.38,2.15,2.41,0.51,Opp_bumper_slow_1.5.csv,MUX_OBSTACLE,1765078268,GOAL,13.14,Mux_playground_WS1.93_WT2.11_WC1.38_WCL2.15_WD2.41_DM0.51_Opp_bumper_slow_1.5.csv_MUX_OBSTACLE_1765078268_GOAL_dur_13.14s.csv,13.14,0.00220619,0.44286728176011353,0.47920879118952964,0.00436575,0.20655848546315078,1.6978636666297866,0.20450395617772368,0.7954960438222763,0.25453807046243293,0.23084788469306217,0.369047619047619,28.889093503798875,27.23078049994292,1
playground,1.12,2.38,1.66,2.44,2.8,0.54,Opp_bumper_v_5.csv,MUX_OBSTACLE,1765106010,GOAL,14.55,Mux_playground_WS1.12_WT2.38_WC1.66_WCL2.44_WD2.80_DM0.54_Opp_bumper_v_5.csv_MUX_OBSTACLE_1765106010_GOAL_dur_14.55s.csv,14.55,0.00375846,0.2486470234515935,0.4133735820476147,0.0157177,0.16306483300589392,1.6380097624240169,0.29439252336448596,0.705607476635514,0.31104566153761776,0.25992958562534035,0.08928571428571416,24.451767736204665,20.87364242234525,1
playground,1.92,2.06,1.4,2.29,2.63,0.5,Opp_bumper_v_4.csv,MUX_OBSTACLE,1765100057,GOAL,13.07,Mux_playground_WS1.92_WT2.06_WC1.40_WCL2.29_WD2.63_DM0.50_Opp_bumper_v_4.csv_MUX_OBSTACLE_1765100057_GOAL_dur_13.07s.csv,13.07,0.00263443,0.14913823425958495,0.432127769120467,0.00907731,0.1824134705332086,1.5884195250557631,0.4603854389721627,0.5396145610278372,0.3339452151103591,0.2505279135017633,0.38293650793650796,34.86426029582037,29.025049183218666,1
playground,1.66,1.48,0.92,1.22,0.49,0.43,Opp_bumper_v_4.csv,MUX_OBSTACLE,1765099088,GOAL,11.68,Mux_playground_WS1.66_WT1.48_WC0.92_WCL1.22_WD0.49_DM0.43_Opp_bumper_v_4.csv_MUX_OBSTACLE_1765099088_GOAL_dur_11.68s.csv,11.68,0.00144614,0.41807676434172514,0.49853935158995033,0.0119373,0.1419731866620832,1.4862994075408962,0.38377268058883945,0.6162273194111606,0.2586199606271314,0.2716531257482574,0.6587301587301589,37.86530200580396,38.777623564282784,1
playground,0.77,1.95,1.32,2.26,2.57,0.52,Opp_bumper_slow_1.5.csv,MUX_OBSTACLE,1765080980,GOAL,13.56,Mux_playground_WS0.77_WT1.95_WC1.32_WCL2.26_WD2.57_DM0.52_Opp_bumper_slow_1.5.csv_MUX_OBSTACLE_1765080980_GOAL_dur_13.56s.csv,13.56,0.00194197,0.6049461001902346,0.4354623315016716,0.00555757,0.16528132992327366,1.7589969858617367,0.16514302565614863,0.8348569743438514,0.21566834312953453,0.23852552874389132,0.28571428571428564,23.668212590495983,25.268215583500965,1
playground,1.73,1.58,0.97,1.3,0.52,0.46,Opp_bumper_slow_1.5.csv,MUX_OBSTACLE,1765075974,GOAL,11.93,Mux_playground_WS1.73_WT1.58_WC0.97_WCL1.30_WD0.52_DM0.46_Opp_bumper_slow_1.5.csv_MUX_OBSTACLE_1765075974_GOAL_dur_11.93s.csv,11.93,0.00233614,0.35951134380453753,0.4500780490899822,0.0462651,0.12455516014234876,1.2767440719539485,0.28820375335120646,0.7117962466487936,0.2782091618009774,0.3322936451095426,0.6091269841269843,37.74845084987795,41.53436468147751,1
playground,1.36,1.85,1.17,1.84,2.15,0.45,Opp_bumper_v_5.csv,MUX_OBSTACLE,1765107739,GOAL,14.81,Mux_playground_WS1.36_WT1.85_WC1.17_WCL1.84_WD2.15_DM0.45_Opp_bumper_v_5.csv_MUX_OBSTACLE_1765107739_GOAL_dur_14.81s.csv,14.81,0.00665775,0.3026946107784431,0.42264189424009163,0.0113343,0.1443001443001443,1.6161392830287815,0.23305428031325953,0.7669457196867405,0.2999648362112509,0.2610568883921928,0.037698412698412606,22.12849091573994,19.404934568405874,1
playground,1.49,2.57,1.92,2.77,3.09,0.6,Opp_bumper_slow_1.5.csv,MUX_OBSTACLE,1765077082,GOAL,11.85,Mux_playground_WS1.49_WT2.57_WC1.92_WCL2.77_WD3.09_DM0.60_Opp_bumper_slow_1.5.csv_MUX_OBSTACLE_1765077082_GOAL_dur_11.85s.csv,11.85,0.00149727,0.556245151280062,0.4353981930663305,0.0223981,0.11769143719351188,1.398734084762041,0.20452244346945664,0.7954775565305434,0.22766238559467475,0.2967046300958083,0.6250000000000002,34.68636699162724,39.519324106706584,1
playground,1.5,2.43,1.84,2.6,2.89,0.58,Opp_bumper_v_4.csv,MUX_OBSTACLE,1765102446,GOAL,13.81,Mux_playground_WS1.50_WT2.43_WC1.84_WCL2.60_WD2.89_DM0.58_Opp_bumper_v_4.csv_MUX_OBSTACLE_1765102446_GOAL_dur_13.81s.csv,13.81,0.00173284,0.19867330016583748,0.43448970243600843,0.00113633,0.09009009009009009,1.6727516796445583,0.22096727483347814,0.7790327251665219,0.31995700921192693,0.2587153100022227,0.23611111111111105,29.480323978168215,25.19340503348892,1
playground,1.64,1.47,0.91,1.2,0.48,0.42,Opp_bumper_slow_0.5.csv,MUX_OBSTACLE,1765062214,GOAL,11.67,Mux_playground_WS1.64_WT1.47_WC0.91_WCL1.20_WD0.48_DM0.42_Opp_bumper_slow_0.5.csv_MUX_OBSTACLE_1765062214_GOAL_dur_11.67s.csv,11.67,0.00592018,0.4120982986767486,0.4506242661752187,0.0257371,0.13999296517762927,1.2956368560732903,0.35298149417409186,0.6470185058259081,0.2689486344706062,0.30234083923480315,0.6607142857142858,38.64783298437101,40.985287317864795,1
playground,1.38,2.4,1.64,2.5,2.78,0.57,Opp_bumper_v_2.csv,MUX_OBSTACLE,1765091801,GOAL,13.93,Mux_playground_WS1.38_WT2.40_WC1.64_WCL2.50_WD2.78_DM0.57_Opp_bumper_v_2.csv_MUX_OBSTACLE_1765091801_GOAL_dur_13.93s.csv,13.93,0.00656657,0.2843007915567282,0.44077175179747874,0.0387995,0.10741839762611276,1.667617701616251,0.3178294573643411,0.6821705426356589,0.3032902696141643,0.2998219762092674,0.2123015873015874,27.599366492039124,27.356585953696346,1
playground,2.56,1.21,0.92,1.44,1.73,0.43,Opp_bumper_v_2.csv,MUX_OBSTACLE,1765088064,GOAL,13.36,Mux_playground_WS2.56_WT1.21_WC0.92_WCL1.44_WD1.73_DM0.43_Opp_bumper_v_2.csv_MUX_OBSTACLE_1765088064_GOAL_dur_13.36s.csv,13.36,0.00563435,0.367237687366167,0.4763589565342443,0.0016098,0.22820919175911253,1.6723242822430702,0.3052978150254415,0.6947021849745585,0.2783030320676825,0.2237976619588661,0.3253968253968256,29.24311700664254,25.42774109902539,1
playground,2.95,1.1,0.68,1.22,1.39,0.4,Opp_bumper_v_4.csv,MUX_OBSTACLE,1765100799,GOAL,13.73,Mux_playground_WS2.95_WT1.10_WC0.68_WCL1.22_WD1.39_DM0.40_Opp_bumper_v_4.csv_MUX_OBSTACLE_1765100799_GOAL_dur_13.73s.csv,13.73,0.00126754,0.5572808833678399,0.48826501121048815,0.0103818,0.15403726708074533,1.546119254317012,0.21031168074570347,0.7896883192542965,0.22334417719037775,0.2624114874423075,0.2519841269841269,23.193616212850248,25.928327930485334,1
playground,1.64,1.47,0.91,1.2,0.48,0.42,Opp_bumper_slow_1.5.csv,MUX_OBSTACLE,1765075907,GOAL,13.31,Mux_playground_WS1.64_WT1.47_WC0.91_WCL1.20_WD0.48_DM0.42_Opp_bumper_slow_1.5.csv_MUX_OBSTACLE_1765075907_GOAL_dur_13.31s.csv,13.31,0.00634134,0.5808580858085809,0.4336275260064105,0.0251116,0.14971572962728996,1.4779936477060451,0.2860576923076923,0.7139423076923077,0.22727270550590703,0.28606461468826505,0.3353174603174603,25.9686131949373,30.08404683770236,1
playground,2.85,1.63,0.75,1.31,1.43,0.41,Opp_bumper_slow_0.5.csv,MUX_OBSTACLE,1765064741,GOAL,12.73,Mux_playground_WS2.85_WT1.63_WC0.75_WCL1.31_WD1.43_DM0.41_Opp_bumper_slow_0.5.csv_MUX_OBSTACLE_1765064741_GOAL_dur_12.73s.csv,12.73,0.00178113,0.36331569664902996,0.487446267395033,0.00105002,0.18262726949092203,1.469855235346426,0.26578699340245054,0.7342130065975495,0.27389572919060423,0.2493090664633039,0.4503968253968254,32.68460580524706,30.963539414336033,1
playground,1.38,2.4,1.64,2.5,2.78,0.57,Opp_bumper_slow_1.csv,MUX_OBSTACLE,1765074551,GOAL,12.25,Mux_playground_WS1.38_WT2.40_WC1.64_WCL2.50_WD2.78_DM0.57_Opp_bumper_slow_1.csv_MUX_OBSTACLE_1765074551_GOAL_dur_12.25s.csv,12.25,0.00120637,0.5292721518987342,0.42473831005359763,0.032808,0.08454191722674213,1.3583279572416278,0.22715404699738903,0.7728459530026109,0.2350106399364971,0.32060682433872145,0.5456349206349207,32.81979241460241,38.81152532275812,1
playground,1.1381,1.1881,1.4511,1.595,1.5983,0.1877,Opp_bumper_v_3.csv,MUX_OBSTACLE,1765059593,GOAL,13.19,Mux_playground_WS1.1381_WT1.1881_WC1.4511_WCL1.595_WD1.5983_DM0.1877_Opp_bumper_v_3.csv_MUX_OBSTACLE_1765059593_GOAL_dur_13.19s.csv,13.19,0.00181772,0.3375506072874494,0.36059949289740434,0.0267171,0.14904732636754764,1.457409307332542,0.21751067724222087,0.7824893227577792,0.28962542977626987,0.28963339983887765,0.3591269841269843,31.047589608148417,31.04814751253096,1
playground,1.53,2.55,1.88,2.73,3.05,0.6,Opp_bumper_slow_1.csv,MUX_OBSTACLE,1765074480,GOAL,13.05,Mux_playground_WS1.53_WT2.55_WC1.88_WCL2.73_WD3.05_DM0.60_Opp_bumper_slow_1.csv_MUX_OBSTACLE_1765074480_GOAL_dur_13.05s.csv,13.05,0.00633496,0.21422924901185772,0.43614659122944577,0.017566,0.1723543605653223,1.472440767995268,0.32015931372549017,0.6798406862745098,0.32136110288056186,0.2715851667121123,0.3869047619047618,34.10242005878218,30.618104526990713,1
playground,1.92,2.11,1.37,2.14,2.48,0.52,Opp_bumper_v_2.csv,MUX_OBSTACLE,1765090858,GOAL,13.08,Mux_playground_WS1.92_WT2.11_WC1.37_WCL2.14_WD2.48_DM0.52_Opp_bumper_v_2.csv_MUX_OBSTACLE_1765090858_GOAL_dur_13.08s.csv,13.08,0.00281568,0.261781905744754,0.4291342864560495,0.0017723,0.11983338673502082,1.5971000450110908,0.3237542036074595,0.6762457963925405,0.3054110197759169,0.25723388591020246,0.380952380952381,32.80734281288561,29.4349434422856,1
playground,1.3316,1.0386,2.7936,1.5558,1.7769,0.2013,Opp_bumper_v_3.csv,MUX_OBSTACLE,1765060969,GOAL,14.93,Mux_playground_WS1.3316_WT1.0386_WC2.7936_WCL1.5558_WD1.7769_DM0.2013_Opp_bumper_v_3.csv_MUX_OBSTACLE_1765060969_GOAL_dur_14.93s.csv,14.93,0.00322496,0.2534504391468005,0.40142208779446836,0.00941907,0.16676250718803912,1.7112456488568908,0.14507628294036062,0.8549237170596394,0.31002397566264644,0.24618926437615488,0.013888888888888947,22.118344963051918,17.649915172997506,1
playground,0.78,1.69,1.05,2.18,2.56,0.49,Opp_bumper_slow_0.5.csv,MUX_OBSTACLE,1765064168,GOAL,14.31,Mux_playground_WS0.78_WT1.69_WC1.05_WCL2.18_WD2.56_DM0.49_Opp_bumper_slow_0.5.csv_MUX_OBSTACLE_1765064168_GOAL_dur_14.31s.csv,14.31,0.00151357,0.4126778783958603,0.43451108662381366,0.00739738,0.16715031921067905,1.3714685139061782,0.27829002514668905,0.721709974853311,0.2646626090822207,0.2679333086382413,0.13690476190476183,22.633525492898304,22.862474461819744,1
