ws,wt,wc,wcl,wd,dm,Score_FGM_mean,Score_FGM_max,Score_FRENET_mean,Score_FRENET_max,duration_s_mean,collision_flag_sum,fgm_min_d_mean,fre_min_d_mean
1.43,1.91,1.24,1.9,2.22,0.45,19.353047279686912,25.07608180661687,17.739929076039264,22.304322781005812,12.0125,0,0.003119067142857143,0.017287891428571428
1.6,1.63,0.93,1.24,1.3,0.37,19.33935508922173,21.06812593454559,17.58694208355339,23.425833445809154,13.21375,0,0.0027629687500000002,0.00883477625
0.77,1.95,1.32,2.26,2.57,0.52,19.31959188436872,26.14148974519288,18.16041293460029,22.59486547281544,14.17875,0,0.00406043125,0.0082094525
1.42,2.33,1.54,2.41,2.72,0.55,19.27835902822641,25.604613382921006,17.290882153972767,21.34387966804979,14.45125,0,0.00205015875,0.014529865
1.73,1.58,0.97,1.3,0.52,0.46,19.258857511220764,26.840822975006773,18.50653059545742,23.658939846171506,11.74875,1,0.0041232225,0.02640617375
1.57,2.54,1.95,2.77,3.12,0.6,19.19727063058538,24.725947354979787,17.298217442094312,21.497355621401017,14.3275,0,0.0074386174999999995,0.01188894875
1.47,2.0,1.32,2.01,2.35,0.48,19.142479398056793,25.346733954010297,17.572972997205625,22.839605137196266,12.16875,0,0.002172347142857143,0.01669688857142857
0.5138,0.8112,0.9638,2.6165,2.0187,0.2588,19.141660824833725,25.749850317692303,16.060054338127056,23.00628219268423,15.6275,0,0.00277416875,0.00911140375
0.91,2.12,1.43,2.33,2.59,0.53,19.14075877256763,24.301326203908005,17.71042855176264,22.284303961896512,12.03,0,0.0018345271428571429,0.016147454285714284
1.38,2.4,1.64,2.5,2.78,0.57,19.080280417219882,25.928319244093572,17.36021904420983,23.382371315768456,11.65875,0,0.002819521428571429,0.018149044285714285
