x,y,yaw_rad,speed_mps,dist_to_wall
-10.0,7.475,0.0,3.0,-1.0
-9.8,7.475,0.0,3.0,-1.0
-9.600000000000001,7.475,0.0,3.0,-1.0
-9.400000000000002,7.475,0.0,3.0,-1.0
-9.200000000000003,7.475,0.0,3.0,-1.0
-9.000000000000004,7.475,0.0,3.0,-1.0
-8.800000000000004,7.475,0.0,3.0,-1.0
-8.600000000000005,7.475,0.0,3.0,-1.0
-8.400000000000006,7.475,0.0,3.0,-1.0
-8.200000000000006,7.475,0.0,3.0,-1.0
-8.000000000000007,7.475,0.0,3.0,-1.0
-7.800000000000007,7.475,0.0,3.0,-1.0
-7.600000000000007,7.475,0.0,3.0,-1.0
-7.400000000000007,7.475,0.0,3.0,-1.0
-7.200000000000006,7.475,0.0,3.0,-1.0
-7.000000000000006,7.475,0.0,3.0,-1.0
-6.800000000000006,7.475,0.0,3.0,-1.0
-6.600000000000006,7.475,0.0,3.0,-1.0
-6.400000000000006,7.475,0.0,3.0,-1.0
-6.2000000000000055,7.475,0.0,3.0,-1.0
-6.000000000000005,7.475,0.0,3.0,-1.0
-5.800000000000005,7.475,0.0,3.0,-1.0
-5.600000000000005,7.475,0.0,3.0,-1.0
-5.400000000000005,7.475,0.0,3.0,-1.0
-5.200000000000005,7.475,0.0,3.0,-1.0
-5.000000000000004,7.475,0.0,3.0,-1.0
-4.800000000000004,7.475,0.0,3.0,-1.0
-4.600000000000004,7.475,0.0,3.0,-1.0
-4.400000000000004,7.475,0.0,3.0,-1.0
-4.200000000000004,7.475,0.0,3.0,-1.0
-4.0000000000000036,7.475,0.0,3.0,-1.0
-3.8000000000000034,7.475,0.0,3.0,-1.0
-3.600000000000003,7.475,0.0,3.0,-1.0
-3.400000000000003,7.475,0.0,3.0,-1.0
-3.200000000000003,7.475,0.0,3.0,-1.0
-3.0000000000000027,7.475,0.0,3.0,-1.0
-2.8000000000000025,7.475,0.0,3.0,-1.0
-2.6000000000000023,7.475,0.0,3.0,-1.0
-2.400000000000002,7.475,0.0,3.0,-1.0
-2.200000000000002,7.475,0.0,3.0,-1.0
-2.0000000000000018,7.475,0.0,3.0,-1.0
-1.8000000000000018,7.475,0.0,3.0,-1.0
-1.6000000000000019,7.475,0.0,3.0,-1.0
-1.400000000000002,7.475,0.0,3.0,-1.0
-1.200000000000002,7.475,0.0,3.0,-1.0
-1.000000000000002,7.475,0.0,3.0,-1.0
-0.800000000000002,7.475,0.0,3.0,-1.0
-0.6000000000000021,7.475,0.0,3.0,-1.0
-0.4000000000000021,7.475,0.0,3.0,-1.0
-0.20000000000000207,7.475,0.0,3.0,-1.0
-2.0539125955565396e-15,7.475,0.0,3.0,-1.0
0.19999999999999796,7.475,0.0,3.0,-1.0
0.39999999999999797,7.475,0.0,3.0,-1.0
0.599999999999998,7.475,0.0,3.0,-1.0
0.799999999999998,7.475,0.0,3.0,-1.0
0.999999999999998,7.475,0.0,3.0,-1.0
1.199999999999998,7.475,0.0,3.0,-1.0
1.399999999999998,7.475,0.0,3.0,-1.0
1.5999999999999979,7.475,0.0,3.0,-1.0
1.7999999999999978,7.475,0.0,3.0,-1.0
1.9999999999999978,7.475,0.0,3.0,-1.0
2.199999999999998,7.475,0.0,3.0,-1.0
2.399999999999998,7.475,0.0,3.0,-1.0
2.5999999999999983,7.475,0.0,3.0,-1.0
2.7999999999999985,7.475,0.0,3.0,-1.0
2.9999999999999987,7.475,0.0,3.0,-1.0
3.199999999999999,7.475,0.0,3.0,-1.0
3.399999999999999,7.475,0.0,3.0,-1.0
3.599999999999999,7.475,0.0,3.0,-1.0
3.7999999999999994,7.475,0.0,3.0,-1.0
3.9999999999999996,7.475,0.0,3.0,-1.0
4.199999999999999,7.475,0.0,3.0,-1.0
4.3999999999999995,7.475,0.0,3.0,-1.0
4.6,7.475,0.0,3.0,-1.0
4.8,7.475,0.0,3.0,-1.0
5.0,7.475,0.0,3.0,-1.0
5.2,7.475,0.0,3.0,-1.0
5.4,7.475,0.0,3.0,-1.0
5.6000000000000005,7.475,0.0,3.0,-1.0
5.800000000000001,7.475,0.0,3.0,-1.0
6.000000000000001,7.475,0.0,3.0,-1.0
6.200000000000001,7.475,0.0,3.0,-1.0
6.400000000000001,7.475,0.0,3.0,-1.0
6.600000000000001,7.475,0.0,3.0,-1.0
6.800000000000002,7.475,0.0,3.0,-1.0
7.000000000000002,7.475,0.0,3.0,-1.0
7.200000000000002,7.475,0.0,3.0,-1.0
7.400000000000002,7.475,0.0,3.0,-1.0
7.600000000000002,7.475,0.0,3.0,-1.0
7.8000000000000025,7.475,0.0,3.0,-1.0
8.000000000000002,7.475,0.0,3.0,-1.0
8.200000000000001,7.475,0.0,3.0,-1.0
8.4,7.475,0.0,3.0,-1.0
8.6,7.475,0.0,3.0,-1.0
8.799999999999999,7.475,0.0,3.0,-1.0
8.999999999999998,7.475,0.0,3.0,-1.0
9.199999999999998,7.475,0.0,3.0,-1.0
9.399999999999997,7.475,0.0,3.0,-1.0
9.599999999999996,7.475,0.0,3.0,-1.0
9.799999999999995,7.475,0.0,3.0,-1.0
9.999999999999995,7.475,0.0,3.0,-1.0
10.199999999999994,7.475,0.0,3.0,-1.0
10.399999999999993,7.475,0.0,3.0,-1.0
10.599999999999993,7.475,0.0,3.0,-1.0
10.799999999999992,7.475,0.0,3.0,-1.0
10.999999999999991,7.475,0.0,3.0,-1.0
11.19999999999999,7.475,0.0,3.0,-1.0
11.39999999999999,7.475,0.0,3.0,-1.0
11.599999999999989,7.475,0.0,3.0,-1.0
11.799999999999988,7.475,0.0,3.0,-1.0
11.999999999999988,7.475,0.0,3.0,-1.0
12.199999999999987,7.475,0.0,3.0,-1.0
12.399999999999986,7.475,0.0,3.0,-1.0
12.599999999999985,7.475,0.0,3.0,-1.0
12.799999999999985,7.475,0.0,3.0,-1.0
12.999999999999984,7.475,0.0,3.0,-1.0
13.199999999999983,7.475,0.0,3.0,-1.0
13.399999999999983,7.475,0.0,3.0,-1.0
13.599999999999982,7.475,0.0,3.0,-1.0
13.799999999999981,7.475,0.0,3.0,-1.0
13.99999999999998,7.475,0.0,3.0,-1.0
14.19999999999998,7.475,0.0,3.0,-1.0
14.399999999999979,7.475,0.0,3.0,-1.0
14.599999999999978,7.475,0.0,3.0,-1.0
14.799999999999978,7.475,0.0,3.0,-1.0
14.999999999999977,7.475,0.0,3.0,-1.0
15.199999999999976,7.475,0.0,3.0,-1.0
15.399999999999975,7.475,0.0,3.0,-1.0
15.599999999999975,7.475,0.0,3.0,-1.0
15.799999999999974,7.475,0.0,3.0,-1.0
15.999999999999973,7.475,0.0,3.0,-1.0
16.199999999999974,7.475,0.0,3.0,-1.0
16.399999999999974,7.475,0.0,3.0,-1.0
16.599999999999973,7.475,0.0,3.0,-1.0
16.799999999999972,7.475,0.0,3.0,-1.0
16.99999999999997,7.475,0.0,3.0,-1.0
17.19999999999997,7.475,0.0,3.0,-1.0
17.39999999999997,7.475,0.0,3.0,-1.0
17.59999999999997,7.475,0.0,3.0,-1.0
17.79999999999997,7.475,0.0,3.0,-1.0
17.999999999999968,7.475,0.0,3.0,-1.0
18.199999999999967,7.475,0.0,3.0,-1.0
18.399999999999967,7.475,0.0,3.0,-1.0
18.599999999999966,7.475,0.0,3.0,-1.0
18.799999999999965,7.475,0.0,3.0,-1.0
18.999999999999964,7.475,0.0,3.0,-1.0
19.199999999999964,7.475,0.0,3.0,-1.0
19.399999999999963,7.475,0.0,3.0,-1.0
19.599999999999962,7.475,0.0,3.0,-1.0
19.79999999999996,7.475,0.0,3.0,-1.0
19.99999999999996,7.475,0.0,3.0,-1.0
20.19999999999996,7.475,0.0,3.0,-1.0
20.39999999999996,7.475,0.0,3.0,-1.0
20.59999999999996,7.475,0.0,3.0,-1.0
20.799999999999958,7.475,0.0,3.0,-1.0
20.999999999999957,7.475,0.0,3.0,-1.0
21.199999999999957,7.475,0.0,3.0,-1.0
21.399999999999956,7.475,0.0,3.0,-1.0
21.599999999999955,7.475,0.0,3.0,-1.0
21.799999999999955,7.475,0.0,3.0,-1.0
21.999999999999954,7.475,0.0,3.0,-1.0
22.199999999999953,7.475,0.0,3.0,-1.0
22.399999999999952,7.475,0.0,3.0,-1.0
22.59999999999995,7.475,0.0,3.0,-1.0
22.79999999999995,7.475,0.0,3.0,-1.0
22.99999999999995,7.475,0.0,3.0,-1.0
23.19999999999995,7.475,0.0,3.0,-1.0
23.39999999999995,7.475,0.0,3.0,-1.0
23.599999999999948,7.475,0.0,3.0,-1.0
23.799999999999947,7.475,0.0,3.0,-1.0
23.999999999999947,7.475,0.0,3.0,-1.0
