ws,wt,wc,wcl,wd,dm,Score_FGM_mean,Score_FGM_max,Score_FRENET_mean,Score_FRENET_max,duration_s_mean,valid_count_sum,fgm_min_d_mean,fgm_ratio_mean,frenet_ratio_mean
0.77,2.31,1.4,2.33,2.68,0.55,26.7566946421968,32.1693513304603,24.08017449938693,31.598982937137038,13.882857142857144,7,0.0028477385714285714,0.28133332508918213,0.7186666749108178
2.95,1.1,0.68,1.22,1.39,0.4,26.75200832107263,35.07376559552554,28.504191373303367,33.491975331636844,13.217142857142859,7,0.001735787142857143,0.21790859738269444,0.7820914026173055
1.94,2.12,1.39,2.16,2.49,0.52,26.643255295997637,34.25448819388338,25.189229601249593,33.284265653553646,13.801428571428572,7,0.005659604285714286,0.23248685240944258,0.7675131475905574
1.48,2.37,1.61,2.46,2.74,0.56,26.41679310120415,32.9457034419809,24.019571089648686,31.00280563374777,13.87857142857143,7,0.003337532857142857,0.2753152281709876,0.7246847718290124
1.48,2.02,1.35,2.06,2.38,0.49,26.29977372147721,33.29195622223835,26.72577877728047,34.68789086078247,13.76,7,0.0017799242857142858,0.23887855284081413,0.761121447159186
0.68,2.06,1.32,2.46,2.72,0.56,26.24909391408952,31.75081534234264,25.7632568484437,32.26584559834743,13.805714285714286,7,0.0030363814285714287,0.27136839456746326,0.7257170032757312
0.86,2.61,1.72,2.69,2.94,0.58,25.995894394288865,37.397689991487404,23.82792902582164,31.66252322272657,14.002857142857142,7,0.0031771600000000005,0.2984712232925368,0.7015287767074633
1.57,2.36,1.6,2.44,2.73,0.57,25.991053223150114,32.79208240501145,24.012071466208567,31.303757576830794,13.91,7,0.0028871542857142854,0.2423507068820567,0.7576492931179433
0.83,2.42,1.68,2.58,2.83,0.58,25.983349728026973,33.49866748212365,26.54721440121514,34.924511583276335,13.657142857142857,7,0.002297954285714286,0.24491652889687396,0.7520833067105566
0.91,2.61,1.77,2.73,2.92,0.59,25.893886255145038,29.37268284323522,25.26416175515957,34.12265541010958,13.805714285714286,7,0.002582704285714286,0.23161059287899133,0.7653671016553182
1.58,2.05,1.75,2.61,2.83,0.49,25.81447419933371,29.591289528330766,24.335688566314037,30.568734950894928,13.97,7,0.0019675057142857144,0.21342981285141804,0.786570187148582
1.42,2.33,1.54,2.41,2.72,0.55,25.32828858153838,29.681584287761005,23.982132860303185,28.463636242517502,14.054285714285713,7,0.00217491,0.2766989286167426,0.7220497090129349
1.39,2.74,1.62,2.48,2.88,0.5,25.22915678863837,33.84663064349386,25.449289036787047,40.05498629646017,13.84142857142857,7,0.00276022,0.23323083431889838,0.7667691656811016
0.81,2.47,1.66,2.63,2.86,0.59,25.0680256669381,30.622656582565273,23.634751734952975,26.773228813341003,13.962857142857143,7,0.00173321,0.246546396069103,0.753453603930897
0.89,2.13,1.77,2.79,3.14,0.59,24.666127064979502,32.412031331116495,23.33606231033132,27.92101384708022,14.044285714285715,7,0.0033568114285714287,0.23698133224933476,0.7630186677506653
1.71,1.56,0.95,1.28,0.5,0.45,36.103351715860974,42.357026191697045,36.81274497264553,43.26332525857246,12.001666666666665,6,0.004171998333333334,0.35120653442043287,0.6487934655795672
2.81,1.37,0.58,1.09,1.03,0.29,35.885584367093024,39.65277681339465,36.76188544926905,40.80307658067348,12.068333333333333,6,0.0032709650000000002,0.3592078506156651,0.6407921493843348
1.59,1.45,0.89,1.18,0.46,0.41,34.55481444879697,39.797898081228126,35.79719992165527,39.719677488452554,12.383333333333333,6,0.004213766666666666,0.32917972856333194,0.6708202714366681
1.6,1.5,0.9,1.23,0.46,0.43,34.44336559046799,39.22380292428094,38.883461819425015,43.27278731125899,12.063333333333333,6,0.003371856666666667,0.33686720381174834,0.6631327961882517
2.55,1.66,0.77,1.19,1.26,0.35,34.00781425263414,40.2924428427013,34.80125177068799,48.08002401474198,12.353333333333333,6,0.0021833433333333335,0.27547712876509345,0.7245228712349064
1.67,1.52,0.95,1.25,0.5,0.44,33.555450570598666,37.4572776328373,35.1417535450743,37.92859202080702,12.438333333333333,6,0.0023544966666666665,0.32821395205564224,0.6717860479443578
2.55,1.37,0.66,1.21,1.19,0.33,33.0617298225631,36.204123005576605,35.12757443984013,39.772150320407356,12.241666666666667,6,0.0032537633333333334,0.26773388700363665,0.7322661129963633
2.7,1.83,0.73,1.15,1.09,0.33,32.58042797430712,38.383766636408346,32.533499075221904,38.17447713278365,12.665,6,0.003714475,0.2872540182231775,0.7127459817768225
2.28,1.51,0.83,1.1,1.12,0.3,31.866678638725205,36.483656286922546,31.77073767627167,41.822095906765504,12.685,6,0.003611935,0.2759574201631427,0.7240425798368574
2.52,1.36,0.65,1.19,1.18,0.33,31.197560459826974,35.457555672645015,31.790075016196123,35.2135526835817,12.838333333333333,6,0.002256005,0.27005212089384384,0.7299478791061561
2.13,1.45,0.91,1.47,1.84,0.44,30.924018065776668,34.67003514480093,29.30219813486927,38.836703878103265,13.108333333333334,6,0.003541096666666667,0.2180097173639384,0.7819902826360616
1.52,2.11,1.46,2.14,2.43,0.5,30.919038074017426,35.19484930198691,28.025633093346574,36.67563166380523,13.235,6,0.0015500033333333333,0.2493697669888509,0.7506302330111492
1.52,1.64,0.95,1.29,1.36,0.38,30.907846479641563,35.702774939886226,29.793911816727256,38.162298181394874,13.015,6,0.0029386800000000004,0.24251588212655883,0.7574841178734412
1.84,1.56,0.79,1.18,1.19,0.34,30.726560987340577,38.9284225067493,29.16511479420275,32.354219838399125,13.075000000000001,6,0.0027722149999999997,0.29548782848964966,0.7045121715103503
1.59,1.62,0.94,1.26,1.31,0.37,30.695170179857765,33.67128375766638,30.80081500052525,32.60039453735395,12.950000000000001,6,0.0018776416666666667,0.30432079348635693,0.6956792065136431
2.49,1.48,0.84,1.27,1.35,0.37,30.49898347531334,38.09382511245841,29.984929711263685,36.009352641572825,13.031666666666666,6,0.0038204266666666668,0.25044711456088425,0.7495528854391157
2.87,1.64,0.73,1.32,1.45,0.42,30.34176501103438,33.676601321982666,31.804114583475922,35.38465483021328,12.765,6,0.0026434166666666667,0.2681084640247511,0.731891535975249
1.38,1.89,1.22,1.86,2.17,0.45,30.251797261705022,38.0609174247984,25.980435564141363,31.377509808197136,13.565,6,0.0032919850000000003,0.2779106848916592,0.7220893151083407
0.83,2.11,1.43,2.29,2.6,0.53,30.17960176847433,41.03570278224437,30.51105866138704,34.671585647431215,13.075000000000001,6,0.005383655,0.260076380126978,0.739923619873022
2.77,1.25,1.05,1.57,1.84,0.45,30.072056530850904,35.45234570155834,29.56725884457507,38.32911726679296,12.951666666666666,6,0.00257834,0.21221737503216778,0.7877826249678322
0.69,1.53,1.28,2.57,3.01,0.59,29.954992327372384,33.95979887305725,27.534254364944847,33.41611422082031,13.478333333333333,6,0.0020660583333333335,0.25811589498757276,0.7418841050124273
0.84,2.5,1.7,2.61,2.85,0.58,29.937322016969762,35.74466765629681,26.263427440243643,31.849987379214223,13.541666666666666,6,0.004554203333333334,0.24106987672474836,0.7589301232752517
2.45,1.57,0.93,1.51,1.77,0.47,29.925847819548636,36.824791652405466,30.52000004702347,33.92608131735558,12.968333333333334,6,0.002788568333333333,0.2134698173092214,0.7865301826907786
1.5,2.43,1.84,2.6,2.89,0.58,29.736104834385497,36.86536125759218,28.427320192745427,33.37599394174975,13.446666666666667,6,0.002039805,0.2564698173918966,0.7435301826081034
0.77,1.95,1.32,2.26,2.57,0.52,29.568959840338213,37.85117825595361,27.927906606343214,32.54878583747471,13.301666666666668,6,0.0026884316666666666,0.26301000941122676,0.7369899905887732
2.81,1.47,0.91,1.49,1.76,0.46,29.556081085144275,31.52770493614938,30.26661568723429,33.428015895494646,13.036666666666667,6,0.00256765,0.23027189299887918,0.7697281070011209
2.52,1.58,0.82,1.24,1.37,0.38,29.35246907730269,33.870858521114364,31.31929306971298,37.70779883110412,12.836666666666666,6,0.003306228333333333,0.2689894497611192,0.7310105502388807
1.4,1.88,1.21,1.87,2.19,0.45,28.907087124516575,34.74730836918781,27.85615432274359,37.095482642982546,13.376666666666667,6,0.0023432833333333334,0.27710757294620086,0.7228924270537992
0.64,2.01,1.32,2.48,2.73,0.55,28.761637494670932,35.50909945357334,24.240971987562514,30.816737971981528,13.873333333333333,6,0.00234378,0.34816577835175605,0.6518342216482439
0.97,2.09,1.41,2.26,2.53,0.49,28.632698232988716,31.160266233737893,25.693749167074458,30.124823898185998,13.695,6,0.0026769416666666667,0.2686876258053645,0.7313123741946356
1.35,1.84,1.16,1.83,2.14,0.45,28.191013416326538,37.448116323498745,27.18781295194412,32.69605648087687,13.491666666666667,6,0.002624065,0.2825017528217833,0.7174982471782166
0.7,1.71,1.08,2.19,2.54,0.5,28.10071535345412,31.38904962468989,28.762398290732307,34.93934808343507,13.246666666666668,6,0.0027531566666666664,0.20853104911420703,0.7914689508857929
0.93,2.51,1.6,2.42,2.74,0.57,28.05322434756846,33.88384880899253,27.22710069158259,31.526405895101984,13.476666666666667,6,0.0038501766666666666,0.2550910355146615,0.7449089644853385
2.96,1.13,0.71,1.24,1.38,0.4,27.997301277908424,35.39403406865082,29.10372992292822,34.16060423519483,13.161666666666667,6,0.0029548233333333332,0.22790726255227634,0.7720927374477237
1.46,2.38,1.82,2.58,2.87,0.58,27.743034970969706,36.50883640963921,28.568669941667334,37.36672956255913,13.398333333333333,6,0.002188963333333333,0.24976518645003568,0.7502348135499642
1.39,1.93,1.17,1.74,2.05,0.43,27.719752440956555,43.585030718798365,28.294684449647107,49.57514399954918,13.421666666666667,6,0.0036813583333333336,0.18999466532871248,0.8100053346712874
1.36,1.94,1.26,1.98,2.31,0.47,27.71740628096337,35.62881877133561,27.60403697624261,31.979643162576345,13.433333333333332,6,0.002639045,0.22462569833830526,0.7753743016616946
0.65,1.79,1.21,2.41,2.8,0.56,27.637420237327543,32.25191495934309,26.805467457961498,38.276063021989835,13.68,6,0.002512228333333333,0.2572571596557744,0.7427428403442257
1.36,2.33,1.57,2.44,2.71,0.55,27.609935174590717,30.72764043780317,26.39706851387619,30.792702242329185,13.633333333333333,6,0.002027885,0.2646742095889913,0.7353257904110088
1.97,2.15,1.41,2.2,2.48,0.53,27.534992381554574,32.683560782032146,28.78207604608056,34.72235869751352,13.298333333333334,6,0.0020236816666666666,0.2319862499421023,0.7680137500578977
0.72,1.77,1.17,2.2,2.48,0.5,27.493155134751976,33.635654532768925,26.381775914299087,37.480574333141405,13.718333333333334,6,0.0023223933333333334,0.2901290131873595,0.7098709868126405
0.89,2.55,1.73,2.64,2.88,0.59,27.36178510301161,32.32849610897578,26.053963010678476,32.03546981584995,13.616666666666667,6,0.0019123566666666668,0.2654604030992939,0.734539596900706
0.82,2.41,1.66,2.55,2.78,0.56,27.11400715297871,33.65050955593302,25.06710174011226,32.164389211622606,13.768333333333333,6,0.004626676666666667,0.21472272934595807,0.785277270654042
1.92,2.06,1.4,2.29,2.63,0.5,27.112064860408072,34.86426029582037,25.828502737599866,30.669690177453347,13.723333333333334,6,0.0021907883333333335,0.25315945435683834,0.7468405456431616
1.32,2.18,1.52,2.28,2.61,0.54,26.890117119773823,37.223025488642755,24.71715651800569,32.30306802365168,13.798333333333332,6,0.0022083466666666667,0.26166623200535594,0.7383337679946441
1.53,2.55,1.88,2.73,3.05,0.6,26.779587771918546,34.10242005878218,27.26398228542485,37.71429875561425,13.708333333333334,6,0.0023181816666666666,0.25519089296289854,0.7448091070371015
0.75,2.44,1.74,2.6,2.89,0.58,26.639158902937854,33.49796033233737,27.013110422960207,38.14030037571473,13.625,6,0.005405091666666667,0.21825468769167913,0.7817453123083209
0.71,1.96,1.49,2.63,2.87,0.57,25.969350524379266,29.164489179764587,23.692430588499736,27.58924940340435,14.104999999999999,6,0.003470895,0.295602349909515,0.704397650090485
2.94,1.31,0.88,1.41,1.7,0.44,25.948282673336635,34.55600873337802,25.225462417044426,31.658528208621618,13.711666666666666,6,0.0029592950000000002,0.1782227121299846,0.8217772878700154
0.67,2.03,1.3,2.43,2.7,0.56,25.825870922799652,32.18736106150207,25.251506809076336,29.336648194647257,13.76,6,0.0025990566666666665,0.24823496336315057,0.7517650366368493
0.87,2.62,1.78,2.71,2.9,0.58,25.779332138282896,32.05376722072992,24.42248632422246,30.54017590018916,13.875,6,0.002023636666666667,0.26110969931889666,0.7388903006811033
1.95,2.16,1.32,2.09,2.38,0.5,25.650075080848854,32.21888226747449,23.89444925739974,27.743554768732448,13.951666666666666,6,0.00269435,0.24139015936440186,0.7586098406355982
0.74,2.3,1.61,2.48,2.72,0.56,25.648330825803445,29.98368467446776,25.85701357051965,35.52870833355951,13.729999999999999,6,0.002130026666666667,0.20530136409977315,0.7946986359002269
1.98,2.17,1.43,2.22,2.5,0.53,25.613187256993843,29.451408581121374,24.336642695613165,32.399549154248284,13.883333333333333,6,0.002886718333333333,0.2211338742124379,0.7788661257875621
1.47,2.34,1.59,2.47,2.76,0.57,25.219808227991134,29.386060478515653,22.818656336731284,27.849157149210946,14.101666666666667,6,0.003118125,0.2508906303893045,0.7491093696106955
1.78,1.63,1.0,1.33,0.54,0.48,35.14283054741027,40.071512370752146,37.1453160737906,41.836127688898905,12.232,5,0.002862982,0.3577366675914822,0.6422633324085177
1.67,1.51,0.93,1.24,0.49,0.43,34.40995292893497,39.643495335522,36.17513189055218,41.12451933186868,12.324,5,0.0033467339999999996,0.3385937036557723,0.6614062963442278
0.7025,1.5402,2.4927,1.6393,1.0657,0.1871,33.34191625379763,40.79365105894236,31.981056581882733,41.619010239480694,12.878,5,0.0029053580000000002,0.32846710026547965,0.6715328997345205
2.83,1.28,0.9,1.43,1.63,0.42,33.3215636063609,37.6761434009088,32.8613713483839,41.198652011442086,12.459999999999999,5,0.0015432419999999998,0.235866400569883,0.764133599430117
1.58,1.45,0.89,1.18,0.47,0.41,33.07726843944035,37.8693444683505,36.65688524442379,40.45081138718839,12.318,5,0.001884606,0.2992007607844903,0.7007992392155097
1.128,1.2613,3.1432,1.8351,1.6502,0.2074,32.67239651289107,40.36150931560846,30.77456099919515,37.687458286849676,13.132,5,0.007610942,0.2621861793683414,0.7378138206316587
2.61,1.6,0.72,1.14,1.18,0.32,32.37672441950082,36.252340355543346,35.55533996911041,39.17526353773664,12.394,5,0.0019147919999999998,0.2878315048732881,0.7121684951267119
0.5138,0.8112,0.9638,2.6165,2.0187,0.2588,30.781654684100232,40.25431580171629,27.634678784955902,35.50288208796778,13.52,5,0.003044232,0.28463399190758853,0.7153660080924114
2.65,1.64,0.75,1.13,1.14,0.32,30.770644197689183,36.8658364699709,30.586011530887482,35.01275215269825,12.925999999999998,5,0.0019995539999999997,0.2519984483175387,0.7480015516824613
2.84,1.35,0.86,1.39,1.68,0.44,30.73945501658742,33.58537437888932,33.37651058071294,37.05135456249921,12.658,5,0.00258326,0.24532796596022685,0.7546720340397732
0.9569,1.3932,1.4536,1.5237,1.1112,0.1848,30.024187074608847,38.815010333211895,28.698062684986894,38.71361560707657,13.4,5,0.005692694,0.2854332385255221,0.714566761474478
0.89,2.58,1.75,2.66,2.9,0.58,29.30510454774024,32.46463338879618,28.426636146062386,30.270422583962837,13.408000000000001,5,0.002109584,0.29156835794806446,0.7084316420519355
1.62,2.34,1.63,2.4,2.74,0.57,28.94453869209331,35.68357609202204,27.867729724371323,34.8700324437847,13.466,5,0.002284458,0.2917249191426012,0.7082750808573988
2.72,1.44,0.82,1.34,1.58,0.41,28.897696696999674,33.40408132280934,28.858858520166205,32.14517969587614,13.180000000000001,5,0.002359306,0.18368856918216797,0.8163114308178321
1.44,2.51,1.72,2.55,2.78,0.55,28.599622171453085,37.8577439134702,29.875838988812347,38.87354014266075,13.11,5,0.0076552880000000005,0.20571064451054225,0.7942893554894578
1.2886,1.3851,1.0061,1.5466,1.5632,0.2146,28.412260472903636,33.77411837355554,25.166579393479942,29.89930161747678,13.746,5,0.003993206000000001,0.26101056761262076,0.7389894323873792
0.74,1.8,1.21,2.28,2.63,0.52,27.97945276516821,31.267673437472816,25.4566150384218,31.938126109707067,13.656,5,0.0052154720000000005,0.241695519911279,0.758304480088721
0.71,1.73,1.09,2.2,2.55,0.5,27.8970070538739,29.951198803900215,24.20005760614096,31.35833003193675,13.85,5,0.0039702620000000004,0.29518798897542176,0.7048120110245784
1.47,2.0,1.32,2.01,2.35,0.48,26.82268292546315,33.078672847074614,28.199303592784258,31.84049206120534,13.382,5,0.0017442199999999999,0.2198998080588829,0.780100191941117
0.95,2.14,1.46,2.31,2.61,0.53,26.690557840173874,31.966523618607884,26.279498373223362,33.03222970816398,13.846,5,0.0019520699999999998,0.26994492552487775,0.7300550744751222
1.44,1.95,1.27,1.93,2.26,0.46,26.028236788522708,32.51724157148676,25.699085471188898,34.68415970043163,13.934000000000001,5,0.0039768699999999995,0.1857039757839026,0.8142960242160975
1.54,2.22,1.33,2.17,2.44,0.47,25.194255416835517,27.606248363303703,23.761579625501938,26.93174873528618,13.943999999999999,5,0.002693812,0.2511331261718027,0.7488668738281973
0.73,1.74,1.1,2.22,2.57,0.51,23.49252625727538,26.320431649344044,20.945874416790716,24.155189133339125,14.468,5,0.003618748,0.27229879241851784,0.7277012075814822
1.0142,1.0977,2.0636,1.6002,1.2406,0.2008,38.27907226957758,45.94601296555936,36.715172296609424,43.93535767601445,12.3225,4,0.0048011325,0.277017816720193,0.722982183279807
0.8282,1.5812,2.5276,1.8827,1.0338,0.2171,34.21728908340718,38.63646076662695,31.61094500545538,37.969584214359784,12.7875,4,0.0067767925,0.32521600363749514,0.6747839963625049
0.605,1.3506,0.7183,2.8088,2.7902,0.249,32.78341373131557,39.47190567123589,31.584916131013728,40.41338542450964,13.0275,4,0.0062988175,0.245419779573522,0.754580220426478
0.8967,1.2108,1.1897,2.028,2.3758,0.2582,32.6158427323454,36.117366664634645,29.63298282383292,32.55768090441884,13.1675,4,0.0080474775,0.2773556990757434,0.7226443009242566
0.5638,0.8564,0.8468,2.8497,2.6366,0.2548,32.528967470635855,38.30335581673949,29.818460601650724,36.46046744060282,13.195,4,0.00269615,0.2664008469843352,0.7335991530156648
1.58,2.55,1.94,2.78,3.11,0.59,30.74060255503982,38.0578248325254,29.66232725657258,38.55999837838243,13.07,4,0.0052350325,0.25673651019941174,0.7432634898005883
1.2043,1.1211,1.3884,1.4308,1.2563,0.202,29.83935724682261,36.94675449491845,27.578304906442405,34.19203341464631,13.56,4,0.0054608899999999995,0.2398592750535145,0.7601407249464855
1.2112,1.5546,2.517,1.2644,1.3001,0.1987,29.12673335147791,41.6207524879651,26.44079251249957,35.43313275189341,13.6625,4,0.0074528225,0.27972985228775304,0.720270147712247
1.0388,1.5873,1.2429,3.0026,2.642,0.2454,28.001095366153308,34.41186381199688,25.18493541291324,29.436682881648235,13.845,4,0.00361102,0.23476763411763607,0.7652323658823639
1.0608,2.3754,0.8409,1.7021,1.6963,0.2147,27.659414186600937,33.19620904218265,25.19617900074539,31.808430916549803,13.8025,4,0.0062505875,0.2568793204492684,0.7431206795507316
2.82,1.33,0.85,1.38,1.66,0.43,25.60655357900808,34.17034166193771,26.996221136419056,33.39934932908358,13.39,4,0.001723685,0.17986157701293756,0.8201384229870624
0.96,2.17,1.58,2.35,2.59,0.53,24.984877466676696,27.556382336184644,22.394981410010303,25.151997227762834,14.2225,4,0.0037676625,0.2623700752295297,0.7376299247704703
0.7571,1.2629,0.9884,2.2419,2.6276,0.2356,39.91950578146688,54.11451048285675,37.79215374349561,54.10259670677985,12.026666666666666,3,0.014755576666666666,0.23589567922914423,0.7641043207708558
0.5131,1.4804,1.0786,2.7189,2.8385,0.2532,39.012185936753035,48.31195292559563,38.379129378624505,54.39123429337869,12.32,3,0.005463046666666666,0.272129382959529,0.7242988132795718
1.189,0.9277,2.6455,1.9303,1.5129,0.1799,33.71590265545249,39.639709205961154,31.561719932318614,42.16829085446567,12.92,3,0.005650486666666667,0.22684977938622783,0.7731502206137723
1.0341,1.0204,2.05,1.8391,1.0403,0.222,33.39292501683195,38.1898805627807,30.068318990987155,31.874515336079316,13.086666666666666,3,0.004512233333333333,0.28556040580946485,0.7114716277592589
1.1311,2.9123,1.428,2.1387,1.9753,0.191,32.29897986022598,43.53290299981211,29.44937204798046,39.75997839121455,13.31,3,0.00158935,0.38160310800629954,0.6183968919937005
0.5529,1.0906,1.0699,2.8004,2.1754,0.2415,32.1014973036452,35.219225356216846,28.190468992233576,31.618590845488438,13.326666666666668,3,0.00597859,0.2803391074005352,0.7196608925994648
0.7262,1.1648,2.3669,1.4363,1.6912,0.2277,31.965816169237755,36.42876926078426,29.174625239001102,33.759990265235686,13.316666666666668,3,0.004057943333333334,0.28181592806084493,0.7172993771588542
1.1052,2.3484,1.1856,1.7559,1.343,0.185,31.730950743782454,35.81879294233246,30.927724774975328,33.964672095482776,13.020000000000001,3,0.005885593333333334,0.28238307010193003,0.71761692989807
1.0241,2.4336,1.3423,1.2577,1.4355,0.1752,31.53003340793906,39.60321870672499,30.899805222253946,38.12328849242639,13.276666666666666,3,0.0042073,0.44254595583851497,0.557454044161485
1.29,1.4675,2.6409,1.5904,1.371,0.1825,31.370046127891737,36.16163879575055,28.7680668070556,31.684091141885173,13.493333333333334,3,0.007742766666666667,0.3223312826922348,0.6776687173077652
1.3487,1.6967,1.1989,1.5631,1.1507,0.2064,31.218826974032265,36.789372369458064,29.838831203893836,34.357493221125125,13.163333333333334,3,0.004378116666666667,0.36588574878615576,0.6341142512138442
2.8861,1.236,0.8526,0.5532,0.3505,0.1633,31.08746236831674,35.99882802478661,32.143474891005816,34.90969639511875,12.686666666666667,3,0.0028560666666666667,0.4453475140608861,0.5546524859391139
1.1381,1.1881,1.4511,1.595,1.5983,0.1877,30.886685563995073,31.640343102050895,28.68294295687403,31.04814751253096,13.266666666666666,3,0.004231873333333333,0.20526296490407914,0.7947370350959209
0.7979,1.559,0.9723,2.9099,2.5774,0.2722,30.702182186608525,41.8224026667975,29.19698414491919,40.16589560465567,13.456666666666669,3,0.004823183333333334,0.2712476429420864,0.7287523570579135
0.6928,1.1848,1.3157,2.794,2.3887,0.2309,30.557425514379087,37.31940934606159,31.78435645789217,34.66503279616523,13.040000000000001,3,0.00285606,0.28650251297461177,0.7134974870253882
2.9131,1.7269,0.9444,0.699,0.5896,0.1355,30.16853592618835,31.900162376172513,30.042765796969174,35.439375994986484,13.203333333333333,3,0.004825876666666667,0.38920050822141267,0.6107994917785873
1.3175,2.1451,1.1442,1.1301,1.2104,0.2152,30.02834569246278,35.796490759819356,26.759761901575057,30.95001053968155,13.633333333333333,3,0.0026057233333333335,0.3653796811013075,0.6346203188986924
2.9497,1.6935,0.4106,0.7772,0.5144,0.1512,30.003066611414866,37.31095563712944,30.637372000823564,36.85918096378305,13.116666666666667,3,0.0027041400000000003,0.40055525474443815,0.5994447452555619
2.4932,1.3465,0.5484,0.6115,0.353,0.1539,29.577540624983694,36.17748595561774,31.771229912497063,40.74225691948927,12.936666666666667,3,0.00311268,0.43600235533459575,0.5639976446654043
0.6806,0.9693,0.9278,2.1538,2.3257,0.2478,28.5062429204819,34.580467218624726,27.093527007934792,29.512510934527437,13.76,3,0.006539486666666667,0.2366406910308484,0.7633593089691516
1.1751,1.1714,2.2522,1.1078,1.7631,0.2059,28.48011800137765,32.61210169908425,28.31138450023087,30.334453149749606,13.443333333333333,3,0.003426216666666667,0.22742756281990065,0.7725724371800994
1.182,2.5179,0.7391,1.2932,1.4873,0.1875,28.181648987076315,36.822246561318,26.598500152261494,30.99563994446984,13.69,3,0.006760599999999999,0.36744943709354033,0.6325505629064597
2.0847,1.5993,0.8473,0.412,0.6453,0.1327,28.09633564023113,34.06053351033371,28.84577619815013,33.110261047955234,13.296666666666667,3,0.003702753333333333,0.4129802027182992,0.5870197972817007
1.3967,2.6396,0.8537,1.6959,1.4198,0.1989,27.349908589573342,38.907719642913555,28.80185057876174,40.930266008949985,13.683333333333332,3,0.0036300566666666663,0.3153605031350983,0.6846394968649018
1.2333,1.1929,1.4518,1.0927,1.379,0.1851,27.120681981779228,35.37556854009678,26.380775001432244,32.26907798503463,13.623333333333333,3,0.00466728,0.27888505097694655,0.7211149490230534
0.9271,1.007,0.9742,2.2519,2.1258,0.272,27.06930017917033,33.47466879995377,24.232666754996742,31.31361090548334,14.173333333333334,3,0.005375323333333334,0.21561599643340704,0.784384003566593
1.9337,2.2162,0.9466,1.5956,1.6827,0.187,26.71247398299694,34.560243722988794,26.797342702330486,32.61029644847775,13.729999999999999,3,0.0025573166666666668,0.2990737067204236,0.7009262932795765
1.3316,1.0386,2.7936,1.5558,1.7769,0.2013,26.31524360029616,29.674413454685766,23.78276838339354,28.234050725291237,14.049999999999999,3,0.004234706666666667,0.20089656393935137,0.7991034360606486
0.8841,1.3866,0.8504,1.3767,1.0629,0.2115,26.10158364224721,29.04499647893031,25.846160823522577,32.80560511324032,13.846666666666666,3,0.00449176,0.30714893795149695,0.692851062048503
0.8861,1.0509,1.1419,2.7173,2.9842,0.2586,24.238093129430737,34.94391796458649,25.30101525133162,34.45882223096389,13.969999999999999,3,0.0034566933333333334,0.2159666548452114,0.7840333451547886
2.9772,1.4183,0.9777,0.5069,0.9121,0.1288,22.954866832716203,28.428782245811966,25.874078629629867,31.896152967538082,13.94,3,0.002571316666666667,0.4955068069530928,0.5044931930469072
1.0,1.0,1.0,1.0,1.0,1.0,41.33089674134078,43.05166638953876,47.306619527951874,51.3964826017246,11.28,2,0.00300641,0.20407164427782984,0.7959283557221701
0.3983,1.2881,1.0924,2.3659,2.991,0.2417,37.96430098773635,38.7121706784988,34.55059996380623,35.25216080546627,12.365,2,0.00407159,0.24407514313261042,0.7559248568673895
2.3556,1.2047,0.8122,0.3048,0.8075,0.1359,36.72245779356635,40.12649427192916,34.37710507811126,34.843926464216665,12.57,2,0.00804393,0.4563309956731434,0.5436690043268566
2.6482,1.2062,0.9791,0.9266,0.9076,0.158,36.434830858114836,41.50750244305372,35.284476012509984,36.593657664378256,12.345,2,0.008277095,0.4106564924755567,0.5893435075244433
1.0885,1.5078,1.4127,1.4364,1.5588,0.1816,34.16027818351131,39.00392103969122,30.512931266599118,33.467915147201,12.75,2,0.00778712,0.2725180963643943,0.7274819036356057
0.6663,0.9267,2.921,1.3054,1.4095,0.2134,34.07081790607108,35.127120105469025,33.200595573037745,33.28820538259142,12.8,2,0.007403105,0.23438037716593804,0.7656196228340619
1.3487,1.3079,2.1699,1.1159,1.0643,0.1869,33.74172375922188,39.04513961262384,32.38941964513928,38.419635994220236,12.915,2,0.00180835,0.2984745669204457,0.7015254330795542
1.4717,3.1207,1.2259,1.485,1.1865,0.205,31.861707918588714,32.76010734778343,32.95982777355535,33.28812461856848,12.795,2,0.005258835,0.37948909380087503,0.6118849049668391
1.2244,1.5734,1.4106,1.2118,1.6116,0.2167,31.857575895612094,32.20714682354218,29.650110813393795,31.883034908314823,13.305,2,0.0014984949999999999,0.291275686839277,0.708724313160723
2.3225,1.7967,0.9319,0.923,0.985,0.1398,31.625311864271616,33.35169478526575,34.879381127386665,36.752750608960056,12.469999999999999,2,0.008937675,0.3443194483232501,0.6556805516767499
1.4516,2.7474,1.0353,1.2191,1.035,0.1973,31.534949066980218,33.684435396725796,32.00377280833567,38.98957846583758,13.059999999999999,2,0.0108339,0.4010582996778178,0.5989417003221822
0.9376,0.9327,0.9817,2.2676,2.4136,0.2489,31.177015722527827,33.58388861524475,30.862257618536475,33.09170490275645,13.08,2,0.00333527,0.18181068223243407,0.8181893177675659
1.1741,1.5918,3.167,1.4674,1.5063,0.1959,30.45637879403006,34.05895202743592,27.83820529986656,30.110249497116886,13.465,2,0.002529445,0.27508609274795204,0.7249139072520479
2.316,1.7818,0.5751,0.719,0.6781,0.1492,30.43792482608856,36.805987103979916,31.582513317306113,35.89915150538435,13.125,2,0.001506245,0.4264365281920438,0.5735634718079561
