t,x,y,yaw,speed,yaw_rate,a_lat,collision
0.0000,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0027,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0067,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0107,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0148,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0187,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0227,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0267,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0310,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0347,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0388,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0427,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0469,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0510,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0548,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0589,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0652,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0682,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0710,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0763,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0827,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0869,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0909,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0947,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0987,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1027,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1068,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1107,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1148,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1187,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1227,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1267,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1309,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1348,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1388,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1427,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1467,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1508,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1551,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1593,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1628,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1668,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1708,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1780,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1821,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1849,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1903,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1946,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1988,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2028,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2067,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2108,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2148,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2188,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2229,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2268,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2316,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2350,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2388,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2427,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2467,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2514,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2548,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2589,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2627,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2670,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2720,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2752,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2788,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2829,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2890,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2934,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2963,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2989,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3028,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3068,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3112,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3149,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3187,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3228,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3267,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3308,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3352,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3388,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3428,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3468,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3548,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3589,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3628,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3668,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3707,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3748,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.3787,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
