t,x,y,yaw,speed,yaw_rate,a_lat,planner,min_d,track_error,collision
29.0604,19.2957,5.86393,0.53475,4.6,0.188111,0.865313,NONE,999.9,0,0
29.0646,19.2957,5.86393,0.53475,4.6,0.188111,0.865313,NONE,999.9,0,0
29.0695,19.3355,5.88707,0.536557,4.6,0.190128,0.874591,NONE,999.9,0,0
29.0723,19.3355,5.88707,0.536557,4.6,0.190128,0.874591,NONE,999.9,0,0
29.0763,19.3355,5.88707,0.536557,4.6,0.190128,0.874591,NONE,999.9,0,0
29.0801,19.3752,5.91029,0.538533,4.6,0.188111,0.865313,NONE,999.9,0,0
29.0841,19.3752,5.91029,0.538533,4.6,0.188111,0.865313,NONE,999.9,0,0
29.0888,19.4149,5.93358,0.540339,4.6,0.190128,0.874591,NONE,999.9,0,0
29.0924,19.4149,5.93358,0.540339,4.6,0.190128,0.874591,NONE,999.9,0,0
29.096,19.4149,5.93358,0.540339,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1013,19.4545,5.95696,0.542315,4.6,0.188111,0.865313,NONE,999.9,0,0
29.1045,19.4545,5.95696,0.542315,4.6,0.188111,0.865313,NONE,999.9,0,0
29.1088,19.4941,5.98039,0.544121,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1121,19.4941,5.98039,0.544121,4.6,0.190128,0.874591,NONE,999.9,0,0
29.116,19.4941,5.98039,0.544121,4.6,0.190128,0.874591,NONE,999.9,0,0
29.12,19.5336,6.00392,0.546097,4.6,0.188111,0.865313,NONE,999.9,0,0
29.1241,19.5336,6.00392,0.546097,4.6,0.188111,0.865313,NONE,999.9,0,0
29.1287,19.5731,6.02751,0.547904,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1323,19.5731,6.02751,0.547904,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1362,19.5731,6.02751,0.547904,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1404,19.6125,6.05118,0.54988,4.6,0.188111,0.865313,NONE,999.9,0,0
29.1441,19.6125,6.05118,0.54988,4.6,0.188111,0.865313,NONE,999.9,0,0
29.1489,19.6519,6.07492,0.551686,4.6,0.190128,0.874591,NONE,999.9,0,0
29.152,19.6519,6.07492,0.551686,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1562,19.6519,6.07492,0.551686,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1601,19.6913,6.09874,0.553662,4.6,0.188111,0.865313,NONE,999.9,0,0
29.1642,19.6913,6.09874,0.553662,4.6,0.188111,0.865313,NONE,999.9,0,0
29.1691,19.7306,6.12262,0.555469,4.6,0.190128,0.874591,NONE,999.9,0,0
29.172,19.7306,6.12262,0.555469,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1762,19.7306,6.12262,0.555469,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1802,19.7699,6.14659,0.557445,4.6,0.188111,0.865313,NONE,999.9,0,0
29.184,19.7699,6.14659,0.557445,4.6,0.188111,0.865313,NONE,999.9,0,0
29.1889,19.8091,6.17063,0.559251,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1926,19.8091,6.17063,0.559251,4.6,0.190128,0.874591,NONE,999.9,0,0
29.1963,19.8091,6.17063,0.559251,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2002,19.8483,6.19475,0.561227,4.6,0.188111,0.865313,NONE,999.9,0,0
29.2041,19.8483,6.19475,0.561227,4.6,0.188111,0.865313,NONE,999.9,0,0
29.2088,19.8874,6.21893,0.563033,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2121,19.8874,6.21893,0.563033,4.6,0.190128,0.874591,NONE,999.9,0,0
29.216,19.8874,6.21893,0.563033,4.6,0.190128,0.874591,NONE,999.9,0,0
29.22,19.9265,6.2432,0.565009,4.6,0.188111,0.865313,NONE,999.9,0,0
29.2243,19.9265,6.2432,0.565009,4.6,0.188111,0.865313,NONE,999.9,0,0
29.2294,19.9655,6.26753,0.566816,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2331,19.9655,6.26753,0.566816,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2365,19.9655,6.26753,0.566816,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2403,20.0045,6.29194,0.568792,4.6,0.188111,0.865313,NONE,999.9,0,0
29.244,20.0045,6.29194,0.568792,4.6,0.188111,0.865313,NONE,999.9,0,0
29.2485,20.0434,6.31642,0.570598,4.6,0.190128,0.874591,NONE,999.9,0,0
29.252,20.0434,6.31642,0.570598,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2563,20.0434,6.31642,0.570598,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2602,20.0823,6.34098,0.572574,4.6,0.188111,0.865313,NONE,999.9,0,0
29.2645,20.0823,6.34098,0.572574,4.6,0.188111,0.865313,NONE,999.9,0,0
29.2689,20.1212,6.36561,0.574381,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2722,20.1212,6.36561,0.574381,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2761,20.1212,6.36561,0.574381,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2802,20.16,6.39032,0.576357,4.6,0.188111,0.865313,NONE,999.9,0,0
29.2843,20.16,6.39032,0.576357,4.6,0.188111,0.865313,NONE,999.9,0,0
29.2892,20.1987,6.41509,0.578163,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2921,20.1987,6.41509,0.578163,4.6,0.190128,0.874591,NONE,999.9,0,0
29.2962,20.1987,6.41509,0.578163,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3,20.2374,6.43994,0.580139,4.6,0.188111,0.865313,NONE,999.9,0,0
29.304,20.2374,6.43994,0.580139,4.6,0.188111,0.865313,NONE,999.9,0,0
29.3087,20.2761,6.46486,0.581945,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3121,20.2761,6.46486,0.581945,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3161,20.2761,6.46486,0.581945,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3201,20.3147,6.48986,0.583921,4.6,0.188111,0.865313,NONE,999.9,0,0
29.3245,20.3147,6.48986,0.583921,4.6,0.188111,0.865313,NONE,999.9,0,0
29.3291,20.3533,6.51493,0.585728,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3321,20.3533,6.51493,0.585728,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3362,20.3533,6.51493,0.585728,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3402,20.3918,6.54008,0.587704,4.6,0.188111,0.865313,NONE,999.9,0,0
29.344,20.3918,6.54008,0.587704,4.6,0.188111,0.865313,NONE,999.9,0,0
29.3491,20.4303,6.56529,0.58951,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3521,20.4303,6.56529,0.58951,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3566,20.4303,6.56529,0.58951,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3607,20.4687,6.59058,0.591486,4.6,0.188111,0.865313,NONE,999.9,0,0
29.3643,20.4687,6.59058,0.591486,4.6,0.188111,0.865313,NONE,999.9,0,0
29.3687,20.5071,6.61594,0.593293,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3721,20.5071,6.61594,0.593293,4.6,0.190128,0.874591,NONE,999.9,0,0
29.376,20.5071,6.61594,0.593293,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3801,20.5454,6.64137,0.595269,4.6,0.188111,0.865313,NONE,999.9,0,0
29.3843,20.5454,6.64137,0.595269,4.6,0.188111,0.865313,NONE,999.9,0,0
29.3893,20.5837,6.66687,0.597075,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3923,20.5837,6.66687,0.597075,4.6,0.190128,0.874591,NONE,999.9,0,0
29.3961,20.5837,6.66687,0.597075,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4001,20.6219,6.69246,0.599051,4.6,0.188111,0.865313,NONE,999.9,0,0
29.4044,20.6219,6.69246,0.599051,4.6,0.188111,0.865313,NONE,999.9,0,0
29.4087,20.6601,6.7181,0.600857,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4123,20.6601,6.7181,0.600857,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4161,20.6601,6.7181,0.600857,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4206,20.6983,6.74383,0.602833,4.6,0.188111,0.865313,NONE,999.9,0,0
29.4245,20.6983,6.74383,0.602833,4.6,0.188111,0.865313,NONE,999.9,0,0
29.4289,20.7363,6.76962,0.60464,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4321,20.7363,6.76962,0.60464,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4361,20.7363,6.76962,0.60464,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4404,20.7744,6.79549,0.606616,4.6,0.188111,0.865313,NONE,999.9,0,0
29.4442,20.7744,6.79549,0.606616,4.6,0.188111,0.865313,NONE,999.9,0,0
29.449,20.8124,6.82142,0.608422,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4526,20.8124,6.82142,0.608422,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4566,20.8124,6.82142,0.608422,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4607,20.8503,6.84744,0.610398,4.6,0.188111,0.865313,NONE,999.9,0,0
29.464,20.8503,6.84744,0.610398,4.6,0.188111,0.865313,NONE,999.9,0,0
29.4698,20.8882,6.87352,0.612205,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4723,20.8882,6.87352,0.612205,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4761,20.8882,6.87352,0.612205,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4801,20.926,6.89967,0.614181,4.6,0.188111,0.865313,NONE,999.9,0,0
29.4845,20.926,6.89967,0.614181,4.6,0.188111,0.865313,NONE,999.9,0,0
29.4889,20.9638,6.92589,0.615987,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4922,20.9638,6.92589,0.615987,4.6,0.190128,0.874591,NONE,999.9,0,0
29.4961,20.9638,6.92589,0.615987,4.6,0.190128,0.874591,NONE,999.9,0,0
29.5003,21.0016,6.9522,0.617963,4.6,0.188111,0.865313,NONE,999.9,0,0
29.5042,21.0016,6.9522,0.617963,4.6,0.188111,0.865313,NONE,999.9,0,0
29.509,21.0393,6.97856,0.619769,4.6,0.190128,0.874591,NONE,999.9,0,0
29.5123,21.0393,6.97856,0.619769,4.6,0.190128,0.874591,NONE,999.9,0,0
29.5167,21.0393,6.97856,0.619769,4.6,0.190128,0.874591,NONE,999.9,0,0
29.5201,21.0769,7.005,0.621745,4.6,0.188111,0.865313,NONE,999.9,0,0
29.5242,21.0769,7.005,0.621745,4.6,0.188111,0.865313,NONE,999.9,0,0
29.5287,21.1145,7.03151,0.623552,4.6,0.190128,0.874591,NONE,999.9,0,0
29.532,21.1145,7.03151,0.623552,4.6,0.190128,0.874591,NONE,999.9,0,0
29.5361,21.1145,7.03151,0.623552,4.6,0.190128,0.874591,NONE,999.9,0,0
29.5402,21.152,7.05809,0.625528,4.6,0.188111,0.865313,NONE,999.9,0,0
29.5443,21.152,7.05809,0.625528,4.6,0.188111,0.865313,NONE,999.9,0,0
29.5497,21.1895,7.08474,0.627334,4.6,0.190128,0.874591,NONE,999.9,0,0
29.5525,21.1895,7.08474,0.627334,4.6,0.190128,0.874591,NONE,999.9,0,0
29.5563,21.1895,7.08474,0.627334,4.6,0.190128,0.874591,NONE,999.9,0,0
29.5601,21.227,7.11147,0.62931,4.6,0.188111,0.865313,NONE,999.9,0,0
29.5642,21.227,7.11147,0.62931,4.6,0.188111,0.865313,NONE,999.9,0,0
29.5686,21.2644,7.13826,0.631117,4.6,0.190128,0.874591,NONE,999.9,0,0
29.5725,21.2644,7.13826,0.631117,4.6,0.190128,0.874591,NONE,999.9,0,0
