t,x,y,yaw,speed,yaw_rate,a_lat,collision
0,-75.7539,52.8974,-1.4876,0,0,0,0
0.0039,-75.7539,52.8974,-1.4876,0,0,0,0
0.0079,-75.7539,52.8974,-1.4876,0,0,0,0
0.012,-75.7539,52.8974,-1.4876,0,0,0,0
0.0159,-75.7539,52.8974,-1.4876,0,0,0,0
0.0199,-75.7539,52.8974,-1.4876,0,0,0,0
0.0239,-75.7539,52.8974,-1.4876,0,0,0,0
0.0279,-75.7539,52.8974,-1.4876,0,0,0,0
0.0318,-75.7539,52.8974,-1.4876,0,0,0,0
0.0358,-75.7539,52.8974,-1.4876,0,0,0,0
0.0399,-75.7539,52.8974,-1.4876,0,0,0,0
0.0438,-75.7539,52.8974,-1.4876,0,0,0,0
0.0477,-75.7539,52.8974,-1.4876,0,0,0,0
0.0517,-75.7539,52.8974,-1.4876,0,0,0,0
0.2079,-75.7539,52.8974,-1.4876,0,0,0,0
0.2119,-75.7539,52.8974,-1.4876,0,0,0,0
0.2158,-75.7539,52.8974,-1.4876,0,0,0,0
0.2199,-75.7539,52.8974,-1.4876,0,0,0,0
0.2239,-75.7539,52.8974,-1.4876,0,0,0,0
0.2278,-75.7539,52.8974,-1.4876,0,0,0,0
0.2317,-75.7539,52.8974,-1.4876,0,0,0,0
0.2438,-75.7539,52.8974,-1.4876,0,0,0,0
0.2638,-75.7539,52.8974,-1.4876,0,0,0,0
0.2803,-75.7539,52.8974,-1.4876,0,0,0,0
0.2884,-75.7539,52.8974,-1.4876,0,0,0,0
0.3038,-75.7539,52.8974,-1.4876,0,0,0,0
0.3078,-75.7539,52.8974,-1.4876,0,0,0,0
0.3121,-75.7539,52.8974,-1.4876,0,0,0,0
0.3164,-75.7539,52.8974,-1.4876,0,0,0,0
0.3358,-75.7539,52.8974,-1.4876,0,0,0,0
0.3399,-75.7539,52.8974,-1.4876,0,0,0,0
0.3438,-75.7539,52.8974,-1.4876,0,0,0,0
0.3478,-75.7539,52.8974,-1.4876,0,0,0,0
0.3518,-75.7539,52.8974,-1.4876,0,0,0,0
0.3558,-75.7539,52.8974,-1.4876,0,0,0,0
0.36,-75.7539,52.8974,-1.4876,0,0,0,0
0.3637,-75.7539,52.8974,-1.4876,0,0,0,0
0.3677,-75.7539,52.8974,-1.4876,0,0,0,0
0.3718,-75.7539,52.8974,-1.4876,0,0,0,0
0.3761,-75.7539,52.8974,-1.4876,0,0,0,0
0.3799,-75.7539,52.8974,-1.4876,0,0,0,0
0.3838,-75.7539,52.8974,-1.4876,0,0,0,0
0.3879,-75.7539,52.8974,-1.4876,0,0,0,0
0.3918,-75.7539,52.8974,-1.4876,0,0,0,0
0.3958,-75.7539,52.8974,-1.4876,0,0,0,0
0.3998,-75.7539,52.8974,-1.4876,0,0,0,0
0.4038,-75.7539,52.8974,-1.4876,0,0,0,0
0.4079,-75.7539,52.8974,-1.4876,0,0,0,0
0.4119,-75.7539,52.8974,-1.4876,0,0,0,0
0.4158,-75.7539,52.8974,-1.4876,0,0,0,0
0.4198,-75.7539,52.8974,-1.4876,0,0,0,0
0.4238,-75.7539,52.8974,-1.4876,0,0,0,0
0.4278,-75.7539,52.8974,-1.4876,0,0,0,0
0.4318,-75.7539,52.8974,-1.4876,0,0,0,0
0.4358,-75.7539,52.8974,-1.4876,0,0,0,0
0.4401,-75.7539,52.8974,-1.4876,0,0,0,0
0.4441,-75.7539,52.8974,-1.4876,0,0,0,0
0.4479,-75.7539,52.8974,-1.4876,0,0,0,0
0.4517,-75.7539,52.8974,-1.4876,0,0,0,0
0.4559,-75.7539,52.8974,-1.4876,0,0,0,0
0.46,-75.7539,52.8974,-1.4876,0,0,0,0
0.4638,-75.7539,52.8974,-1.4876,0,0,0,0
0.4678,-75.7539,52.8974,-1.4876,0,0,0,0
0.4718,-75.7539,52.8974,-1.4876,0,0,0,0
0.4763,-75.7539,52.8974,-1.4876,0,0,0,0
0.4798,-75.7539,52.8974,-1.4876,0,0,0,0
0.4838,-75.7539,52.8974,-1.4876,0,0,0,0
0.4878,-75.7539,52.8974,-1.4876,0,0,0,0
0.4917,-75.7539,52.8974,-1.4876,0,0,0,0
0.4959,-75.7539,52.8974,-1.4876,0,0,0,0
0.4998,-75.7539,52.8974,-1.4876,0,0,0,0
0.5039,-75.7539,52.8974,-1.4876,0,0,0,0
0.5079,-75.7539,52.8974,-1.4876,0,0,0,0
