t,x,y,yaw,speed,yaw_rate,a_lat,collision,timer_state,elapsed_time
3.4279,-75.7538,52.8965,-1.4876,0.1222,0.0000,0.0000,0,1,0.0001
3.4320,-75.7538,52.8965,-1.4876,0.1222,0.0000,0.0000,0,1,0.0043
3.4369,-75.7537,52.8948,-1.4877,0.2173,-0.0211,-0.0046,0,1,0.0095
3.4401,-75.7537,52.8948,-1.4877,0.2173,-0.0211,-0.0046,0,1,0.0124
3.4439,-75.7537,52.8948,-1.4877,0.2173,-0.0211,-0.0046,0,1,0.0164
3.4481,-75.7535,52.8929,-1.4878,0.1760,0.0000,0.0000,0,1,0.0203
3.4520,-75.7535,52.8929,-1.4878,0.1760,0.0000,0.0000,0,1,0.0243
3.4569,-75.7533,52.8906,-1.4879,0.2711,-0.0263,-0.0071,0,1,0.0290
3.4598,-75.7533,52.8906,-1.4879,0.2711,-0.0263,-0.0071,0,1,0.0320
3.4640,-75.7533,52.8906,-1.4879,0.2711,-0.0263,-0.0071,0,1,0.0362
3.4680,-75.7531,52.8875,-1.4880,0.3662,0.0000,0.0000,0,1,0.0402
3.4720,-75.7531,52.8875,-1.4880,0.3662,0.0000,0.0000,0,1,0.0443
3.4769,-75.7527,52.8833,-1.4882,0.4613,-0.0447,-0.0206,0,1,0.0491
3.4800,-75.7527,52.8833,-1.4882,0.4613,-0.0447,-0.0206,0,1,0.0521
3.4840,-75.7527,52.8833,-1.4882,0.4613,-0.0447,-0.0206,0,1,0.0563
3.4880,-75.7523,52.8783,-1.4885,0.5564,-0.0142,-0.0079,0,1,0.0600
3.4920,-75.7523,52.8783,-1.4885,0.5564,-0.0142,-0.0079,0,1,0.0642
3.4969,-75.7518,52.8723,-1.4886,0.6515,0.0141,0.0092,0,1,0.0693
3.5001,-75.7518,52.8723,-1.4886,0.6515,0.0141,0.0092,0,1,0.0724
3.5041,-75.7518,52.8723,-1.4886,0.6515,0.0141,0.0092,0,1,0.0763
3.5080,-75.7512,52.8653,-1.4882,0.7466,0.0611,0.0456,0,1,0.0800
3.5122,-75.7512,52.8653,-1.4882,0.7466,0.0611,0.0456,0,1,0.0846
3.5169,-75.7505,52.8574,-1.4874,0.8417,0.0787,0.0663,0,1,0.0893
3.5200,-75.7505,52.8574,-1.4874,0.8417,0.0787,0.0663,0,1,0.0921
3.5239,-75.7505,52.8574,-1.4874,0.8417,0.0787,0.0663,0,1,0.0960
3.5280,-75.7496,52.8485,-1.4866,0.9368,0.1043,0.0977,0,1,0.1004
3.5320,-75.7496,52.8485,-1.4866,0.9368,0.1043,0.0977,0,1,0.1041
3.5369,-75.7486,52.8387,-1.4854,1.0319,0.1149,0.1186,0,1,0.1092
3.5398,-75.7486,52.8387,-1.4854,1.0319,0.1149,0.1186,0,1,0.1119
3.5441,-75.7486,52.8387,-1.4854,1.0319,0.1149,0.1186,0,1,0.1164
3.5481,-75.7475,52.8290,-1.4842,0.9368,0.1515,0.1419,0,1,0.1202
3.5520,-75.7475,52.8290,-1.4842,0.9368,0.1515,0.1419,0,1,0.1242
3.5568,-75.7465,52.8192,-1.4827,1.0319,0.1368,0.1412,0,1,0.1292
3.5600,-75.7465,52.8192,-1.4827,1.0319,0.1368,0.1412,0,1,0.1323
3.5640,-75.7465,52.8192,-1.4827,1.0319,0.1368,0.1412,0,1,0.1362
3.5679,-75.7453,52.8084,-1.4815,1.1270,0.0999,0.1126,0,1,0.1402
3.5720,-75.7453,52.8084,-1.4815,1.1270,0.0999,0.1126,0,1,0.1441
3.5769,-75.7441,52.7968,-1.4806,1.2221,0.0908,0.1110,0,1,0.1490
3.5800,-75.7441,52.7968,-1.4806,1.2221,0.0908,0.1110,0,1,0.1520
3.5840,-75.7441,52.7968,-1.4806,1.2221,0.0908,0.1110,0,1,0.1564
3.5880,-75.7427,52.7841,-1.4796,1.3172,0.1287,0.1695,0,1,0.1601
3.5919,-75.7427,52.7841,-1.4796,1.3172,0.1287,0.1695,0,1,0.1642
3.5971,-75.7413,52.7706,-1.4781,1.4123,0.1465,0.2069,0,1,0.1693
3.6000,-75.7413,52.7706,-1.4781,1.4123,0.1465,0.2069,0,1,0.1723
3.6039,-75.7413,52.7706,-1.4781,1.4123,0.1465,0.2069,0,1,0.1760
3.6080,-75.7397,52.7561,-1.4766,1.5074,0.1661,0.2503,0,1,0.1800
3.6121,-75.7397,52.7561,-1.4766,1.5074,0.1661,0.2503,0,1,0.1844
3.6168,-75.7379,52.7406,-1.4749,1.6025,0.1766,0.2831,0,1,0.1890
3.6201,-75.7379,52.7406,-1.4749,1.6025,0.1766,0.2831,0,1,0.1922
3.6238,-75.7379,52.7406,-1.4749,1.6025,0.1766,0.2831,0,1,0.1960
3.6281,-75.7361,52.7242,-1.4731,1.6976,0.1916,0.3253,0,1,0.2005
3.6320,-75.7361,52.7242,-1.4731,1.6976,0.1916,0.3253,0,1,0.2042
3.6369,-75.7340,52.7069,-1.4709,1.7915,0.2508,0.4493,0,1,0.2092
3.6400,-75.7340,52.7069,-1.4709,1.7915,0.2508,0.4493,0,1,0.2120
3.6439,-75.7340,52.7069,-1.4709,1.7915,0.2508,0.4493,0,1,0.2163
3.6479,-75.7319,52.6896,-1.4676,1.6964,0.3591,0.6092,0,1,0.2202
3.6520,-75.7319,52.6896,-1.4676,1.6964,0.3591,0.6092,0,1,0.2243
3.6568,-75.7297,52.6723,-1.4642,1.7915,0.3472,0.6220,0,1,0.2290
3.6599,-75.7297,52.6723,-1.4642,1.7915,0.3472,0.6220,0,1,0.2324
3.6641,-75.7297,52.6723,-1.4642,1.7915,0.3472,0.6220,0,1,0.2364
3.6680,-75.7273,52.6540,-1.4607,1.8866,0.3480,0.6565,0,1,0.2403
3.6721,-75.7273,52.6540,-1.4607,1.8866,0.3480,0.6565,0,1,0.2442
3.6768,-75.7246,52.6349,-1.4572,1.9817,0.3609,0.7153,0,1,0.2490
3.6799,-75.7246,52.6349,-1.4572,1.9817,0.3609,0.7153,0,1,0.2522
3.6839,-75.7246,52.6349,-1.4572,1.9817,0.3609,0.7153,0,1,0.2562
3.6878,-75.7218,52.6148,-1.4535,2.0768,0.3717,0.7720,0,1,0.2600
3.6921,-75.7218,52.6148,-1.4535,2.0768,0.3717,0.7720,0,1,0.2644
3.6969,-75.7188,52.5938,-1.4497,2.1719,0.3876,0.8419,0,1,0.2692
3.6999,-75.7188,52.5938,-1.4497,2.1719,0.3876,0.8419,0,1,0.2721
3.7041,-75.7188,52.5938,-1.4497,2.1719,0.3876,0.8419,0,1,0.2764
3.7080,-75.7156,52.5718,-1.4457,2.2670,0.3989,0.9044,0,1,0.2803
3.7121,-75.7156,52.5718,-1.4457,2.2670,0.3989,0.9044,0,1,0.2843
3.7169,-75.7121,52.5489,-1.4417,2.3621,0.4137,0.9772,0,1,0.2891
3.7200,-75.7121,52.5489,-1.4417,2.3621,0.4137,0.9772,0,1,0.2922
3.7240,-75.7121,52.5489,-1.4417,2.3621,0.4137,0.9772,0,1,0.2969
3.7280,-75.7085,52.5251,-1.4375,2.4572,0.4237,1.0412,0,1,0.3003
3.7320,-75.7085,52.5251,-1.4375,2.4572,0.4237,1.0412,0,1,0.3041
3.7369,-75.7046,52.5003,-1.4332,2.5521,0.4368,1.1147,0,1,0.3092
3.7400,-75.7046,52.5003,-1.4332,2.5521,0.4368,1.1147,0,1,0.3121
3.7439,-75.7046,52.5003,-1.4332,2.5521,0.4368,1.1147,0,1,0.3162
3.7480,-75.7005,52.4747,-1.4287,2.6424,0.4475,1.1824,0,1,0.3202
3.7520,-75.7005,52.4747,-1.4287,2.6424,0.4475,1.1824,0,1,0.3244
3.7571,-75.6961,52.4482,-1.4242,2.7284,0.4624,1.2617,0,1,0.3297
3.7600,-75.6961,52.4482,-1.4242,2.7284,0.4624,1.2617,0,1,0.3322
3.7638,-75.6961,52.4482,-1.4242,2.7284,0.4624,1.2617,0,1,0.3359
