t,x,y,yaw,speed,yaw_rate,a_lat,collision
0.0000,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0041,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0085,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0121,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0160,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0200,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0240,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0280,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0319,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0360,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0400,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0440,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0480,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0520,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0570,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0599,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0639,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0684,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0722,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0761,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0799,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0840,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0882,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0920,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0960,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1000,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1048,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1083,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1119,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1160,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1199,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1240,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
