t,x,y,yaw,speed,yaw_rate,a_lat,collision
0.0000,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0036,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0076,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0116,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0157,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0197,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0236,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0279,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0316,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0356,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0397,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0436,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0479,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0516,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0556,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0597,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0637,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0677,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0716,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0756,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0797,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0839,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0876,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0917,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0956,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0997,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1037,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1077,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1116,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1157,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1197,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
