t,x,y,yaw,speed,yaw_rate,a_lat,collision,timer_state,elapsed_time
4.5689,-75.7538,52.8965,-1.4876,0.1242,0.0000,0.0000,0,1,0.0001
4.5721,-75.7538,52.8965,-1.4876,0.1242,0.0000,0.0000,0,1,0.0029
4.5759,-75.7538,52.8965,-1.4876,0.1242,0.0000,0.0000,0,1,0.0069
4.5799,-75.7537,52.8948,-1.4877,0.2193,-0.0213,-0.0047,0,1,0.0111
4.5840,-75.7537,52.8948,-1.4877,0.2193,-0.0213,-0.0047,0,1,0.0149
4.5887,-75.7535,52.8928,-1.4878,0.1776,0.0000,0.0000,0,1,0.0196
4.5919,-75.7535,52.8928,-1.4878,0.1776,0.0000,0.0000,0,1,0.0227
4.5961,-75.7535,52.8928,-1.4878,0.1776,0.0000,0.0000,0,1,0.0272
4.6001,-75.7533,52.8906,-1.4879,0.2727,-0.0264,-0.0072,0,1,0.0308
4.6041,-75.7533,52.8906,-1.4879,0.2727,-0.0264,-0.0072,0,1,0.0351
4.6087,-75.7531,52.8874,-1.4880,0.3678,0.0000,0.0000,0,1,0.0397
4.6119,-75.7531,52.8874,-1.4880,0.3678,0.0000,0.0000,0,1,0.0430
4.6160,-75.7531,52.8874,-1.4880,0.3678,0.0000,0.0000,0,1,0.0468
4.6199,-75.7527,52.8832,-1.4882,0.4629,-0.0449,-0.0208,0,1,0.0508
4.6239,-75.7527,52.8832,-1.4882,0.4629,-0.0449,-0.0208,0,1,0.0546
4.6287,-75.7523,52.8781,-1.4885,0.5580,-0.0143,-0.0080,0,1,0.0597
4.6319,-75.7523,52.8781,-1.4885,0.5580,-0.0143,-0.0080,0,1,0.0626
4.6359,-75.7523,52.8781,-1.4885,0.5580,-0.0143,-0.0080,0,1,0.0667
4.6399,-75.7518,52.8721,-1.4887,0.6531,-0.0301,-0.0196,0,1,0.0708
4.6438,-75.7518,52.8721,-1.4887,0.6531,-0.0301,-0.0196,0,1,0.0748
4.6487,-75.7513,52.8651,-1.4890,0.7482,-0.0257,-0.0192,0,1,0.0795
4.6518,-75.7513,52.8651,-1.4890,0.7482,-0.0257,-0.0192,0,1,0.0826
4.6560,-75.7513,52.8651,-1.4890,0.7482,-0.0257,-0.0192,0,1,0.0868
4.6599,-75.7507,52.8572,-1.4891,0.8433,0.0074,0.0062,0,1,0.0907
4.6640,-75.7507,52.8572,-1.4891,0.8433,0.0074,0.0062,0,1,0.0949
4.6687,-75.7500,52.8483,-1.4888,0.9384,0.0611,0.0573,0,1,0.0996
4.6720,-75.7500,52.8483,-1.4888,0.9384,0.0611,0.0573,0,1,0.1029
4.6759,-75.7500,52.8483,-1.4888,0.9384,0.0611,0.0573,0,1,0.1067
4.6802,-75.7490,52.8385,-1.4879,1.0335,0.1317,0.1361,0,1,0.1111
4.6839,-75.7490,52.8385,-1.4879,1.0335,0.1317,0.1361,0,1,0.1146
4.6887,-75.7480,52.8287,-1.4858,0.9384,0.2149,0.2017,0,1,0.1196
4.6918,-75.7480,52.8287,-1.4858,0.9384,0.2149,0.2017,0,1,0.1226
4.6961,-75.7480,52.8287,-1.4858,0.9384,0.2149,0.2017,0,1,0.1270
4.6999,-75.7469,52.8189,-1.4838,1.0335,0.2100,0.2170,0,1,0.1305
4.7040,-75.7469,52.8189,-1.4838,1.0335,0.2100,0.2170,0,1,0.1351
