t,x,y,yaw,speed,yaw_rate,a_lat,collision
0.0000,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0026,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0064,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0105,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0145,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0185,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0224,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0264,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0304,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0344,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0384,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0424,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0467,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0504,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0544,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0585,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0626,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0664,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0703,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0744,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0788,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0824,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0865,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0904,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0945,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0984,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1024,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1064,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1105,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1146,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1185,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1224,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1265,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1305,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1345,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1385,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1425,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1464,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1506,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1554,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1586,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1624,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1664,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1704,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1744,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1791,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1823,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1867,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1904,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1945,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1986,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2024,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2065,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2105,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2146,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2186,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2225,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2266,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2305,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2345,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2384,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
