t,x,y,yaw,speed,yaw_rate,a_lat,collision,timer_state,elapsed_time
18.5480,-75.7538,52.8962,-1.4876,0.1446,0.0000,0.0000,0,1,0.0001
18.5521,-75.7538,52.8962,-1.4876,0.1446,0.0000,0.0000,0,1,0.0076
18.5595,-75.7536,52.8943,-1.4875,0.2397,0.0232,0.0056,0,1,0.0119
18.5624,-75.7536,52.8943,-1.4875,0.2397,0.0232,0.0056,0,1,0.0143
18.5643,-75.7536,52.8943,-1.4875,0.2397,0.0232,0.0056,0,1,0.0162
18.5680,-75.7534,52.8914,-1.4873,0.3348,0.0000,0.0000,0,1,0.0198
18.5720,-75.7534,52.8914,-1.4873,0.3348,0.0000,0.0000,0,1,0.0236
18.5768,-75.7531,52.8876,-1.4875,0.4299,-0.0417,-0.0179,0,1,0.0283
18.5802,-75.7531,52.8876,-1.4875,0.4299,-0.0417,-0.0179,0,1,0.0320
18.5840,-75.7531,52.8876,-1.4875,0.4299,-0.0417,-0.0179,0,1,0.0392
18.5880,-75.7527,52.8828,-1.4878,0.5250,-0.0085,-0.0045,0,1,0.0398
18.5921,-75.7527,52.8828,-1.4878,0.5250,-0.0085,-0.0045,0,1,0.0438
18.5967,-75.7522,52.8771,-1.4877,0.6201,0.0172,0.0107,0,1,0.0485
18.6000,-75.7522,52.8771,-1.4877,0.6201,0.0172,0.0107,0,1,0.0515
18.6040,-75.7522,52.8771,-1.4877,0.6201,0.0172,0.0107,0,1,0.0556
18.6081,-75.7516,52.8705,-1.4875,0.7152,0.0184,0.0132,0,1,0.0598
18.6120,-75.7516,52.8705,-1.4875,0.7152,0.0184,0.0132,0,1,0.0638
18.6169,-75.7509,52.8629,-1.4873,0.8103,0.0335,0.0271,0,1,0.0707
18.6201,-75.7509,52.8629,-1.4873,0.8103,0.0335,0.0271,0,1,0.0728
18.6241,-75.7509,52.8629,-1.4873,0.8103,0.0335,0.0271,0,1,0.0759
18.6280,-75.7502,52.8543,-1.4869,0.9054,0.0322,0.0292,0,1,0.0797
18.6321,-75.7502,52.8543,-1.4869,0.9054,0.0322,0.0292,0,1,0.0839
