t,x,y,yaw,speed,yaw_rate,a_lat,collision,timer_state,elapsed_time
31.0008,1.2029,0.0733,2.9655,2.2925,0.2486,0.5700,0,1,0.0000
31.0039,1.2029,0.0733,2.9655,2.2925,0.2486,0.5700,0,1,0.0019
31.0079,1.2029,0.0733,2.9655,2.2925,0.2486,0.5700,0,1,0.0116
31.0180,1.1798,0.0770,2.9680,2.3876,0.2571,0.6138,0,1,0.0158
31.0211,1.1558,0.0809,2.9707,2.4827,0.2612,0.6485,0,1,0.0188
31.0239,1.1558,0.0809,2.9707,2.4827,0.2612,0.6485,0,1,0.0220
31.0278,1.1558,0.0809,2.9707,2.4827,0.2612,0.6485,0,1,0.0256
31.0348,1.1308,0.0848,2.9733,2.5778,0.2687,0.6926,0,1,0.0327
31.0369,1.1308,0.0848,2.9733,2.5778,0.2687,0.6926,0,1,0.0344
31.0506,1.1048,0.0889,2.9760,2.6729,0.2722,0.7275,0,1,0.0485
31.0537,1.0780,0.0931,2.9785,2.7645,0.2255,0.6234,0,1,0.0515
31.0677,1.0502,0.0974,2.9806,2.8518,0.1957,0.5580,0,1,0.0655
31.0771,1.0216,0.1018,2.9825,2.9349,0.1714,0.5030,0,1,0.0757
31.0808,0.9922,0.1063,2.9840,3.0141,0.1571,0.4734,0,1,0.0796
31.0847,0.9922,0.1063,2.9840,3.0141,0.1571,0.4734,0,1,0.0826
31.0930,0.9621,0.1109,2.9856,3.0895,0.1438,0.4443,0,1,0.0909
31.0959,0.9621,0.1109,2.9856,3.0895,0.1438,0.4443,0,1,0.0950
31.1007,0.9312,0.1157,2.9869,3.1613,0.1375,0.4347,0,1,0.0992
31.1038,0.9312,0.1157,2.9869,3.1613,0.1375,0.4347,0,1,0.1013
31.1079,0.9312,0.1157,2.9869,3.1613,0.1375,0.4347,0,1,0.1054
31.1118,0.8996,0.1205,2.9883,3.2297,0.1301,0.4203,0,1,0.1093
31.1158,0.8996,0.1205,2.9883,3.2297,0.1301,0.4203,0,1,0.1131
31.1203,0.8673,0.1253,2.9896,3.2949,0.1283,0.4227,0,1,0.1177
31.1238,0.8673,0.1253,2.9896,3.2949,0.1283,0.4227,0,1,0.1213
31.1280,0.8673,0.1253,2.9896,3.2949,0.1283,0.4227,0,1,0.1267
31.1319,0.8344,0.1303,2.9909,3.3569,0.1242,0.4169,0,1,0.1293
31.1358,0.8344,0.1303,2.9909,3.3569,0.1242,0.4169,0,1,0.1333
31.1407,0.8009,0.1353,2.9921,3.4160,0.1248,0.4263,0,1,0.1386
31.1438,0.8009,0.1353,2.9921,3.4160,0.1248,0.4263,0,1,0.1412
31.1477,0.8009,0.1353,2.9921,3.4160,0.1248,0.4263,0,1,0.1450
31.1517,0.7669,0.1403,2.9934,3.4723,0.1225,0.4255,0,1,0.1491
31.1559,0.7669,0.1403,2.9934,3.4723,0.1225,0.4255,0,1,0.1539
31.1607,0.7323,0.1454,2.9945,3.5260,0.1246,0.4393,0,1,0.1597
31.1638,0.7323,0.1454,2.9945,3.5260,0.1246,0.4393,0,1,0.1615
