t,x,y,yaw,speed,yaw_rate,a_lat,collision,timer_state,elapsed_time
4.3805,-75.7538,52.8966,-1.4876,0.1193,0.0000,0.0000,0,1,0.0001
4.3839,-75.7538,52.8966,-1.4876,0.1193,0.0000,0.0000,0,1,0.0153
4.4012,-75.7537,52.8949,-1.4875,0.2144,0.0208,0.0045,0,1,0.0203
4.4179,-75.7535,52.8923,-1.4874,0.3095,0.0000,0.0000,0,1,0.0373
4.4238,-75.7532,52.8887,-1.4872,0.4046,0.0392,0.0159,0,1,0.0428
4.4283,-75.7528,52.8842,-1.4870,0.4997,0.0000,0.0000,0,1,0.0488
4.4417,-75.7523,52.8788,-1.4868,0.5948,0.0090,0.0053,0,1,0.0609
4.4540,-75.7518,52.8724,-1.4866,0.6875,0.0146,0.0100,0,1,0.0736
4.4595,-75.7511,52.8651,-1.4864,0.7757,0.0329,0.0255,0,1,0.0784
4.4623,-75.7511,52.8651,-1.4864,0.7757,0.0329,0.0255,0,1,0.0809
4.4669,-75.7504,52.8570,-1.4860,0.8598,0.0310,0.0266,0,1,0.0860
4.4700,-75.7504,52.8570,-1.4860,0.8598,0.0310,0.0266,0,1,0.0890
4.4759,-75.7495,52.8480,-1.4857,0.9399,0.0425,0.0400,0,1,0.0951
4.4789,-75.7495,52.8480,-1.4857,0.9399,0.0425,0.0400,0,1,0.0980
4.4820,-75.7495,52.8480,-1.4857,0.9399,0.0425,0.0400,0,1,0.1032
4.4937,-75.7486,52.8383,-1.4852,1.0161,0.0399,0.0406,0,1,0.1129
4.4990,-75.7477,52.8278,-1.4848,1.0887,0.0494,0.0538,0,1,0.1183
4.5138,-75.7466,52.8166,-1.4843,1.1579,0.0470,0.0544,0,1,0.1329
4.5181,-75.7455,52.8047,-1.4838,1.2238,0.0553,0.0677,0,1,0.1372
4.5221,-75.7455,52.8047,-1.4838,1.2238,0.0553,0.0677,0,1,0.1450
4.5361,-75.7443,52.7922,-1.4832,1.2866,0.0530,0.0682,0,1,0.1555
4.5399,-75.7443,52.7922,-1.4832,1.2866,0.0530,0.0682,0,1,0.1590
4.5562,-75.7431,52.7790,-1.4827,1.3653,0.0598,0.0817,0,1,0.1844
