t,x,y,yaw,speed,yaw_rate,a_lat,collision,timer_state,elapsed_time
8.9765,1.4739,0.0252,2.9370,0.1379,0.0000,0.0000,0,1,0.0001
8.9799,1.4739,0.0252,2.9370,0.1379,0.0000,0.0000,0,1,0.0036
8.9857,1.4739,0.0252,2.9370,0.1379,0.0000,0.0000,0,1,0.0105
8.9882,1.4721,0.0256,2.9371,0.2330,0.0226,0.0053,0,1,0.0119
8.9920,1.4721,0.0256,2.9371,0.2330,0.0226,0.0053,0,1,0.0157
8.9966,1.4693,0.0262,2.9372,0.3281,0.0000,0.0000,0,1,0.0201
9.0000,1.4693,0.0262,2.9372,0.3281,0.0000,0.0000,0,1,0.0237
9.0041,1.4693,0.0262,2.9372,0.3281,0.0000,0.0000,0,1,0.0275
9.0081,1.4657,0.0269,2.9374,0.4232,0.0410,0.0174,0,1,0.0315
9.0119,1.4657,0.0269,2.9374,0.4232,0.0410,0.0174,0,1,0.0353
9.0190,1.4611,0.0279,2.9376,0.5183,0.0084,0.0043,0,1,0.0428
9.0209,1.4611,0.0279,2.9376,0.5183,0.0084,0.0043,0,1,0.0444
9.0241,1.4611,0.0279,2.9376,0.5183,0.0084,0.0043,0,1,0.0476
9.0281,1.4555,0.0290,2.9377,0.6134,0.0271,0.0166,0,1,0.0515
9.0320,1.4555,0.0290,2.9377,0.6134,0.0271,0.0166,0,1,0.0556
9.0366,1.4490,0.0303,2.9380,0.7085,0.0222,0.0157,0,1,0.0604
9.0400,1.4490,0.0303,2.9380,0.7085,0.0222,0.0157,0,1,0.0637
9.0441,1.4490,0.0303,2.9380,0.7085,0.0222,0.0157,0,1,0.0679
9.0516,1.4416,0.0318,2.9382,0.8036,0.0348,0.0280,0,1,0.0770
9.0544,1.4416,0.0318,2.9382,0.8036,0.0348,0.0280,0,1,0.0781
9.0569,1.4333,0.0335,2.9386,0.8987,0.0326,0.0293,0,1,0.0805
9.0600,1.4333,0.0335,2.9386,0.8987,0.0326,0.0293,0,1,0.0839
9.0641,1.4333,0.0335,2.9386,0.8987,0.0326,0.0293,0,1,0.0876
