t,x,y,yaw,speed,yaw_rate,a_lat,collision
0.0000,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0035,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0075,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0117,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0157,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0196,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0236,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0278,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0315,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0355,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0395,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0436,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0479,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0516,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0556,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0603,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0655,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0676,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0715,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0755,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0798,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0836,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0876,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0915,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0957,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.0995,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1035,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1075,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1117,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1157,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1196,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1235,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1276,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1316,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1355,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1395,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1436,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1478,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1515,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1555,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1595,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1635,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1675,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1715,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1756,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1797,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1837,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1875,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1915,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1956,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.1995,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2035,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2077,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2116,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2157,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2195,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2235,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2277,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2315,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
0.2355,-75.7539,52.8974,-1.4876,0.0000,0.0000,0.0000,0
