t,x,y,yaw,speed,yaw_rate,a_lat,collision,timer_state,elapsed_time
3.4718,-75.7538,52.8966,-1.4876,0.1193,0.0000,0.0000,0,1,0.0001
3.4759,-75.7538,52.8966,-1.4876,0.1193,0.0000,0.0000,0,1,0.0043
3.4808,-75.7537,52.8949,-1.4875,0.2144,0.0208,0.0045,0,1,0.0093
3.4838,-75.7537,52.8949,-1.4875,0.2144,0.0208,0.0045,0,1,0.0121
3.4878,-75.7537,52.8949,-1.4875,0.2144,0.0208,0.0045,0,1,0.0164
3.4920,-75.7535,52.8923,-1.4874,0.3095,0.0000,0.0000,0,1,0.0206
3.4959,-75.7535,52.8923,-1.4874,0.3095,0.0000,0.0000,0,1,0.0242
3.5007,-75.7532,52.8887,-1.4872,0.4046,0.0392,0.0159,0,1,0.0294
3.5039,-75.7532,52.8887,-1.4872,0.4046,0.0392,0.0159,0,1,0.0321
3.5078,-75.7532,52.8887,-1.4872,0.4046,0.0392,0.0159,0,1,0.0362
3.5118,-75.7528,52.8842,-1.4870,0.4997,0.0000,0.0000,0,1,0.0403
3.5158,-75.7528,52.8842,-1.4870,0.4997,0.0000,0.0000,0,1,0.0443
3.5207,-75.7523,52.8788,-1.4868,0.5948,0.0090,0.0053,0,1,0.0492
3.5237,-75.7523,52.8788,-1.4868,0.5948,0.0090,0.0053,0,1,0.0522
3.5280,-75.7523,52.8788,-1.4868,0.5948,0.0090,0.0053,0,1,0.0564
3.5319,-75.7518,52.8724,-1.4866,0.6875,0.0146,0.0100,0,1,0.0605
3.5359,-75.7518,52.8724,-1.4866,0.6875,0.0146,0.0100,0,1,0.0642
3.5407,-75.7511,52.8651,-1.4864,0.7757,0.0329,0.0255,0,1,0.0690
3.5438,-75.7511,52.8651,-1.4864,0.7757,0.0329,0.0255,0,1,0.0723
3.5479,-75.7511,52.8651,-1.4864,0.7757,0.0329,0.0255,0,1,0.0768
3.5520,-75.7504,52.8570,-1.4860,0.8598,0.0310,0.0266,0,1,0.0807
3.5558,-75.7504,52.8570,-1.4860,0.8598,0.0310,0.0266,0,1,0.0843
3.5609,-75.7495,52.8480,-1.4857,0.9399,0.0425,0.0400,0,1,0.0893
3.5638,-75.7495,52.8480,-1.4857,0.9399,0.0425,0.0400,0,1,0.0923
3.5678,-75.7495,52.8480,-1.4857,0.9399,0.0425,0.0400,0,1,0.0962
3.5718,-75.7486,52.8383,-1.4852,1.0161,0.0399,0.0406,0,1,0.1001
3.5757,-75.7486,52.8383,-1.4852,1.0161,0.0399,0.0406,0,1,0.1043
3.5808,-75.7477,52.8278,-1.4848,1.0887,0.0494,0.0538,0,1,0.1093
3.5838,-75.7477,52.8278,-1.4848,1.0887,0.0494,0.0538,0,1,0.1123
3.5878,-75.7477,52.8278,-1.4848,1.0887,0.0494,0.0538,0,1,0.1161
3.5920,-75.7466,52.8166,-1.4843,1.1579,0.0470,0.0544,0,1,0.1206
3.5958,-75.7466,52.8166,-1.4843,1.1579,0.0470,0.0544,0,1,0.1240
3.6008,-75.7455,52.8047,-1.4838,1.2238,0.0553,0.0677,0,1,0.1292
3.6038,-75.7455,52.8047,-1.4838,1.2238,0.0553,0.0677,0,1,0.1321
3.6078,-75.7455,52.8047,-1.4838,1.2238,0.0553,0.0677,0,1,0.1363
3.6117,-75.7443,52.7922,-1.4832,1.2866,0.0530,0.0682,0,1,0.1402
3.6159,-75.7443,52.7922,-1.4832,1.2866,0.0530,0.0682,0,1,0.1445
3.6207,-75.7431,52.7790,-1.4827,1.3653,0.0598,0.0817,0,1,0.1491
3.6238,-75.7431,52.7790,-1.4827,1.3653,0.0598,0.0817,0,1,0.1521
3.6279,-75.7431,52.7790,-1.4827,1.3653,0.0598,0.0817,0,1,0.1563
3.6319,-75.7417,52.7651,-1.4821,1.4404,0.0585,0.0843,0,1,0.1604
3.6358,-75.7417,52.7651,-1.4821,1.4404,0.0585,0.0843,0,1,0.1641
3.6408,-75.7403,52.7504,-1.4815,1.5118,0.0653,0.0988,0,1,0.1693
3.6438,-75.7403,52.7504,-1.4815,1.5118,0.0653,0.0988,0,1,0.1722
3.6479,-75.7403,52.7504,-1.4815,1.5118,0.0653,0.0988,0,1,0.1764
3.6518,-75.7388,52.7350,-1.4806,1.5799,0.1232,0.1946,0,1,0.1805
3.6558,-75.7388,52.7350,-1.4806,1.5799,0.1232,0.1946,0,1,0.1842
3.6609,-75.7372,52.7190,-1.4789,1.6447,0.2136,0.3514,0,1,0.1894
3.6639,-75.7372,52.7190,-1.4789,1.6447,0.2136,0.3514,0,1,0.1923
3.6680,-75.7372,52.7190,-1.4789,1.6447,0.2136,0.3514,0,1,0.1965
3.6717,-75.7353,52.7023,-1.4765,1.7064,0.2656,0.4532,0,1,0.2002
3.6757,-75.7353,52.7023,-1.4765,1.7064,0.2656,0.4532,0,1,0.2043
