t,x,y,yaw,speed,yaw_rate,a_lat,collision,timer_state,elapsed_time
3.4873,-75.7538,52.8966,-1.4876,0.1181,0.0000,0.0000,0,1,0.0001
3.4913,-75.7538,52.8966,-1.4876,0.1181,0.0000,0.0000,0,1,0.0040
3.4963,-75.7537,52.8949,-1.4877,0.2132,-0.0207,-0.0044,0,1,0.0090
3.4993,-75.7537,52.8949,-1.4877,0.2132,-0.0207,-0.0044,0,1,0.0118
3.5033,-75.7537,52.8949,-1.4877,0.2132,-0.0207,-0.0044,0,1,0.0158
3.5073,-75.7535,52.8923,-1.4880,0.3083,-0.0598,-0.0184,0,1,0.0199
3.5113,-75.7535,52.8923,-1.4880,0.3083,-0.0598,-0.0184,0,1,0.0238
3.5162,-75.7532,52.8896,-1.4885,0.2496,-0.0242,-0.0060,0,1,0.0289
3.5192,-75.7532,52.8896,-1.4885,0.2496,-0.0242,-0.0060,0,1,0.0322
3.5233,-75.7532,52.8896,-1.4885,0.2496,-0.0242,-0.0060,0,1,0.0363
3.5273,-75.7530,52.8866,-1.4889,0.3447,-0.0669,-0.0231,0,1,0.0399
3.5314,-75.7530,52.8866,-1.4889,0.3447,-0.0669,-0.0231,0,1,0.0440
3.5361,-75.7527,52.8827,-1.4895,0.4398,-0.0426,-0.0188,0,1,0.0489
3.5394,-75.7527,52.8827,-1.4895,0.4398,-0.0426,-0.0188,0,1,0.0519
3.5433,-75.7527,52.8827,-1.4895,0.4398,-0.0426,-0.0188,0,1,0.0559
3.5474,-75.7523,52.8778,-1.4902,0.5337,-0.0727,-0.0388,0,1,0.0603
3.5514,-75.7523,52.8778,-1.4902,0.5337,-0.0727,-0.0388,0,1,0.0641
3.5564,-75.7519,52.8720,-1.4909,0.6288,-0.1184,-0.0744,0,1,0.0691
3.5594,-75.7519,52.8720,-1.4909,0.6288,-0.1184,-0.0744,0,1,0.0719
3.5633,-75.7519,52.8720,-1.4909,0.6288,-0.1184,-0.0744,0,1,0.0761
3.5673,-75.7516,52.8653,-1.4922,0.7239,-0.1327,-0.0960,0,1,0.0799
