t,x,y,yaw,speed,yaw_rate,a_lat,collision,timer_state,elapsed_time
3.0579,1.4739,0.0252,2.9370,0.1369,0.0000,0.0000,0,1,0.0001
3.0620,1.4739,0.0252,2.9370,0.1369,0.0000,0.0000,0,1,0.0041
3.0687,1.4721,0.0256,2.9371,0.2320,0.0225,0.0052,0,1,0.0112
3.0708,1.4721,0.0256,2.9371,0.2320,0.0225,0.0052,0,1,0.0132
3.0739,1.4721,0.0256,2.9371,0.2320,0.0225,0.0052,0,1,0.0164
3.0779,1.4694,0.0262,2.9372,0.3271,0.0000,0.0000,0,1,0.0200
3.0819,1.4694,0.0262,2.9372,0.3271,0.0000,0.0000,0,1,0.0242
3.0865,1.4657,0.0269,2.9374,0.4222,0.0409,0.0173,0,1,0.0287
3.0901,1.4657,0.0269,2.9374,0.4222,0.0409,0.0173,0,1,0.0323
3.0940,1.4657,0.0269,2.9374,0.4222,0.0409,0.0173,0,1,0.0363
3.1005,1.4611,0.0279,2.9376,0.5173,0.0084,0.0043,0,1,0.0443
3.1032,1.4611,0.0279,2.9376,0.5173,0.0084,0.0043,0,1,0.0457
3.1067,1.4556,0.0290,2.9377,0.6124,0.0271,0.0166,0,1,0.0492
3.1100,1.4556,0.0290,2.9377,0.6124,0.0271,0.0166,0,1,0.0522
3.1139,1.4556,0.0290,2.9377,0.6124,0.0271,0.0166,0,1,0.0562
3.1181,1.4491,0.0303,2.9380,0.7075,0.0222,0.0157,0,1,0.0608
3.1219,1.4491,0.0303,2.9380,0.7075,0.0222,0.0157,0,1,0.0641
3.1270,1.4417,0.0318,2.9382,0.8026,0.0348,0.0280,0,1,0.0692
3.1300,1.4417,0.0318,2.9382,0.8026,0.0348,0.0280,0,1,0.0741
3.1339,1.4417,0.0318,2.9382,0.8026,0.0348,0.0280,0,1,0.0764
3.1380,1.4334,0.0335,2.9386,0.8977,0.0326,0.0293,0,1,0.0801
3.1420,1.4334,0.0335,2.9386,0.8977,0.0326,0.0293,0,1,0.0841
3.1465,1.4241,0.0353,2.9389,0.9928,0.0429,0.0426,0,1,0.0886
3.1500,1.4241,0.0353,2.9389,0.9928,0.0429,0.0426,0,1,0.0922
3.1539,1.4241,0.0353,2.9389,0.9928,0.0429,0.0426,0,1,0.0959
3.1580,1.4139,0.0373,2.9394,1.0879,0.0419,0.0456,0,1,0.1000
3.1642,1.4139,0.0373,2.9394,1.0879,0.0419,0.0456,0,1,0.1085
3.1691,1.4027,0.0395,2.9398,1.1830,0.0504,0.0596,0,1,0.1114
3.1710,1.4027,0.0395,2.9398,1.1830,0.0504,0.0596,0,1,0.1131
3.1739,1.4027,0.0395,2.9398,1.1830,0.0504,0.0596,0,1,0.1161
3.1779,1.3907,0.0419,2.9403,1.2781,0.0501,0.0640,0,1,0.1200
3.1820,1.3907,0.0419,2.9403,1.2781,0.0501,0.0640,0,1,0.1247
3.1865,1.3777,0.0445,2.9408,1.3732,0.0574,0.0788,0,1,0.1286
3.1899,1.3777,0.0445,2.9408,1.3732,0.0574,0.0788,0,1,0.1319
3.2002,1.3637,0.0472,2.9414,1.4683,0.0574,0.0843,0,1,0.1434
3.2033,1.3637,0.0472,2.9414,1.4683,0.0574,0.0843,0,1,0.1453
3.2063,1.3488,0.0501,2.9420,1.5634,0.0639,0.0999,0,1,0.1485
3.2099,1.3488,0.0501,2.9420,1.5634,0.0639,0.0999,0,1,0.1519
3.2140,1.3488,0.0501,2.9420,1.5634,0.0639,0.0999,0,1,0.1565
3.2179,1.3330,0.0532,2.9427,1.6585,0.0641,0.1063,0,1,0.1601
3.2218,1.3330,0.0532,2.9427,1.6585,0.0641,0.1063,0,1,0.1639
3.2292,1.3163,0.0565,2.9433,1.7536,0.0699,0.1226,0,1,0.1721
3.2313,1.3163,0.0565,2.9433,1.7536,0.0699,0.1226,0,1,0.1744
3.2342,1.3163,0.0565,2.9433,1.7536,0.0699,0.1226,0,1,0.1764
3.2379,1.2986,0.0599,2.9441,1.8487,0.0702,0.1298,0,1,0.1800
3.2419,1.2986,0.0599,2.9441,1.8487,0.0702,0.1298,0,1,0.1838
3.2466,1.2800,0.0635,2.9447,1.9438,0.0755,0.1467,0,1,0.1889
3.2498,1.2800,0.0635,2.9447,1.9438,0.0755,0.1467,0,1,0.1918
3.2538,1.2800,0.0635,2.9447,1.9438,0.0755,0.1467,0,1,0.1957
3.2601,1.2604,0.0673,2.9455,2.0389,0.0757,0.1544,0,1,0.2040
3.2619,1.2604,0.0673,2.9455,2.0389,0.0757,0.1544,0,1,0.2057
3.2668,1.2400,0.0713,2.9463,2.1340,0.0805,0.1717,0,1,0.2091
3.2699,1.2400,0.0713,2.9463,2.1340,0.0805,0.1717,0,1,0.2118
3.2738,1.2400,0.0713,2.9463,2.1340,0.0805,0.1717,0,1,0.2157
3.2779,1.2185,0.0754,2.9471,2.2291,0.0807,0.1799,0,1,0.2203
3.2819,1.2185,0.0754,2.9471,2.2291,0.0807,0.1799,0,1,0.2239
3.2864,1.1962,0.0797,2.9479,2.3242,0.0850,0.1975,0,1,0.2283
3.2919,1.1962,0.0797,2.9479,2.3242,0.0850,0.1975,0,1,0.2353
3.2956,1.1962,0.0797,2.9479,2.3242,0.0850,0.1975,0,1,0.2397
3.3005,1.1729,0.0841,2.9488,2.4193,0.0851,0.2059,0,1,0.2429
3.3025,1.1729,0.0841,2.9488,2.4193,0.0851,0.2059,0,1,0.2447
3.3064,1.1486,0.0887,2.9496,2.5135,0.0891,0.2239,0,1,0.2485
3.3099,1.1486,0.0887,2.9496,2.5135,0.0891,0.2239,0,1,0.2522
3.3139,1.1486,0.0887,2.9496,2.5135,0.0891,0.2239,0,1,0.2561
3.3180,1.1235,0.0935,2.9506,2.6032,0.0895,0.2329,0,1,0.2600
3.3239,1.1235,0.0935,2.9506,2.6032,0.0895,0.2329,0,1,0.2665
3.3267,1.0975,0.0984,2.9514,2.6887,0.0938,0.2522,0,1,0.2692
3.3299,1.0975,0.0984,2.9514,2.6887,0.0938,0.2522,0,1,0.2720
3.3339,1.0975,0.0984,2.9514,2.6887,0.0938,0.2522,0,1,0.2759
3.3379,1.0707,0.1034,2.9524,2.7700,0.0943,0.2613,0,1,0.2798
3.3418,1.0707,0.1034,2.9524,2.7700,0.0943,0.2613,0,1,0.2839
3.3465,1.0431,0.1086,2.9533,2.8475,0.0987,0.2811,0,1,0.2886
3.3499,1.0431,0.1086,2.9533,2.8475,0.0987,0.2811,0,1,0.2920
3.3551,1.0431,0.1086,2.9533,2.8475,0.0987,0.2811,0,1,0.2977
3.3587,1.0147,0.1139,2.9544,2.9214,0.0992,0.2899,0,1,0.3009
3.3620,1.0147,0.1139,2.9544,2.9214,0.0992,0.2899,0,1,0.3042
3.3664,0.9857,0.1193,2.9554,2.9917,0.1036,0.3098,0,1,0.3086
3.3699,0.9857,0.1193,2.9554,2.9917,0.1036,0.3098,0,1,0.3119
3.3739,0.9857,0.1193,2.9554,2.9917,0.1036,0.3098,0,1,0.3159
3.3778,0.9559,0.1248,2.9564,3.0586,0.1040,0.3180,0,1,0.3201
3.3819,0.9559,0.1248,2.9564,3.0586,0.1040,0.3180,0,1,0.3239
3.3883,0.9255,0.1304,2.9574,3.1224,0.1082,0.3379,0,1,0.3308
3.3902,0.9255,0.1304,2.9574,3.1224,0.1082,0.3379,0,1,0.3324
3.3940,0.9255,0.1304,2.9574,3.1224,0.1082,0.3379,0,1,0.3361
3.3980,0.8945,0.1361,2.9586,3.1832,0.1085,0.3455,0,1,0.3401
3.4018,0.8945,0.1361,2.9586,3.1832,0.1085,0.3455,0,1,0.3438
3.4065,0.8629,0.1419,2.9596,3.2410,0.1127,0.3652,0,1,0.3487
3.4099,0.8629,0.1419,2.9596,3.2410,0.1127,0.3652,0,1,0.3520
3.4139,0.8629,0.1419,2.9596,3.2410,0.1127,0.3652,0,1,0.3563
3.4200,0.8307,0.1477,2.9608,3.2961,0.1129,0.3721,0,1,0.3637
3.4235,0.8307,0.1477,2.9608,3.2961,0.1129,0.3721,0,1,0.3660
3.4265,0.7980,0.1536,2.9619,3.3486,0.1170,0.3917,0,1,0.3685
3.4299,0.7980,0.1536,2.9619,3.3486,0.1170,0.3917,0,1,0.3719
3.4339,0.7980,0.1536,2.9619,3.3486,0.1170,0.3917,0,1,0.3760
3.4379,0.7648,0.1596,2.9632,3.3986,0.1171,0.3978,0,1,0.3801
3.4419,0.7648,0.1596,2.9632,3.3986,0.1171,0.3978,0,1,0.3839
3.4463,0.7311,0.1656,2.9643,3.4462,0.1211,0.4172,0,1,0.3884
3.4517,0.7311,0.1656,2.9643,3.4462,0.1211,0.4172,0,1,0.3939
3.4540,0.7311,0.1656,2.9643,3.4462,0.1211,0.4172,0,1,0.3964
3.4579,0.6970,0.1716,2.9656,3.4916,0.1210,0.4226,0,1,0.4001
3.4619,0.6970,0.1716,2.9656,3.4916,0.1210,0.4226,0,1,0.4039
3.4665,0.6624,0.1777,2.9667,3.5348,0.1250,0.4417,0,1,0.4086
3.4699,0.6624,0.1777,2.9667,3.5348,0.1250,0.4417,0,1,0.4121
3.4739,0.6624,0.1777,2.9667,3.5348,0.1250,0.4417,0,1,0.4160
3.4779,0.6274,0.1839,2.9680,3.5759,0.1248,0.4464,0,1,0.4199
3.4840,0.6274,0.1839,2.9680,3.5759,0.1248,0.4464,0,1,0.4262
3.4867,0.5920,0.1900,2.9692,3.6151,0.1287,0.4652,0,1,0.4294
3.4900,0.5920,0.1900,2.9692,3.6151,0.1287,0.4652,0,1,0.4323
3.4939,0.5920,0.1900,2.9692,3.6151,0.1287,0.4652,0,1,0.4360
3.4979,0.5561,0.1962,2.9706,3.6524,0.1285,0.4693,0,1,0.4403
3.5020,0.5561,0.1962,2.9706,3.6524,0.1285,0.4693,0,1,0.4440
3.5064,0.5200,0.2025,2.9718,3.6880,0.1323,0.4878,0,1,0.4485
3.5100,0.5200,0.2025,2.9718,3.6880,0.1323,0.4878,0,1,0.4519
3.5157,0.5200,0.2025,2.9718,3.6880,0.1323,0.4878,0,1,0.4592
3.5197,0.4835,0.2087,2.9732,3.7218,0.1320,0.4911,0,1,0.4621
3.5218,0.4835,0.2087,2.9732,3.7218,0.1320,0.4911,0,1,0.4640
3.5265,0.4466,0.2149,2.9745,3.7541,0.1357,0.5093,0,1,0.4688
3.5299,0.4466,0.2149,2.9745,3.7541,0.1357,0.5093,0,1,0.4720
